axis,axis_min,axis_max,axis_bin,counts_pos,counts_neg,value,stat,sys_0,phi,phi_bin,global_index
x,0.10681463778018951,0.1780274361371994,0,2439,2442,-0.0008205983,0.014313487,1.9694358e-05,-165.0,0,0
x,0.10681463778018951,0.1780274361371994,0,880,975,-0.06837508,0.023163836,0.0016410019,-135.0,1,1
x,0.10681463778018951,0.1780274361371994,0,1454,1520,-0.029629283,0.018329,0.0007111028,-105.0,2,2
x,0.10681463778018951,0.1780274361371994,0,933,932,0.0007158785,0.023155836,1.7181084e-05,-75.0,3,3
x,0.10681463778018951,0.1780274361371994,0,851,855,-0.003130395,0.024210757,7.512948e-05,-45.0,4,4
x,0.10681463778018951,0.1780274361371994,0,389,421,-0.052745227,0.035087507,0.0012658854,-15.0,5,5
x,0.10681463778018951,0.1780274361371994,0,477,422,0.08168102,0.033240423,0.0019603446,15.0,6,6
x,0.10681463778018951,0.1780274361371994,0,1093,1081,0.007369532,0.021446599,0.00017686877,45.0,7,7
x,0.10681463778018951,0.1780274361371994,0,1258,1217,0.02211703,0.020095838,0.0005308087,75.0,8,8
x,0.10681463778018951,0.1780274361371994,0,1897,1733,0.060319174,0.016567431,0.0014476602,105.0,9,9
x,0.10681463778018951,0.1780274361371994,0,946,1047,-0.06766004,0.022348583,0.001623841,135.0,10,10
x,0.10681463778018951,0.1780274361371994,0,2741,2644,0.024049398,0.013623275,0.00057718554,165.0,11,11
x,0.1780274361371994,0.2277451455593109,1,2390,2415,-0.00694648,0.014425897,0.00016671552,-165.0,0,12
x,0.1780274361371994,0.2277451455593109,1,1050,1107,-0.035281163,0.021518126,0.0008467479,-135.0,1,13
x,0.1780274361371994,0.2277451455593109,1,1352,1334,0.008947149,0.019294327,0.00021473158,-105.0,2,14
x,0.1780274361371994,0.2277451455593109,1,1135,1181,-0.026517797,0.020771984,0.00063642714,-75.0,3,15
x,0.1780274361371994,0.2277451455593109,1,749,768,-0.016721923,0.02567122,0.00040132616,-45.0,4,16
x,0.1780274361371994,0.2277451455593109,1,350,371,-0.0388868,0.037213776,0.00093328324,-15.0,5,17
x,0.1780274361371994,0.2277451455593109,1,337,357,-0.038475893,0.03793137,0.00092342147,15.0,6,18
x,0.1780274361371994,0.2277451455593109,1,936,981,-0.031340692,0.022828404,0.0007521766,45.0,7,19
x,0.1780274361371994,0.2277451455593109,1,1331,1240,0.047256056,0.019699875,0.0011341453,75.0,8,20
x,0.1780274361371994,0.2277451455593109,1,1597,1580,0.0071441387,0.01774109,0.00017145932,105.0,9,21
x,0.1780274361371994,0.2277451455593109,1,1256,1273,-0.008974666,0.019884199,0.00021539198,135.0,10,22
x,0.1780274361371994,0.2277451455593109,1,2586,2492,0.024714585,0.014028815,0.00059315003,165.0,11,23
x,0.2277451455593109,0.27837511897087097,2,2250,2465,-0.060880043,0.014536264,0.001461121,-165.0,0,24
x,0.2277451455593109,0.27837511897087097,2,1192,1230,-0.02094728,0.020315036,0.00050273474,-135.0,1,25
x,0.2277451455593109,0.27837511897087097,2,1221,1141,0.04521976,0.02055491,0.0010852743,-105.0,2,26
x,0.2277451455593109,0.27837511897087097,2,1057,1211,-0.09065585,0.020911561,0.0021757404,-75.0,3,27
x,0.2277451455593109,0.27837511897087097,2,758,756,0.0017636903,0.025700193,4.2328567e-05,-45.0,4,28
x,0.2277451455593109,0.27837511897087097,2,303,371,-0.13469987,0.038167518,0.003232797,-15.0,5,29
x,0.2277451455593109,0.27837511897087097,2,405,388,0.0286216,0.035496492,0.0006869184,15.0,6,30
x,0.2277451455593109,0.27837511897087097,2,950,998,-0.032898072,0.0226449,0.00078955374,45.0,7,31
x,0.2277451455593109,0.27837511897087097,2,1422,1263,0.07906259,0.01923828,0.0018975021,75.0,8,32
x,0.2277451455593109,0.27837511897087097,2,1430,1334,0.046371523,0.019000435,0.0011129166,105.0,9,33
x,0.2277451455593109,0.27837511897087097,2,1436,1284,0.07460928,0.019120684,0.0017906227,135.0,10,34
x,0.2277451455593109,0.27837511897087097,2,2584,2609,-0.0064274673,0.013876562,0.00015425922,165.0,11,35
x,0.27837511897087097,0.34051498770713806,3,2095,2263,-0.051468346,0.0151279615,0.0012352404,-165.0,0,36
x,0.27837511897087097,0.34051498770713806,3,1185,1223,-0.021069065,0.020373955,0.0005056576,-135.0,1,37
x,0.27837511897087097,0.34051498770713806,3,1102,1158,-0.03308246,0.021023644,0.00079397904,-105.0,2,38
x,0.27837511897087097,0.34051498770713806,3,1050,1253,-0.117684774,0.020693053,0.0028244345,-75.0,3,39
x,0.27837511897087097,0.34051498770713806,3,738,826,-0.07512147,0.025214637,0.0018029152,-45.0,4,40
x,0.27837511897087097,0.34051498770713806,3,390,351,0.07026913,0.03664511,0.0016864592,-15.0,5,41
x,0.27837511897087097,0.34051498770713806,3,436,364,0.120160215,0.035099175,0.0028838452,15.0,6,42
