axis,axis_min,axis_max,axis_bin,counts_pos,counts_neg,value,stat,sys_0,phi,phi_bin,global_index
x,0.10681463778018951,0.1780274361371994,0,2008,1956,0.017514102,0.015880587,0.00042033845,-165.0,0,0
x,0.10681463778018951,0.1780274361371994,0,1126,1056,0.042831324,0.021388182,0.0010279518,-135.0,1,1
x,0.10681463778018951,0.1780274361371994,0,1689,1688,0.0003953549,0.017208159,9.488518e-06,-105.0,2,2
x,0.10681463778018951,0.1780274361371994,0,896,904,-0.005933838,0.023569811,0.00014241211,-75.0,3,3
x,0.10681463778018951,0.1780274361371994,0,758,852,-0.07795072,0.024846405,0.0018708174,-45.0,4,4
x,0.10681463778018951,0.1780274361371994,0,390,363,0.047872595,0.036400244,0.0011489423,-15.0,5,5
x,0.10681463778018951,0.1780274361371994,0,341,391,-0.091196276,0.036807045,0.0021887107,15.0,6,6
x,0.10681463778018951,0.1780274361371994,0,797,790,0.0058889696,0.025101751,0.00014133527,45.0,7,7
x,0.10681463778018951,0.1780274361371994,0,962,930,0.0225812,0.022984162,0.0005419488,75.0,8,8
x,0.10681463778018951,0.1780274361371994,0,1701,1571,0.053045463,0.017457476,0.0012730911,105.0,9,9
x,0.10681463778018951,0.1780274361371994,0,1050,1099,-0.030442325,0.021561574,0.0007306158,135.0,10,10
x,0.10681463778018951,0.1780274361371994,0,2088,2062,0.008364566,0.015522467,0.00020074958,165.0,11,11
x,0.1780274361371994,0.2277451455593109,1,2007,2079,-0.023526227,0.015639778,0.00056462944,-165.0,0,12
x,0.1780274361371994,0.2277451455593109,1,1199,1133,0.03778623,0.020693095,0.00090686954,-135.0,1,13
x,0.1780274361371994,0.2277451455593109,1,1567,1782,-0.08571198,0.017216356,0.0020570876,-105.0,2,14
x,0.1780274361371994,0.2277451455593109,1,1043,1254,-0.122642115,0.020707542,0.0029434108,-75.0,3,15
x,0.1780274361371994,0.2277451455593109,1,790,749,0.035568327,0.025474507,0.00085363985,-45.0,4,16
x,0.1780274361371994,0.2277451455593109,1,308,341,-0.06788712,0.039162878,0.0016292909,-15.0,5,17
x,0.1780274361371994,0.2277451455593109,1,359,337,0.04220186,0.037871134,0.0010128447,15.0,6,18
x,0.1780274361371994,0.2277451455593109,1,797,694,0.09223118,0.025787313,0.0022135482,45.0,7,19
x,0.1780274361371994,0.2277451455593109,1,1167,1121,0.026842315,0.020898517,0.00064421556,75.0,8,20
