axis,axis_bin,axis_max,axis_min,err_0,err_1,err_2,par_0,par_1,par_2,sys_total_0,sys_total_1,sys_total_2,sys_1_par0,sys_1_par1,sys_1_par2,sys_2_par0,sys_2_par1,sys_2_par2,sys_9_par0,sys_9_par1,sys_9_par2,sys_5_par0,sys_5_par1,sys_5_par2,sys_6_par0,sys_6_par1,sys_6_par2,sys_8_par0,sys_8_par1,sys_8_par2,sys_7_par0,sys_7_par1,sys_7_par2,sys_4_par0,sys_4_par1,sys_4_par2,sys_3_par0,sys_3_par1,sys_3_par2,sys_10_par0,sys_10_par1,sys_10_par2,sys_11_par0,sys_11_par1,sys_11_par2
x,2,0.188544484973,0.166495496035,0.0058252629824,0.371004462242,0.412984341383,0.0363659188151,-0.228977158666,-0.273779302835,0.00529899259044,0.218825955912,0.297095222971,0.0007906481624,0.108886219561,0.120368510485,0.0005217604339,0.007391244173,0.009800314904,0.00102787837386,0.0500596016645,0.0270881205797,0.000530909746885,0.00390258431435,0.120629519224,0.000818375498056,0.115865580738,0.0514595210552,6.23799860478e-05,0.0854481756687,0.00629386305809,0.00267288461328,0.0501109659672,0.0737067013979,0.0032276622951,0.0984281599522,0.00717601180077,0.00174514204264,0.0129969120026,0.165426135063,0.000504773110151,0.00670695304871,0.0615171045065,0.00207545235753,0.0177038908005,0.138107463717
x,3,0.210731205344,0.188544484973,0.00783139746636,0.439100176096,0.326587617397,0.0307695455849,-0.18335147202,-0.572214782238,0.00428911480235,0.176353899936,0.189994845034,0.0010684281587,0.105648443103,0.06069868803,0.0005495212972,0.051342427731,0.075429141522,0.000631026923656,0.0159113407135,0.0452690720558,0.000552792102098,0.0194172859192,0.0435380339622,0.000833787024021,0.0227056741714,0.00447624921799,1.96807086468e-05,0.027061522007,0.0120943784714,0.000212959945202,0.0360946804285,0.0250045657158,0.00136845931411,0.076591655612,0.0522192716599,0.00309060886502,0.00754842162132,0.104349970818,0.000470500439405,0.0496814399958,0.0843622088432,0.00196528993547,0.0757010728121,0.0354261994362
x,4,0.233939141035,0.210731205344,0.00739264348522,0.392053067684,0.610633313656,0.0292446948588,-0.0772279202938,-0.13696461916,0.0055350014416,0.19032893257,0.290616847523,0.0002089440822,0.0399788022042,0.140296357684,0.000949351117,0.0885286703705,0.0652971714736,0.00210062973201,0.0245074313134,0.149288695306,0.000418826937675,0.0157016590238,0.0493689104915,0.00107223540545,0.0208137258887,0.0554963797331,0.00215669907629,0.00159293040633,0.0586436241865,0.00145199336112,0.0827164966613,0.0781985335052,0.00288705527782,0.03079328686,0.109018422663,0.00128579698503,0.0543662495911,0.0437891744077,0.00263041816652,0.106186164543,0.000146768987179,0.000535227358341,0.0590350031853,0.0966979644727
x,5,0.259004372358,0.233939141035,0.00644042342901,0.43631362915,0.579873979092,0.0290453694761,-0.326177984476,-0.0716591775417,0.00468932881551,0.27302261391,0.244183393224,0.0001940503716,0.094449132681,0.0269038975236,0.0010943971574,0.029520869256,0.0727764517069,0.0013363417238,0.168944239616,0.110105250031,0.000562265515327,0.0831880569458,0.0204714909196,0.000906825065613,0.111280977726,0.0750509798527,0.00129451975226,0.0767842829227,0.040244076401,0.00132556445897,0.0751472711563,0.130261495709,0.00341220758855,0.00801345705986,0.095611974597,0.000697176903486,0.0113954246044,0.0340628549457,0.000190135091543,0.0206037461758,0.0586468204856,0.00149395130575,0.0688610076904,0.055690035224
x,6,0.28756390214,0.259004372358,0.00634151278064,0.424602359533,0.534094274044,0.0313702151179,0.0484169758856,-0.286012500525,0.00457861876565,0.222826782673,0.228698318469,0.0001420676708,0.0215652813204,0.1299123317,0.000726338476,0.0262597948312,0.041640594602,0.00118122436106,0.0856837611645,0.121325463057,0.00123301520944,0.0143727138638,0.0908591449261,0.00043872371316,0.0261661335826,0.0108533501625,0.000213071703911,0.0252645537257,0.0814345777035,0.00165323168039,0.135744899511,0.0067920088768,0.00166169553995,0.0328924297355,0.0448107421398,0.00202886201441,0.0453985659406,0.0197025239468,0.00235711038113,0.107670338824,0.0387366116047,0.00144770368934,0.0803950838745,0.00492762029171
x,7,0.32276456356,0.28756390214,0.00681136129424,0.396476864815,0.546582221985,0.031488943845,-0.394160836935,-0.0872105956078,0.00424718453394,0.2308021779,0.209339645344,0.0001937057822,0.120184570551,0.165425308048,0.0016831867396,0.100567460061,0.0164923071857,0.00190545246005,0.123911827803,0.0549218654633,0.001808937639,0.0041306912899,0.0898017063737,0.000260738655925,0.00992828607559,0.0470728054643,0.000614635646343,0.0317820310593,0.02218092978,0.0017415676266,0.0294284820557,0.00437715649605,0.000173389911652,0.00922510027885,0.0391367375851,0.000366952270269,0.0733838677406,0.0142985880375,0.000673100352287,0.0677486658096,0.0236740708351,0.00204164907336,0.0361305475235,0.00901126861572
x,8,0.375025516748,0.32276456356,0.00546121550724,0.464586228132,0.536035358906,0.0261997915804,0.347063153982,-0.192989051342,0.00433793293623,0.16780715479,0.186437515041,0.0020946227014,0.058266490697,0.012585565448,0.0006251242012,0.060761749744,0.064105637371,0.00193688832223,0.0359744131565,0.0529996901751,3.95774841309e-05,0.00603604316711,0.00192750990391,0.000114358961582,0.0143350958824,0.0571308583021,0.00144068524241,0.0463355779648,0.0582244992256,0.00156454369426,0.0305125415325,0.0184832066298,0.000528864562511,0.0421963632107,0.0627057924867,7.60331749916e-05,0.0671125352383,0.0200778692961,0.00228648632765,0.0964306294918,0.0623189508915,0.000486196950078,0.0295751094818,0.111641794443
x,9,0.601937830448,0.375025516748,0.0072789369151,0.392560333014,0.613946139812,0.0260856747627,0.152282699943,0.10074390471,0.00309324756132,0.0772224590207,0.185295385494,0.0003812909126,0.024501144886,0.107339479029,0.000961907208,0.0198763310909,0.0008026175201,0.00211334787309,0.0409596264362,0.00726148486137,0.000367157161236,0.0047135874629,0.0371125862002,0.000702848657966,0.00677742809057,0.039053697139,0.000914281234145,0.00154883414507,0.0596717717126,0.000535530969501,0.00529401004314,0.123414091766,0.000755123794079,0.000470191240311,0.00532948970795,0.000285467132926,0.0428850054741,0.0104466192424,0.000642739236355,0.0348259955645,0.0236812606454,0.00110225751996,0.0118097811937,0.019147105515
z,0,0.239687526226,0.121260158718,0.00399706698954,0.447475761175,0.471513003111,0.0206855945289,-0.217043191195,-0.186391100287,0.00248830631841,0.146135147878,0.232559089682,0.0001216735691,0.040268719196,0.024434059859,0.0004437640309,0.067316323519,0.106424838305,0.000939190387726,0.0505851507187,0.139017403126,4.81009483337e-05,0.0234834253788,0.0185303017497,0.000136014074087,0.0466015040874,0.0330418497324,0.00163993239403,0.0138982385397,0.0981012880802,0.000400368124247,0.0262459516525,0.0617361366749,0.000970169901848,0.0703941732645,0.0250263661146,0.00049189478159,0.0614964216948,0.0693941861391,0.000633997842669,0.00423762202263,0.0467092096806,0.000801391899586,0.0168308466673,0.0184567272663
z,1,0.29801158309,0.239687526226,0.00424366910011,0.35377702117,0.590211689472,0.0249903537333,-0.287270784378,-0.0280901528895,0.00557647020502,0.168756545806,0.242876528355,0.0004171617329,0.034993767738,0.0659561045468,0.0009979028255,0.023383289576,0.161735203117,0.000517735257745,0.0505350381136,0.0281505156308,0.000976156443357,0.0503688305616,0.0886129327118,0.00277435593307,0.0572675019503,0.0676183591131,0.000330017879605,0.0692570209503,0.0388115725946,0.00100764259696,0.050808429718,0.0222453251481,0.00249468162656,0.0978146195412,0.0760235693306,0.00203952379525,0.00144839286804,0.0411426369101,0.00299958139658,0.0196476876736,0.0462805973366,0.000710187479854,0.0316732227802,0.0604002689943
z,2,0.345192909241,0.29801158309,0.00645006122068,0.394769966602,0.327843546867,0.0325912311673,-0.0349021404982,-0.550382971764,0.00513471747115,0.216882938046,0.120125950776,0.0007074326277,0.0843867175281,0.033226490021,0.0002048686147,0.0825904095545,0.016006469727,0.000595036894083,0.0142459347844,0.0375699400902,0.00127416849136,0.087177619338,0.0216247439384,0.00126783549786,0.0768485963345,0.0262640416622,0.000556096434593,0.0362264737487,0.0307604074478,0.000737994909286,0.0748847834766,0.0168343186378,0.00448324903846,0.0771967084147,0.0694097876549,0.000368230044842,0.0690920799971,0.0461906790733,0.000707674771547,0.0153518095613,0.0471496582031,0.000805053859949,0.0387106016278,0.00985509157181
