,axis,axis_bin,err_0,err_1,err_2,par_0,par_1,par_2
0,pt,0,0.0415764924076,0.705713951261,1.1259047575,0.0243681588265,0.0176342946205,0.0706411153805
1,pt,1,0.164024511679,3.68181096972,5.60590018268,0.0258002755049,-0.463549920002,0.253905753943
2,pt,2,0.0519567874134,6.31522959714,1.22725635017,0.0316198296556,0.138870250837,-0.179554068675
3,pt,3,0.0127155032985,6.99634449611,3.00133766444,0.0339412955366,-0.237262732975,0.120880145736
4,pt,4,0.0889375503607,3.27298906444,2.74909104489,0.0341596362401,0.0707948873801,0.00778378288298
5,pt,5,0.00334605320831,0.164956501292,0.246038305088,0.0327010732268,-0.231826316197,0.0708749434333
6,pt,6,1.0,1.0,1.0,0.0369167038195,0.226261545535,-0.0835037429986
7,pt,7,0.013248575353,0.447529241854,0.775019388417,0.0179104341239,0.78251304729,-1.0
8,pt,8,0.0377550663662,1.35823800404,0.600889389323,0.0310091051829,-0.639594854021,-0.990352246993
9,pt,9,0.363587249724,14.712818624,12.2726620203,0.0210626957827,-0.543311685485,0.180607777772
10,q2,0,0.0318511251854,1.52008103479,3.5261597118,0.0263358089479,-0.128314944498,-0.0765570662046
11,q2,1,0.179705278877,11.9747581344,18.0814605605,0.0350771021655,-0.0898923644874,-0.401006095097
12,q2,2,0.0380664869965,5.5801344564,2.8365975336,0.0231796133103,-0.61225370484,0.323684947507
13,q2,3,0.0402556021246,4.60053229226,8.39658692652,0.0290886850559,-0.0986518059725,0.00755314874471
14,q2,4,0.0196834359994,0.174900345182,0.520485351192,0.0329011429833,-0.396456188693,0.0614552796442
15,q2,5,0.039047084515,1.96418203943,1.0,0.0173763274269,0.749126416642,-1.0
16,q2,6,0.0595370988678,0.725364868245,1.0,0.0336580901182,-0.516172731803,-1.0
17,q2,7,1.22016065871,38.9075506158,76.9308023953,0.0196185574432,0.744938432592,-1.0
18,q2,8,0.00797895820259,0.526080834385,0.68542637563,0.0364968657288,-0.0175077885225,-0.0408886278834
19,q2,9,0.0536466563474,3.52453086036,1.30406109195,0.0238073856794,0.22935960374,0.428609568683
20,x,0,0.00260182587324,0.211880424154,0.157125901131,0.0244309065069,-0.239457201991,-0.116286840867
21,x,1,0.0992609083591,5.77951622124,1.0,0.0234204251739,-0.625411937878,-1.0
22,x,2,0.0155048471945,0.440450373645,0.930679831943,0.0204847303774,0.746698082481,-1.0
23,x,3,0.155872840433,3.57770820231,3.66728763241,0.0348407381916,-0.198612811947,-0.467015717716
24,x,4,0.42392229208,11.8565072705,12.2777405087,0.0316982113918,-0.0752263340062,0.200384968259
25,x,5,0.226442564058,6.32053701648,7.9266021036,0.0300844150236,-0.423089106881,0.261506576419
26,x,6,0.168457474094,17.945187279,2.61064024413,0.0268550210668,0.264907039323,0.271253222824
27,x,7,0.0190031487202,0.476809445867,0.29203525739,0.0292319870971,-0.569619477519,0.260926279004
28,x,8,0.0083695656618,0.435093357159,0.301736307726,0.025137113187,0.583980659713,0.177937737374
29,x,9,0.0173995221785,0.619185038867,1.0,0.0216139579227,0.663597597855,-1.0
30,z,0,0.0787190563999,2.14267598224,0.12648943084,0.0220459904589,-0.323376342197,0.0262653917731
31,z,1,0.18924408638,1.10892879498,3.950487027,0.0297084298413,-0.610222246092,-0.985776640968
32,z,2,0.00780367196024,4.17980635814,2.74849535086,0.0346399929952,-0.00715912020792,-0.411606681804
33,z,3,0.0579504844809,2.16871403649,1.55316118848,0.0286193182375,-0.056349569298,0.218510311075
34,z,4,0.00907366684349,0.17648462676,0.442678085087,0.0351674830008,-0.146320385184,-0.546856174069
35,z,5,0.00284100193165,7.02748984551,3.52071944233,0.0269598550179,-0.415275713944,0.139051003251
36,z,6,0.0880519894566,4.90499992842,5.03333019296,0.0203684641597,-0.0477180846233,0.45573098279
37,z,7,0.0198651318424,1.36028694579,1.25923698597,0.0317992238835,-0.223191382701,-0.0693957028781
38,z,8,0.0484742124485,1.2195932012,1.0,0.0230838294862,0.753870703012,-1.0
39,z,9,0.0216576522001,0.351294015069,0.856218984547,0.0406658311864,-0.574881801411,-1.0
