,axis,axis_bin,err_0,err_1,err_2,par_0,par_1,par_2
0,pt,0,0.209227914635,17.6865289373,13.1430295291,0.0243681540892,0.0176342244846,0.0706420333594
1,pt,1,0.0646846665899,1.51997909122,2.74029794472,0.0258003076213,-0.463546761388,0.253907216232
2,pt,2,0.00347290979219,0.233761743111,0.15604936797,0.0316199596879,0.138863264367,-0.179561098409
3,pt,3,0.00404411673732,0.108612620153,1.79951356542,0.0364399158536,-0.667762622925,-0.757201040869
4,pt,4,0.00943982055223,0.628252924913,0.145018207706,0.034159636633,0.0707949514735,0.0077837964533
5,pt,5,0.256507067308,6.28402930515,11.4470332775,0.0355866988923,-0.626031676003,-0.872606171452
6,pt,6,0.0412516725878,2.36200067162,1.32707817088,0.0369166685997,0.226262966671,-0.0835026533469
7,pt,7,0.00562429407158,0.61463818359,0.13333588808,0.0359894660981,-0.21565684637,-0.07238919156
8,pt,8,0.0225634092071,0.0770490826893,4.33238507292,0.0310091155549,-0.639594828617,-0.990352247979
9,pt,9,0.0252886405379,0.748945042083,1.0793694806,0.0210626744456,-0.543312708487,0.180608874566
10,q2,0,0.0351632625816,0.229145274672,5.1440102332,0.0263357996315,-0.128314622233,-0.0765570820829
11,q2,1,0.0726625058919,2.56918374377,0.443284413447,0.0350771153755,-0.089892782716,-0.401005784707
12,q2,2,0.244296024553,6.21433897931,0.838189925211,0.028924702246,-0.70050705914,-0.861099161163
13,q2,3,0.0762064874743,3.65614833196,3.92703953992,0.0290886700026,-0.0986492971447,0.0075537055527
14,q2,4,0.0957014736972,5.83747645172,9.40813632098,0.0353633833268,-0.626314384822,-1.0
15,q2,5,0.0499657725331,3.20030567191,2.12024431799,0.0300652748946,-0.367013248251,0.201731454475
16,q2,6,0.0243592819056,0.848444555775,0.888538883722,0.0320502983981,0.056386627485,0.156098519029
17,q2,7,0.211947157751,5.81749013787,10.5224225524,0.0332669463601,-0.214408016298,-0.0819818045939
18,q2,8,0.0355065083844,0.616029755685,0.298957044387,0.0364968656314,-0.0175077795494,-0.0408886586853
19,q2,9,1.14224705431,13.8934698312,35.3057755524,0.0238074039755,0.229359418169,0.428609025939
20,x,0,0.0948380577488,10.4589543666,5.2134484704,0.0244308704451,-0.239459788127,-0.116286526428
21,x,1,0.00717799161688,0.461794468524,0.333220570506,0.0232042884159,-0.35309606787,-0.105543341415
22,x,2,0.00603384433395,0.0970300192494,0.41470790059,0.0394936119841,-0.614005341222,-0.91286029585
23,x,3,0.0377801937879,1.43502399842,1.0,0.0326652090309,-0.601850387045,-1.0
24,x,4,0.0325280831714,1.05782882468,0.267841676916,0.031698203081,-0.0752263241004,0.200385311218
25,x,5,0.00703490720254,0.237614142873,0.227957021375,0.0300844162217,-0.423089091549,0.261506562238
26,x,6,0.353172957862,1.0973147627,1.09375350332,0.0314784129699,-0.575954906343,-0.987467349249
27,x,7,0.140344862323,1.82182600388,2.91329973332,0.0292319817111,-0.569619805025,0.260926396447
28,x,8,0.331873452552,7.43950715916,0.522342329922,0.025137096587,0.583981398351,0.177938199396
29,x,9,0.131957433702,1.43662126344,5.06306704022,0.0216041156691,0.261303824916,0.550306783676
30,z,0,0.120970528277,8.72238463554,5.39552064424,0.0220459854067,-0.323376169399,0.0262652827992
31,z,1,0.0582325137691,5.87982962253,4.73764406328,0.0269429646178,-0.273972184954,0.285901672943
32,z,2,0.00219176479468,0.0953709949361,0.10233047629,0.0346399910037,-0.00715895858143,-0.411606758271
33,z,3,0.371930688267,9.59133871559,17.2058556903,0.0286196541717,-0.056393329801,0.21851968744
34,z,4,0.0194361412802,8.12553652896,18.0977366577,0.0351674826791,-0.146320457621,-0.546856338385
35,z,5,0.0278318897687,3.25226287829,1.13405458358,0.0269598627794,-0.415276734752,0.139050060383
36,z,6,0.00728707854601,0.0781255692739,1.91684756135,0.0290568177902,-0.69597423892,-0.711374241501
37,z,7,0.123688159825,2.47892785445,5.49089722093,0.0317992274549,-0.223191465531,-0.0693958759361
38,z,8,0.0126918902775,0.25489664799,1.08026490705,0.0407456723662,-0.297280396508,-0.0927438395561
39,z,9,0.134919355311,5.43378474184,2.76193507306,0.0418709960684,-0.0503095426773,-0.266456777483
