,axis,axis_bin,err_0,err_1,err_2,par_0,par_1,par_2
0,pt,0,0.0148310389152,1.75527350158,2.20304312365,0.024368158812,0.0176341188903,0.0706411757354
1,pt,1,0.0448409661144,31.3930142523,8.03507469947,0.0258002846211,-0.46354975544,0.253905562763
2,pt,2,0.11883804954,1.72142759711,0.214842054686,0.0348408874459,-0.475283856967,-0.972116740724
3,pt,3,0.280882031555,2.83368576822,1.0,0.0279289174147,0.70151562944,-1.0
4,pt,4,0.280416887172,1.16855534883,17.5609514007,0.0341596670433,0.0707944844582,0.00778229652733
5,pt,5,0.115868450514,6.25434073656,9.34570145536,0.0327010725774,-0.231825986364,0.0708752376638
6,pt,6,0.00467939189928,0.257418147489,0.204447274787,0.0369166851626,0.226261712284,-0.0835032480303
7,pt,7,0.0157715032431,1.55346856408,1.0,0.0179104318297,0.782513091587,-1.0
8,pt,8,0.0362981177182,0.796387609917,4.50075246601,0.03099517821,-0.386537397133,0.138925106596
9,pt,9,0.123216849848,1.618272038,17.645292257,0.0216520355243,-0.705222445721,-0.935923632122
10,q2,0,0.00373297999693,0.234721340298,0.303368300923,0.0263358126876,-0.128314107129,-0.0765569991071
11,q2,1,0.0138057538633,1.2794879547,1.0,0.0170205045158,0.820098237731,-1.0
12,q2,2,0.0050991642381,0.351656318983,0.215154849446,0.0289245489508,-0.700512781821,-0.861088433955
13,q2,3,0.180017377094,6.48043495187,3.31786375003,0.0290886229587,-0.0986498116639,0.00755309997804
14,q2,4,0.0433916771214,5.13917200915,2.90146060031,0.0329010704302,-0.396462984179,0.0614550938606
15,q2,5,0.00620267861796,2.46082548683,1.56836691203,0.0372602423601,-0.583630575127,-0.931142238019
16,q2,6,0.292440579468,6.69864375815,1.0,0.0190666334273,0.796997082448,-1.0
17,q2,7,0.0562553731851,1.73275297224,3.33067467826,0.0196185561919,0.744938457835,-1.0
18,q2,8,0.15389750182,3.54274240976,5.0155118502,0.0364968587012,-0.0175074070025,-0.0408883678264
19,q2,9,0.00583774675939,0.265932018157,0.248719830457,0.0238073530677,0.229361074363,0.428609423865
20,x,0,0.0261556878366,2.85473388199,0.135354106071,0.0244309012077,-0.23945676364,-0.116286143206
21,x,1,0.0556610408359,2.71516235993,1.0,0.0107225076297,0.731206155768,-1.0
22,x,2,0.0544538525839,12.3147972463,0.105313798695,0.0365547788355,-0.241545705895,-0.0176036756094
23,x,3,0.0319121364157,0.870847249583,2.50843761907,0.0326652130777,-0.601850477727,-1.0
24,x,4,0.0361623574907,0.378452711809,1.82540703149,0.0365813663099,-0.547843835959,-0.989052632094
25,x,5,0.0984309564079,0.23410613506,2.29049425684,0.0300843869387,-0.423089192346,0.261507208064
26,x,6,0.0391893138831,4.35663449593,0.40862853805,0.0268550192491,0.264907224419,0.27125330488
27,x,7,0.0271800006647,0.360011900146,0.949610019725,0.0355899852733,-0.651316810525,-0.953984994175
28,x,8,0.115573337004,4.9363375746,5.11252022652,0.0331773516831,-0.509022881883,-1.0
29,x,9,0.0186666620511,0.312808158036,0.349985843333,0.0216041181163,0.261303811679,0.550306742953
30,z,0,0.0183001963278,1.01077181693,2.69824557963,0.018435075934,-0.792609226901,-0.817833329123
31,z,1,0.207583234561,3.44893278899,7.87338549014,0.0269429729313,-0.273972292163,0.285901462654
32,z,2,0.0181808037466,0.539228029282,1.05949238842,0.0179206583644,0.840316867525,-1.0
33,z,3,0.00720395347187,0.305211284428,0.313318346009,0.033438533859,-0.543614096673,-0.907059302032
34,z,4,0.0513444129277,0.0759820556146,1.16688239599,0.0351674834388,-0.146320388143,-0.54685634786
35,z,5,0.197482751708,0.159895926512,6.92321384614,0.0269598549799,-0.415276744057,0.139050510168
36,z,6,0.0949231672635,4.66381460062,2.49154455118,0.0203684655437,-0.0477184453073,0.455731094758
37,z,7,0.142912611831,8.99408617753,3.55329354471,0.0317988277119,-0.223169286364,-0.0693745340772
38,z,8,0.00545418707576,0.38571875697,0.148937899063,0.0407456974903,-0.297281680712,-0.0927443878168
39,z,9,0.00953476982809,0.200362711025,0.260572173198,0.0406658372067,-0.574881759011,-1.0
