axis,axis_min,axis_max,axis_bin,counts_pos,counts_neg,value,stat,sys_0,phi,phi_bin,global_index,mc_mean,mc_std
x,0.10681463778018953,0.1780274361371994,0,2104,2202,-0.030385767999999997,0.015232192,0.0007292584599999999,-165.0,0,0,-0.02909811730859375,0.008274487499079629
x,0.10681463778018953,0.1780274361371994,0,1029,1070,-0.026078919,0.021819564,0.00062589406,-135.0,1,1,-0.015180708310937499,0.010651721718573664
x,0.10681463778018953,0.1780274361371994,0,1660,1655,0.0020137457,0.017368302,4.8329897e-05,-105.0,2,2,-0.010651748804921875,0.008751585656246485
x,0.10681463778018953,0.1780274361371994,0,962,1005,-0.029186517000000002,0.022537865,0.0007004764,-75.0,3,3,-0.031564973600000004,0.011536632311892838
x,0.10681463778018953,0.1780274361371994,0,915,1046,-0.08918912,0.022491941,0.002140539,-45.0,4,4,-0.0620227013828125,0.014233313622261958
x,0.10681463778018953,0.1780274361371994,0,448,468,-0.029150948,0.03302689,0.00069962273,-15.0,5,5,-0.0150514905265625,0.017131026343307737
x,0.10681463778018953,0.1780274361371994,0,484,478,0.008327111,0.03224018,0.00019985066000000003,15.0,6,6,0.0076579167937500005,0.016040024794944093
x,0.10681463778018953,0.1780274361371994,0,1005,968,0.025037605,0.022506103,0.00060090254,45.0,7,7,0.0277718302609375,0.007976081798076557
x,0.10681463778018953,0.1780274361371994,0,1059,967,0.06062707,0.022175868999999997,0.0014550497,75.0,8,8,0.06925753196875001,0.012355458695092835
x,0.10681463778018953,0.1780274361371994,0,1761,1678,0.03222286,0.017043483,0.0007733486,105.0,9,9,0.030260509312500003,0.007122374922144493
x,0.10681463778018953,0.1780274361371994,0,1047,1029,0.011576128,0.021946093,0.0002778271,135.0,10,10,0.007352802921953125,0.011651932313337275
x,0.10681463778018953,0.1780274361371994,0,2107,2124,-0.005364435999999999,0.015373481000000001,0.00012874647,165.0,11,11,-0.0053354877188281245,0.007833608663741371
x,0.1780274361371994,0.2277451455593109,1,2093,2094,-0.00031887113999999996,0.01545427,7.652908e-06,-165.0,0,12,0.01470241631921875,0.01029454662677876
x,0.1780274361371994,0.2277451455593109,1,1155,1228,-0.040899403,0.020467954,0.0009815857000000001,-135.0,1,13,-0.032728474984375,0.007626691469023297
x,0.1780274361371994,0.2277451455593109,1,1498,1580,-0.035568327000000004,0.018013196000000002,0.00085363985,-105.0,2,14,-0.038925943953125,0.009066965682163256
x,0.1780274361371994,0.2277451455593109,1,1206,1265,-0.031878468,0.020106794,0.0007650832400000001,-75.0,3,15,-0.043261600937500005,0.00957150174993052
x,0.1780274361371994,0.2277451455593109,1,842,917,-0.056926385,0.023804673999999998,0.0013662332,-45.0,4,16,-0.0524396957265625,0.008664523616646325
x,0.1780274361371994,0.2277451455593109,1,409,416,-0.011328236,0.034813296,0.00027187767999999995,-15.0,5,17,-0.00547401535078125,0.01288343012166234
x,0.1780274361371994,0.2277451455593109,1,397,392,0.008460795,0.035599668,0.00020305907,15.0,6,18,-0.016332002160156248,0.018530005925603738
x,0.1780274361371994,0.2277451455593109,1,937,875,0.04568269,0.023467522,0.0010963846000000001,45.0,7,19,0.0497943674296875,0.010078639020095441
x,0.1780274361371994,0.2277451455593109,1,1215,1216,-0.0005492034,0.020281844,1.3180881999999999e-05,75.0,8,20,-0.005847170896640625,0.009314452908105425
x,0.1780274361371994,0.2277451455593109,1,1597,1491,0.04582967599999999,0.017976485,0.0010999122,105.0,9,21,0.0392372271328125,0.009374633424876261
x,0.1780274361371994,0.2277451455593109,1,1182,1123,0.03417427,0.020816647,0.0008201825,135.0,10,22,0.016120490548437498,0.011570364585749837
x,0.1780274361371994,0.2277451455593109,1,2184,2157,0.008304091999999999,0.015177146499999999,0.00019929821,165.0,11,23,0.01183853818203125,0.007266559024873446
x,0.2277451455593109,0.27837511897087097,2,2174,2148,0.008031687,0.015210505,0.00019276048999999998,-165.0,0,24,0.0095968271834375,0.00659705025468152
