axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index
x,0,0.1780274361371994,0.10681463778018951,1709,1640,-165.0,0,0.01727341,0.0006601815,-0.027507562,0
x,0,0.1780274361371994,0.10681463778018951,912,872,-135.0,1,0.023665076,0.0007184467,-0.029935278,1
x,0,0.1780274361371994,0.10681463778018951,1543,1543,-105.0,2,0.018001223,0.0,0.0,2
x,0,0.1780274361371994,0.10681463778018951,895,902,-75.0,3,0.023589574,0.00012481862,0.005200776,3
x,0,0.1780274361371994,0.10681463778018951,879,798,-45.0,4,0.024368487,0.0015476807,-0.0644867,4
x,0,0.1780274361371994,0.10681463778018951,376,372,-15.0,5,0.03656269,0.00017135146,-0.007139644,5
x,0,0.1780274361371994,0.10681463778018951,348,333,15.0,6,0.03830351,0.0007057868,-0.029407784,6
x,0,0.1780274361371994,0.10681463778018951,815,901,45.0,7,0.024086127,0.0016058708,0.06691128,7
x,0,0.1780274361371994,0.10681463778018951,851,830,75.0,8,0.024386851,0.00040029574,-0.016678989,8
x,0,0.1780274361371994,0.10681463778018951,1311,1292,105.0,9,0.019599378,0.0002338885,-0.009745354,9
x,0,0.1780274361371994,0.10681463778018951,863,868,135.0,10,0.024035227,9.255552e-05,0.0038564801,10
x,0,0.1780274361371994,0.10681463778018951,1627,1661,165.0,11,0.01743784,0.00033134205,0.013805918,11
x,1,0.2277451455593109,0.1780274361371994,1841,1787,-165.0,0,0.01659895,0.00047693137,-0.01987214,12
x,1,0.2277451455593109,0.1780274361371994,1013,959,-135.0,1,0.022503814,0.00087743765,-0.036559902,13
x,1,0.2277451455593109,0.1780274361371994,1450,1400,-105.0,2,0.018726576,0.00056215306,-0.023423044,14
x,1,0.2277451455593109,0.1780274361371994,1185,1106,-75.0,3,0.020870205,0.0011049216,-0.046038397,15
x,1,0.2277451455593109,0.1780274361371994,838,819,-45.0,4,0.024563365,0.00036741808,-0.015309086,16
x,1,0.2277451455593109,0.1780274361371994,343,326,-15.0,5,0.038639978,0.0008142396,-0.03392665,17
x,1,0.2277451455593109,0.1780274361371994,327,359,15.0,6,0.03810606,0.0014947044,0.062279347,18
x,1,0.2277451455593109,0.1780274361371994,786,761,45.0,7,0.025418723,0.0005178204,-0.02157585,19
x,1,0.2277451455593109,0.1780274361371994,962,1036,75.0,8,0.0223445,0.0011867675,0.049448647,20
x,1,0.2277451455593109,0.1780274361371994,1277,1317,105.0,9,0.01963012,0.0004941052,0.020587716,21
x,1,0.2277451455593109,0.1780274361371994,974,989,135.0,10,0.022569256,0.00024485015,0.010202089,22
x,1,0.2277451455593109,0.1780274361371994,1766,1761,165.0,11,0.016838232,4.54249e-05,-0.001892704,23
x,2,0.27837511897087097,0.2277451455593109,1809,1863,-165.0,0,0.016499277,0.0004712165,0.019634021,24
x,2,0.27837511897087097,0.2277451455593109,1079,1127,-135.0,1,0.021282071,0.00069721247,0.02905052,25
x,2,0.27837511897087097,0.2277451455593109,1309,1256,-105.0,2,0.019737449,0.00066209136,-0.02758714,26
x,2,0.27837511897087097,0.2277451455593109,1267,1134,-75.0,3,0.020352274,0.0017749615,-0.07395673,27
x,2,0.27837511897087097,0.2277451455593109,811,769,-45.0,4,0.025141882,0.00085176853,-0.035490356,28
x,2,0.27837511897087097,0.2277451455593109,336,386,-15.0,5,0.03705673,0.0022190253,0.09245939,29
x,2,0.27837511897087097,0.2277451455593109,350,338,15.0,6,0.0381143,0.00055888476,-0.023286864,30
x,2,0.27837511897087097,0.2277451455593109,767,758,45.0,7,0.02560658,0.00018910458,-0.007879358,31
x,2,0.27837511897087097,0.2277451455593109,1099,1151,75.0,8,0.021071814,0.00074054295,0.030855956,32
x,2,0.27837511897087097,0.2277451455593109,1185,1316,105.0,9,0.019947046,0.0016783675,0.06993198,33
x,2,0.27837511897087097,0.2277451455593109,1081,1082,135.0,10,0.021501644,1.481402e-05,0.0006172508,34
x,2,0.27837511897087097,0.2277451455593109,1792,1852,165.0,11,0.016561735,0.000527597,0.021983206,35
x,3,0.34051498770713806,0.27837511897087097,1860,1845,-165.0,0,0.016428562,0.00012972763,-0.005405318,36
x,3,0.34051498770713806,0.27837511897087097,1206,1159,-135.0,1,0.020555664,0.00063678983,-0.026532909,37
x,3,0.34051498770713806,0.27837511897087097,1248,1219,-105.0,2,0.020130841,0.00037666762,-0.015694484,38
x,3,0.34051498770713806,0.27837511897087097,1315,1185,-75.0,3,0.019951742,0.0016662217,-0.0694259,39
x,3,0.34051498770713806,0.27837511897087097,873,832,-45.0,4,0.02420549,0.0007705288,-0.032105368,40
x,3,0.34051498770713806,0.27837511897087097,402,403,-15.0,5,0.03524532,3.9804625e-05,0.001658526,41
x,3,0.34051498770713806,0.27837511897087097,378,422,15.0,6,0.03525989,0.0017623497,0.07343124,42
x,3,0.34051498770713806,0.27837511897087097,801,841,45.0,7,0.024665141,0.0007805779,0.03252408,43
x,3,0.34051498770713806,0.27837511897087097,1152,1262,75.0,8,0.020315437,0.0014601075,0.060837813,44
x,3,0.34051498770713806,0.27837511897087097,1210,1278,105.0,9,0.020034822,0.00087576575,0.03649024,45
x,3,0.34051498770713806,0.27837511897087097,1149,1142,135.0,10,0.020892184,9.790443e-05,-0.004079351,46
x,3,0.34051498770713806,0.27837511897087097,1723,1830,165.0,11,0.016762974,0.00096497935,0.04020747,47
x,4,0.6005192399024963,0.34051498770713806,1844,1936,-165.0,0,0.016256412,0.0007798758,0.032494824,48
x,4,0.6005192399024963,0.34051498770713806,1277,1178,-135.0,1,0.020153195,0.0012921506,-0.053839605,49
x,4,0.6005192399024963,0.34051498770713806,1183,1092,-105.0,2,0.020935778,0.0012817088,-0.053404536,50
x,4,0.6005192399024963,0.34051498770713806,1239,1175,-75.0,3,0.020340383,0.0008495171,-0.035396546,51
x,4,0.6005192399024963,0.34051498770713806,909,839,-45.0,4,0.023884032,0.0012831755,-0.053465646,52
