axis,axis_min,axis_max,axis_bin,counts_pos,counts_neg,value,stat,sys_0,phi,phi_bin,global_index,mc_mean,mc_std
x,0.3405149877071381,0.6005192399024963,4,1275,1392,-0.058570784,0.019330464,0.0014056988,-105.0,2,50,-0.0692498429296875,0.009785341446696717
x,0.3405149877071381,0.6005192399024963,4,1293,1449,-0.07595831,0.01904188,0.0018229994,-75.0,3,51,-0.07966157173437499,0.009674317687585044
x,0.3405149877071381,0.6005192399024963,4,873,937,-0.04720843,0.023478817000000003,0.0011330023,-45.0,4,52,-0.056490620851562506,0.006977005511317588
x,0.3405149877071381,0.6005192399024963,4,449,437,0.018082801000000003,0.033590164,0.00043398724,-15.0,5,53,0.01694017461796875,0.01097025827660336
x,0.3405149877071381,0.6005192399024963,4,423,397,0.042332865,0.03489021,0.0010159888,15.0,6,54,0.0617377001875,0.011925279602510747
x,0.3405149877071381,0.6005192399024963,4,942,868,0.05458475,0.023469983,0.0013100339999999999,45.0,7,55,0.05730544421875,0.007851542042408292
x,0.3405149877071381,0.6005192399024963,4,1311,1340,-0.0146051645,0.019419981,0.00035052394,75.0,8,56,-0.0019527023061718747,0.008891569511543905
x,0.3405149877071381,0.6005192399024963,4,1432,1284,0.07275287,0.01913739,0.0017460689000000002,105.0,9,57,0.07570974528906249,0.0064603474044175185
x,0.3405149877071381,0.6005192399024963,4,1432,1402,0.01413317,0.018782643999999998,0.00033919610000000003,135.0,10,58,0.019462684450000003,0.005701964571337418
x,0.3405149877071381,0.6005192399024963,4,2233,2142,0.027770361,0.015112748,0.00066648866,165.0,11,59,0.0258140060859375,0.005488984331498002
z,0.1212601587176323,0.256461101770401,0,2364,2419,-0.015352548999999998,0.01445768,0.0003684612,-165.0,0,0,-0.02252735611015625,0.006394429366334566
z,0.1212601587176323,0.256461101770401,0,1521,1473,0.021404624,0.018271515,0.00051371095,-135.0,1,1,0.01611725253984375,0.004927377941071782
z,0.1212601587176323,0.256461101770401,0,1776,1830,-0.01999338,0.016649466,0.0004798411,-105.0,2,2,-0.0179378845765625,0.005209112608167173
z,0.1212601587176323,0.256461101770401,0,1303,1345,-0.021176271,0.019428695,0.0005082305,-75.0,3,3,-0.00978225200671875,0.008413944448928241
z,0.1212601587176323,0.256461101770401,0,1277,1354,-0.03907402,0.019480845,0.0009377764699999999,-45.0,4,4,-0.028890465138281248,0.007349637160907031
z,0.1212601587176323,0.256461101770401,0,961,947,0.00979643,0.022892327999999997,0.00023511432999999998,-15.0,5,5,0.00303180878375,0.008172608604899502
z,0.1212601587176323,0.256461101770401,0,931,898,0.02408898,0.023375833,0.00057813554,15.0,6,6,0.0226177227625,0.007845044580747619
z,0.1212601587176323,0.256461101770401,0,1350,1136,0.11492931,0.019923337,0.0027583034000000003,45.0,7,7,0.11360813080468751,0.006092505381154537
z,0.1212601587176323,0.256461101770401,0,1239,1255,-0.008565281999999999,0.020023309,0.00020556679,75.0,8,8,-0.001848104780625,0.009458170984387556
z,0.1212601587176323,0.256461101770401,0,1805,1775,0.011188102,0.01671211,0.00026851444,105.0,9,9,0.009055269840625,0.00609125249930324
z,0.1212601587176323,0.256461101770401,0,1465,1449,0.0073307534,0.018524375,0.00017593808,135.0,10,10,0.0023327434957031252,0.004600788506807309
z,0.1212601587176323,0.256461101770401,0,2473,2541,-0.018106844,0.014120063,0.00043456425000000005,165.0,11,11,-0.01417111227421875,0.0069098997328486305
z,0.256461101770401,0.3323543310165405,1,2495,2409,0.02341349,0.014275973,0.0005619237999999999,-165.0,0,12,0.0169634238075,0.006630339378798351
z,0.256461101770401,0.3323543310165405,1,1483,1546,-0.02776895,0.018162802,0.0006664548399999999,-135.0,1,13,-0.0367717054453125,0.0050868679901617045
z,0.256461101770401,0.3323543310165405,1,1814,1938,-0.044124215999999994,0.016309679,0.0010589812,-105.0,2,14,-0.0455159285859375,0.005099244352804592
z,0.256461101770401,0.3323543310165405,1,1404,1509,-0.04812458,0.018506585,0.0011549899,-75.0,3,15,-0.045773022484375,0.005145112854066339
z,0.256461101770401,0.3323543310165405,1,1162,1263,-0.055606786,0.020275503,0.0013345629000000002,-45.0,4,16,-0.060140100796875,0.008163897388068947
z,0.256461101770401,0.3323543310165405,1,642,625,0.017913913,0.02808937,0.00042993392,-15.0,5,17,0.0260625792203125,0.008004360857425926
z,0.256461101770401,0.3323543310165405,1,613,644,-0.032926425,0.028190114,0.0007902342,15.0,6,18,-0.03753980840234375,0.011394924968588703
z,0.256461101770401,0.3323543310165405,1,1236,1139,0.05452884400000001,0.020489039,0.0013086922999999999,45.0,7,19,0.05367992018750001,0.005445061862919145
z,0.256461101770401,0.3323543310165405,1,1423,1411,0.0056532677,0.01878422,0.00013567842,75.0,8,20,0.006083968224765625,0.0055682728274177255
z,0.256461101770401,0.3323543310165405,1,1931,1914,0.005902971999999999,0.016126653,0.00014167133,105.0,9,21,0.014177056224218752,0.005046640222850448
z,0.256461101770401,0.3323543310165405,1,1494,1424,0.03202808,0.018502673,0.0007686739,135.0,10,22,0.039638164546875,0.007333214650667727
z,0.256461101770401,0.3323543310165405,1,2585,2445,0.037160214,0.014090161,0.00089184515,165.0,11,23,0.03702423515625,0.004824215984315864
z,0.3323543310165405,0.3989480912685395,2,2494,2618,-0.03238538,0.01397902,0.0007772491000000001,-165.0,0,24,-0.032117179140625,0.004297380492219075
z,0.3323543310165405,0.3989480912685395,2,1525,1498,0.011924599,0.01818654,0.0002861904,-135.0,1,25,0.0005289050902343752,0.007225881031285477
z,0.3323543310165405,0.3989480912685395,2,1879,1998,-0.04097975,0.016046751,0.000983514,-105.0,2,26,-0.0425710210859375,0.0072037063616843975
z,0.3323543310165405,0.3989480912685395,2,1451,1486,-0.015910443,0.01844986,0.00038185064,-75.0,3,27,-0.025422411531249998,0.0072887133067336555
z,0.3323543310165405,0.3989480912685395,2,1005,1140,-0.084028125,0.021515315,0.002016675,-45.0,4,28,-0.0765878389453125,0.010130038149003486
z,0.3323543310165405,0.3989480912685395,2,532,517,0.019091232,0.030869748,0.00045818958,-15.0,5,29,0.0032594454249999997,0.012452856466439776
z,0.3323543310165405,0.3989480912685395,2,526,470,0.075066626,0.03159681,0.0018015989999999999,15.0,6,30,0.05106458490625,0.013977729763107655
z,0.3323543310165405,0.3989480912685395,2,1192,1189,0.0016822093,0.020493668,4.0373023e-05,45.0,7,31,0.01168993875078125,0.008151877655405017
z,0.3323543310165405,0.3989480912685395,2,1490,1379,0.05165479,0.018644664,0.0012397149000000001,75.0,8,32,0.04396543763281249,0.007574550150962168
z,0.3323543310165405,0.3989480912685395,2,1936,1892,0.015346131,0.016160801000000002,0.00036830714,105.0,9,33,0.01787630351171875,0.005545315973906152
z,0.3323543310165405,0.3989480912685395,2,1488,1474,0.006310461999999999,0.018373793,0.00015145110000000002,135.0,10,34,0.01115634446109375,0.0055301884274316536
z,0.3323543310165405,0.3989480912685395,2,2542,2548,-0.0015738076999999998,0.014016532,3.7771384e-05,165.0,11,35,0.00737798452,0.004719150926006092
z,0.3989480912685395,0.471983677148819,3,2647,2734,-0.021586112999999997,0.013629103,0.0005180667,-165.0,0,36,-0.02399520820703125,0.004703688214126352
z,0.3989480912685395,0.471983677148819,3,1471,1530,-0.026248481,0.018248087,0.0006299634999999999,-135.0,1,37,-0.0300299909296875,0.007676128238214336
z,0.3989480912685395,0.471983677148819,3,1782,1884,-0.037147183,0.01650456,0.0008915324,-105.0,2,38,-0.03489989921875,0.008336998703321484
z,0.3989480912685395,0.471983677148819,3,1486,1580,-0.040933027999999996,0.018044705,0.0009823927000000001,-75.0,3,39,-0.056855211671875,0.007015825379436728
z,0.3989480912685395,0.471983677148819,3,1019,1020,-0.0006547883999999999,0.022145797000000002,1.5714921999999998e-05,-45.0,4,40,0.0008966673741406248,0.007208399911203914
z,0.3989480912685395,0.471983677148819,3,398,434,-0.057769336,0.034610864,0.0013864641,-15.0,5,41,-0.0549826789140625,0.01921717356009349
z,0.3989480912685395,0.471983677148819,3,433,400,0.05289165,0.03459945,0.0012693995,15.0,6,42,0.0706613758359375,0.015491898268190777
z,0.3989480912685395,0.471983677148819,3,1051,1040,0.0070235524,0.021868162000000003,0.00016856525000000003,45.0,7,43,0.01641010392734375,0.012761935757495584
z,0.3989480912685395,0.471983677148819,3,1565,1519,0.019914143,0.01800349,0.00047793944,75.0,8,44,0.0325561849765625,0.01082149737338297
z,0.3989480912685395,0.471983677148819,3,1889,1720,0.06251986,0.016613308,0.0015004767000000002,105.0,9,45,0.05976485609375,0.007550623549054791
z,0.3989480912685395,0.471983677148819,3,1487,1466,0.009494542,0.018401308,0.00022786901000000002,135.0,10,46,-0.006321295796171875,0.009362533570594996
z,0.3989480912685395,0.471983677148819,3,2739,2680,0.014536205,0.013582963500000001,0.00034886893,165.0,11,47,0.005177721609453126,0.007412800449921421
z,0.471983677148819,0.8590466380119324,4,2621,2576,0.011560535,0.01387058,0.00027745284,-165.0,0,48,0.01041112537484375,0.0071436077439590105
z,0.471983677148819,0.8590466380119324,4,1631,1650,-0.0077315313,0.017457575,0.00018555674999999998,-135.0,1,49,-0.01453157050421875,0.009945168716201044
z,0.471983677148819,0.8590466380119324,4,1482,1547,-0.028650504,0.01816235,0.0006876121,-105.0,2,50,-0.033861086021875,0.009268131692693657
z,0.471983677148819,0.8590466380119324,4,1575,1670,-0.039086524,0.017541254,0.0009380766,-75.0,3,51,-0.018827604932812502,0.00936665518447706
z,0.471983677148819,0.8590466380119324,4,907,986,-0.05571789,0.022948246000000002,0.0013372294,-45.0,4,52,-0.046985911542968745,0.015797964259386066
z,0.471983677148819,0.8590466380119324,4,470,483,-0.01821246,0.032387804,0.00043709905,-15.0,5,53,-0.019274541664062502,0.01528634564327223
z,0.471983677148819,0.8590466380119324,4,450,421,0.044452686,0.03385021,0.0010668645,15.0,6,54,0.0754464192109375,0.022319116717209424
z,0.471983677148819,0.8590466380119324,4,935,930,0.0035793928,0.023155692999999998,8.590543e-05,45.0,7,55,0.020678088569921874,0.012830621633788668
z,0.471983677148819,0.8590466380119324,4,1511,1579,-0.029381137,0.017981803,0.0007051472999999999,75.0,8,56,-0.002481707999453125,0.011717745233881869
z,0.471983677148819,0.8590466380119324,4,1553,1453,0.044414956,0.01822119,0.001065959,105.0,9,57,0.04336019260546875,0.011209520352265544
z,0.471983677148819,0.8590466380119324,4,1661,1578,0.03421254,0.017560635,0.0008211010000000001,135.0,10,58,0.0401544778859375,0.013347307773802032
z,0.471983677148819,0.8590466380119324,4,2714,2610,0.026080352999999997,0.013700398999999999,0.00062592846,165.0,11,59,0.01716003237109375,0.008126098682635327
pt,0.00048771032015793025,0.24008217453956604,0,2134,2100,0.01072127,0.015367371999999999,0.00025731049999999997,-165.0,0,0,0.002963479337109375,0.006830781609258745
pt,0.00048771032015793025,0.24008217453956604,0,1526,1440,0.038711987,0.018348001,0.0009290877,-135.0,1,1,0.0202975413359375,0.006383701116303554
pt,0.00048771032015793025,0.24008217453956604,0,1222,1255,-0.01778714,0.02008946,0.00042689135,-105.0,2,2,-0.028670145687500002,0.006734815306715901
pt,0.00048771032015793025,0.24008217453956604,0,1264,1297,-0.017203728,0.019757451000000002,0.00041288947,-75.0,3,3,-0.026774719278124998,0.007549831774497593
pt,0.00048771032015793025,0.24008217453956604,0,776,830,-0.044891737,0.024928099999999998,0.0010774017,-45.0,4,4,-0.0283136249875,0.011476727815796802
pt,0.00048771032015793025,0.24008217453956604,0,531,527,0.0050476883,0.030743381,0.00012114451999999999,-15.0,5,5,-0.00015491327187500028,0.01746059939292172
pt,0.00048771032015793025,0.24008217453956604,0,505,468,0.050769985,0.032017186,0.0012184796000000002,15.0,6,6,0.08406481025000001,0.01363990053662264
pt,0.00048771032015793025,0.24008217453956604,0,825,776,0.04086231,0.024971317000000003,0.0009806955000000001,45.0,7,7,0.0443774557421875,0.011134472709695935
pt,0.00048771032015793025,0.24008217453956604,0,1282,1300,-0.00930753,0.019679002,0.00022338072,75.0,8,8,0.01810285561171875,0.00888720034735794
pt,0.00048771032015793025,0.24008217453956604,0,1220,1165,0.030788781,0.020466797,0.0007389308,105.0,9,9,0.031626741960937496,0.007902543279616906
pt,0.00048771032015793025,0.24008217453956604,0,1414,1398,0.0075966627,0.018857313,0.00018231991,135.0,10,10,0.01878405604296875,0.007184677590600688
pt,0.00048771032015793025,0.24008217453956604,0,2106,2033,0.023547545,0.015539313999999999,0.0005651411,165.0,11,11,0.0273052851796875,0.00623921059287402
pt,0.24008217453956604,0.33944475650787354,1,2145,2156,-0.0034146125,0.015247995,8.1950704e-05,-165.0,0,12,-0.00018845729773437492,0.00665993447661782
pt,0.24008217453956604,0.33944475650787354,1,1234,1230,0.002167392,0.020145526,5.201741e-05,-135.0,1,13,-0.002645544138125,0.006803425793596436
pt,0.24008217453956604,0.33944475650787354,1,1355,1471,-0.054802958,0.018782819,0.001315271,-105.0,2,14,-0.0478538355078125,0.0083185687033639
pt,0.24008217453956604,0.33944475650787354,1,1457,1521,-0.028692834,0.018317187,0.000688628,-75.0,3,15,-0.024512211921875,0.006393781705089126
pt,0.24008217453956604,0.33944475650787354,1,809,838,-0.023508372000000003,0.024633900000000004,0.0005642008999999999,-45.0,4,16,-0.02126515203671875,0.008878017549841972
pt,0.24008217453956604,0.33944475650787354,1,204,179,0.08714839999999999,0.050903205,0.0020915617000000003,-15.0,5,17,0.080336404,0.018207539381199317
pt,0.24008217453956604,0.33944475650787354,1,142,182,-0.16482882,0.05479568,0.003955892,15.0,6,18,-0.1325038214765625,0.024550132893489
pt,0.24008217453956604,0.33944475650787354,1,872,859,0.010026849000000001,0.024034197,0.00024064437999999998,45.0,7,19,0.012535126674296874,0.013525447565097168
pt,0.24008217453956604,0.33944475650787354,1,1465,1436,0.013346532,0.018564679,0.0003203168,75.0,8,20,0.019706193273437502,0.006190156751419711
pt,0.24008217453956604,0.33944475650787354,1,1406,1399,0.0033318338,0.018881269,7.996401e-05,105.0,9,21,0.013570720150078125,0.00710065772728934
pt,0.24008217453956604,0.33944475650787354,1,1278,1291,-0.0067561209999999995,0.019729136,0.0001621469,135.0,10,22,-0.0164045044609375,0.009182267307575964
pt,0.24008217453956604,0.33944475650787354,1,2301,2168,0.03973374,0.014946921,0.0009536098,165.0,11,23,0.032816586046875,0.008237719398954652
pt,0.33944475650787354,0.4329158365726472,2,2090,2077,0.004165220999999999,0.015491178999999999,9.9965306e-05,-165.0,0,24,-0.005831838438515625,0.008143919023385168
pt,0.33944475650787354,0.4329158365726472,2,1165,1200,-0.01975855,0.020558888,0.00047420519999999996,-135.0,1,25,-0.029381424484374995,0.007765436272439195
pt,0.33944475650787354,0.4329158365726472,2,1404,1533,-0.058641344000000005,0.018420441,0.0014073923,-105.0,2,26,-0.057040227390625,0.007561173596496785
pt,0.33944475650787354,0.4329158365726472,2,1225,1333,-0.056369137,0.019740522,0.0013528593,-75.0,3,27,-0.0629878101484375,0.0065438243790751525
pt,0.33944475650787354,0.4329158365726472,2,779,924,-0.11367672,0.024075113,0.0027282413,-45.0,4,28,-0.09688764835937502,0.009512438478173589
pt,0.33944475650787354,0.4329158365726472,2,371,379,-0.01424121,0.036511134,0.00034178904,-15.0,5,29,0.00777966336640625,0.013653152918755736
pt,0.33944475650787354,0.4329158365726472,2,371,359,0.02194707,0.037002746,0.0005267297,15.0,6,30,-0.00250396803828125,0.012806049751703102
pt,0.33944475650787354,0.4329158365726472,2,901,882,0.014227233,0.023679927000000003,0.0003414536,45.0,7,31,0.04194564076171875,0.015466965529667809
pt,0.33944475650787354,0.4329158365726472,2,1288,1257,0.016262678,0.019819772,0.00039030428,75.0,8,32,0.025038504046875,0.006548789494984914
pt,0.33944475650787354,0.4329158365726472,2,1635,1505,0.0552754,0.01781848,0.0013266095999999998,105.0,9,33,0.047824099359375,0.007837848501402109
pt,0.33944475650787354,0.4329158365726472,2,1169,1120,0.028580408999999998,0.020892944,0.0006859298,135.0,10,34,0.033784694921875004,0.010040579138748843
pt,0.33944475650787354,0.4329158365726472,2,2130,2127,0.0009408833,0.015326676000000001,2.25812e-05,165.0,11,35,-0.001520286628125,0.008017861494139326
pt,0.4329158365726472,0.5492591261863708,3,2111,2107,0.0012661105,0.015397363,3.0386649999999998e-05,-165.0,0,36,-0.0029179058100781245,0.00580488507239705
pt,0.4329158365726472,0.5492591261863708,3,1111,1180,-0.04021075,0.020875461,0.0009650580000000001,-135.0,1,37,-0.048594464164062504,0.010814567139004385
pt,0.4329158365726472,0.5492591261863708,3,1507,1593,-0.03703863,0.017948207,0.0008889271400000001,-105.0,2,38,-0.03731885431640625,0.009160488844659155
pt,0.4329158365726472,0.5492591261863708,3,1124,1137,-0.00767646,0.021029886,0.00018423503,-75.0,3,39,-0.009754090769921876,0.008144049728312305
pt,0.4329158365726472,0.5492591261863708,3,882,985,-0.0736565,0.023080572,0.001767756,-45.0,4,40,-0.082179403984375,0.010140550612828684
pt,0.4329158365726472,0.5492591261863708,3,483,478,0.00694648,0.032257285,0.00016671552,-15.0,5,41,0.0029921399437499996,0.013092272094787414
pt,0.4329158365726472,0.5492591261863708,3,474,448,0.03764962,0.032909896,0.0009035909,15.0,6,42,0.0195059652421875,0.01579664128812842
pt,0.4329158365726472,0.5492591261863708,3,947,938,0.0063745473,0.023032202999999998,0.00015298913000000002,45.0,7,43,0.019810638331249998,0.00970198920611269
pt,0.4329158365726472,0.5492591261863708,3,1097,1042,0.034329705,0.021609193,0.0008239129,75.0,8,44,0.03114175097578125,0.011729368363402541
pt,0.4329158365726472,0.5492591261863708,3,1494,1462,0.014453188999999998,0.018390875,0.00034687654000000004,105.0,9,45,0.026667560813281255,0.007439074408623219
pt,0.4329158365726472,0.5492591261863708,3,1178,1125,0.030725582,0.020828018,0.00073741394,135.0,10,46,0.03147194730390625,0.01033482058996274
pt,0.4329158365726472,0.5492591261863708,3,2118,2081,0.011764515,0.015431104,0.00028234837,165.0,11,47,0.00775578253453125,0.006147781865569638
pt,0.5492591261863708,1.2464019060134888,4,1950,2056,-0.035327516,0.01578968,0.0008478603999999999,-165.0,0,48,-0.0327154403359375,0.007814415850849505
pt,0.5492591261863708,1.2464019060134888,4,1145,1231,-0.048324812,0.02049128,0.0011597956,-135.0,1,49,-0.053957987875,0.010137805023724758
pt,0.5492591261863708,1.2464019060134888,4,1611,1643,-0.013129571999999999,0.017528865,0.00031510973,-105.0,2,50,-0.018514539685937498,0.007551649343319745
pt,0.5492591261863708,1.2464019060134888,4,942,1042,-0.06729402400000001,0.022399772000000002,0.0016150564999999999,-75.0,3,51,-0.0583978675859375,0.011867220298104813
pt,0.5492591261863708,1.2464019060134888,4,935,928,0.0050165295,0.023167977000000003,0.00012039671,-45.0,4,52,-0.01068975636765625,0.012778360758605155
pt,0.5492591261863708,1.2464019060134888,4,494,544,-0.064311825,0.03097429,0.0015434838,-15.0,5,53,-0.06551093297656249,0.012142816920100491
pt,0.5492591261863708,1.2464019060134888,4,573,529,0.053307615,0.03008093,0.0012793827,15.0,6,54,0.0575682813515625,0.01064039809062888
pt,0.5492591261863708,1.2464019060134888,4,950,934,0.011338543999999999,0.023037303,0.00027212506,45.0,7,55,0.005758229240624999,0.011939908990205543
pt,0.5492591261863708,1.2464019060134888,4,927,946,-0.0135435965,0.023104219,0.0003250463,75.0,8,56,-0.007428696685859376,0.008655606226637002
pt,0.5492591261863708,1.2464019060134888,4,1667,1569,0.04043298,0.017564688000000002,0.0009703915,105.0,9,57,0.03171061003125,0.008388453897902486
pt,0.5492591261863708,1.2464019060134888,4,1207,1082,0.07290921,0.020845855,0.0017498211,135.0,10,58,0.05980993071875,0.01256957973747305
pt,0.5492591261863708,1.2464019060134888,4,2087,2049,0.012266517,0.01554809,0.0002943964,165.0,11,59,0.012265800531015626,0.0069997595112611605
q2,1.0000007152557373,1.3370875120162964,0,1927,1929,-0.0006924863000000001,0.016103911999999998,1.6619671e-05,-165.0,0,0,-0.007229139231015626,0.009406452087876306
