axis,axis_min,axis_max,axis_bin,counts_pos,counts_neg,value,stat,sys_0,phi,phi_bin,global_index,mc_mean,mc_std
x,0.10681463778018953,0.1780274361371994,0,2256,2333,-0.02240221,0.014758152,0.00053765305,-165.0,0,0,-0.0139916876546875,0.008994023718585787
x,0.10681463778018953,0.1780274361371994,0,1160,1169,-0.005159305,0.020720942,0.00012382332,-135.0,1,1,0.020134725989531248,0.019418012845985974
x,0.10681463778018953,0.1780274361371994,0,1878,1856,0.007866228000000001,0.016364375,0.00018878948,-105.0,2,2,0.006017972562890625,0.008317730219700791
x,0.10681463778018953,0.1780274361371994,0,1160,1138,0.012781765,0.02085881,0.00030676238,-75.0,3,3,0.01182520071953125,0.010360792970104409
x,0.10681463778018953,0.1780274361371994,0,1047,1085,-0.023796583,0.02165127,0.00057111797,-45.0,4,4,-0.016479342556015623,0.0161136540801326
x,0.10681463778018953,0.1780274361371994,0,503,522,-0.024748443,0.031225186000000002,0.0005939626000000001,-15.0,5,5,-0.008899894782031249,0.015566641092303449
x,0.10681463778018953,0.1780274361371994,0,520,513,0.009047235,0.031112297,0.00021713365000000003,15.0,6,6,0.00380263567578125,0.01413427303139322
x,0.10681463778018953,0.1780274361371994,0,1104,1063,0.02526057,0.021474939,0.0006062537,45.0,7,7,0.01801400757578125,0.008536198312787438
x,0.10681463778018953,0.1780274361371994,0,1145,1104,0.024339551,0.02108029,0.0005841492,75.0,8,8,0.032686216971875,0.013457064228222607
x,0.10681463778018953,0.1780274361371994,0,2003,1866,0.047275923,0.016058862,0.0011346221,105.0,9,9,0.0437415755859375,0.00856408166836611
x,0.10681463778018953,0.1780274361371994,0,1181,1177,0.0022648235,0.020593349,5.4355765e-05,135.0,10,10,-0.007078240342265624,0.010004387480968966
x,0.10681463778018953,0.1780274361371994,0,2372,2346,0.0073575564000000005,0.014558254,0.00017658135,165.0,11,11,0.002067160568515625,0.008338740792219081
x,0.1780274361371994,0.2277451455593109,1,2381,2413,-0.0089118965,0.014442213,0.00021388552000000004,-165.0,0,12,-0.009759020907031249,0.007808086744346383
x,0.1780274361371994,0.2277451455593109,1,1277,1329,-0.026640791,0.019582072,0.000639379,-135.0,1,13,-0.0277382484171875,0.009234105747694458
x,0.1780274361371994,0.2277451455593109,1,1710,1768,-0.022264687000000002,0.016952258,0.0005343525,-105.0,2,14,-0.021216245828593747,0.0071501757002384635
x,0.1780274361371994,0.2277451455593109,1,1319,1407,-0.043099772,0.019135213999999998,0.0010343945,-75.0,3,15,-0.0340258919609375,0.009415844012844905
x,0.1780274361371994,0.2277451455593109,1,946,1019,-0.049599633,0.022531176,0.0011903911,-45.0,4,16,-0.057404683765625006,0.010957439364891066
x,0.1780274361371994,0.2277451455593109,1,410,501,-0.13336479999999998,0.032835517,0.0032007552,-15.0,5,17,-0.11331247857812499,0.01356220432742524
x,0.1780274361371994,0.2277451455593109,1,461,432,0.043357547,0.033432256,0.0010405811,15.0,6,18,0.027224822367187502,0.015464446186157183
