axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index
x,0,0.1780274361371994,0.10681463778018951,1860,1784,-165.0,0,0.016559316,0.0006682895,-0.027845396,0
x,0,0.1780274361371994,0.10681463778018951,816,867,-135.0,1,0.02435579,0.0009709917,0.040457986,1
x,0,0.1780274361371994,0.10681463778018951,1475,1403,-105.0,2,0.018629972,0.00080162473,-0.03340103,2
x,0,0.1780274361371994,0.10681463778018951,1001,925,-75.0,3,0.022754554,0.0012644066,-0.052683607,3
x,0,0.1780274361371994,0.10681463778018951,931,838,-45.0,4,0.023717213,0.0016845524,-0.070189685,4
x,0,0.1780274361371994,0.10681463778018951,408,353,-15.0,5,0.03608082,0.0023158342,-0.09649309,5
x,0,0.1780274361371994,0.10681463778018951,463,470,15.0,6,0.03273689,0.00024040628,0.010016928,6
x,0,0.1780274361371994,0.10681463778018951,1117,1110,45.0,7,0.02119025,0.00010071803,-0.0041965847,7
x,0,0.1780274361371994,0.10681463778018951,901,961,75.0,8,0.023153031,0.0010325259,0.043021914,8
x,0,0.1780274361371994,0.10681463778018951,1554,1606,105.0,9,0.017784908,0.00052728533,0.021970222,9
x,0,0.1780274361371994,0.10681463778018951,878,878,135.0,10,0.0238637,0.0,0.0,10
x,0,0.1780274361371994,0.10681463778018951,1597,1688,165.0,11,0.017435526,0.00088763714,0.03698488,11
x,1,0.2277451455593109,0.1780274361371994,1801,1739,-165.0,0,0.01680272,0.00056120026,-0.023383344,12
x,1,0.2277451455593109,0.1780274361371994,998,956,-135.0,1,0.022613032,0.00068873813,-0.028697422,13
x,1,0.2277451455593109,0.1780274361371994,1376,1312,-105.0,2,0.01927817,0.000762922,-0.031788416,14
x,1,0.2277451455593109,0.1780274361371994,1181,1173,-75.0,3,0.020610679,0.00010889626,-0.004537344,15
x,1,0.2277451455593109,0.1780274361371994,859,821,-45.0,4,0.024386374,0.0007247759,-0.030198995,16
x,1,0.2277451455593109,0.1780274361371994,381,374,-15.0,5,0.036390938,0.00029708486,-0.012378535,17
x,1,0.2277451455593109,0.1780274361371994,401,401,15.0,6,0.03531123,0.0,0.0,18
x,1,0.2277451455593109,0.1780274361371994,1020,984,45.0,7,0.022331927,0.00057561777,-0.023984075,19
x,1,0.2277451455593109,0.1780274361371994,1144,1145,75.0,8,0.020901479,1.399857e-05,0.0005832737,20
x,1,0.2277451455593109,0.1780274361371994,1412,1461,105.0,9,0.01865175,0.0005464996,0.022770816,21
x,1,0.2277451455593109,0.1780274361371994,951,989,135.0,10,0.022696065,0.000627641,0.026151707,22
x,1,0.2277451455593109,0.1780274361371994,1750,1662,165.0,11,0.01710952,0.0008264243,-0.034434345,23
x,2,0.27837511897087097,0.2277451455593109,1844,1792,-165.0,0,0.01658093,0.0004582568,-0.019094033,24
x,2,0.27837511897087097,0.2277451455593109,1192,1024,-135.0,1,0.021133866,0.0024292318,-0.101217985,25
x,2,0.27837511897087097,0.2277451455593109,1336,1293,-105.0,2,0.019498497,0.0005240917,-0.021837154,26
x,2,0.27837511897087097,0.2277451455593109,1182,1126,-75.0,3,0.020804347,0.00077746646,-0.032394435,27
x,2,0.27837511897087097,0.2277451455593109,833,808,-45.0,4,0.024680607,0.00048815846,-0.020339936,28
x,2,0.27837511897087097,0.2277451455593109,374,412,-15.0,5,0.035594437,0.0015491394,0.06454747,29
x,2,0.27837511897087097,0.2277451455593109,372,434,15.0,6,0.035037246,0.0024648248,0.10270104,30
x,2,0.27837511897087097,0.2277451455593109,915,922,45.0,7,0.023331348,0.00012210076,0.005087531,31
x,2,0.27837511897087097,0.2277451455593109,1217,1261,75.0,8,0.02008294,0.00056895876,0.023706615,32
x,2,0.27837511897087097,0.2277451455593109,1334,1395,105.0,9,0.019133955,0.0007162353,0.029843137,33
x,2,0.27837511897087097,0.2277451455593109,1021,1058,135.0,10,0.021925531,0.00057026494,0.023761038,34
x,2,0.27837511897087097,0.2277451455593109,1776,1731,165.0,11,0.016883729,0.00041115555,-0.017131481,35
x,3,0.34051498770713806,0.27837511897087097,1782,1854,-165.0,0,0.016578157,0.0006345094,0.02643789,36
x,3,0.34051498770713806,0.27837511897087097,1177,1118,-135.0,1,0.020861844,0.0008237563,-0.03432318,37
x,3,0.34051498770713806,0.27837511897087097,1292,1187,-105.0,2,0.020052394,0.0013571947,-0.05654978,38
x,3,0.34051498770713806,0.27837511897087097,1288,1275,-75.0,3,0.019752212,0.0001625265,-0.0067719375,39
x,3,0.34051498770713806,0.27837511897087097,836,809,-45.0,4,0.024649763,0.0005259292,-0.021913717,40
x,3,0.34051498770713806,0.27837511897087097,366,416,-15.0,5,0.03562939,0.0020487674,0.08536531,41
x,3,0.34051498770713806,0.27837511897087097,374,379,15.0,6,0.036440592,0.0002127671,0.008865296,42
x,3,0.34051498770713806,0.27837511897087097,821,865,45.0,7,0.024339262,0.0008362277,0.03484282,43
x,3,0.34051498770713806,0.27837511897087097,1239,1287,75.0,8,0.0198904,0.0006088879,0.025370328,44
x,3,0.34051498770713806,0.27837511897087097,1226,1237,105.0,9,0.020149305,0.00014310595,0.005962748,45
x,3,0.34051498770713806,0.27837511897087097,1130,1150,135.0,10,0.02094126,0.00028107653,0.011711522,46
x,3,0.34051498770713806,0.27837511897087097,1796,1781,165.0,11,0.016719902,0.00013436982,-0.0055987425,47
x,4,0.6005192399024963,0.34051498770713806,1859,1841,-165.0,0,0.016439551,0.00015588352,-0.0064951465,48
x,4,0.6005192399024963,0.34051498770713806,1252,1231,-135.0,1,0.02006707,0.00027100169,-0.011291737,49
x,4,0.6005192399024963,0.34051498770713806,1218,1128,-105.0,2,0.020618904,0.0012292605,-0.051219184,50
x,4,0.6005192399024963,0.34051498770713806,1353,1296,-75.0,3,0.019421363,0.00068948104,-0.028728377,51
x,4,0.6005192399024963,0.34051498770713806,962,908,-45.0,4,0.023107672,0.0009252979,-0.03855408,52
x,4,0.6005192399024963,0.34051498770713806,467,443,-15.0,5,0.033129122,0.0008450828,-0.035211783,53
x,4,0.6005192399024963,0.34051498770713806,449,406,15.0,6,0.034122095,0.0016115053,-0.067146055,54
x,4,0.6005192399024963,0.34051498770713806,906,941,45.0,7,0.023260953,0.00060719834,0.025299931,55
x,4,0.6005192399024963,0.34051498770713806,1301,1345,75.0,8,0.019435603,0.00053283444,0.022201434,56
x,4,0.6005192399024963,0.34051498770713806,1147,1300,105.0,9,0.02014487,0.0020034886,0.08347869,57
x,4,0.6005192399024963,0.34051498770713806,1256,1277,135.0,10,0.019868076,0.00026565226,0.011068844,58
x,4,0.6005192399024963,0.34051498770713806,1919,1833,165.0,11,0.016317932,0.0007344548,-0.030602282,59
z,0,0.256461101770401,0.1212601587176323,2157,2045,-165.0,0,0.015416891,0.0008540659,-0.035586078,0
z,0,0.256461101770401,0.1212601587176323,1453,1417,-135.0,1,0.018663717,0.00040192966,-0.016747069,1
z,0,0.256461101770401,0.1212601587176323,1790,1718,-105.0,2,0.01687746,0.00065766135,-0.027402556,2
z,0,0.256461101770401,0.1212601587176323,1261,1190,-75.0,3,0.020183817,0.00092820614,-0.038675256,3
