axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index
x,0,0.1780274361371994,0.10681463778018951,2362,2425,-165.0,0,0.014451111,0.00042170286,0.017570952,0
x,0,0.1780274361371994,0.10681463778018951,1218,1206,-135.0,1,0.020310668,0.00015862734,-0.0066094724,1
x,0,0.1780274361371994,0.10681463778018951,1667,1700,-105.0,2,0.01723222,0.00031405105,0.01308546,2
x,0,0.1780274361371994,0.10681463778018951,930,956,-75.0,3,0.023022663,0.00044173427,0.018405594,3
x,0,0.1780274361371994,0.10681463778018951,965,877,-45.0,4,0.023252515,0.0015308141,-0.06378392,4
x,0,0.1780274361371994,0.10681463778018951,499,465,-15.0,5,0.032172102,0.0011301376,-0.047089066,5
x,0,0.1780274361371994,0.10681463778018951,451,463,15.0,6,0.033071976,0.0004206922,0.017528841,6
x,0,0.1780274361371994,0.10681463778018951,963,939,45.0,7,0.022926254,0.0004043246,-0.016846858,7
x,0,0.1780274361371994,0.10681463778018951,970,1080,75.0,8,0.022029554,0.0017193657,0.07164024,8
x,0,0.1780274361371994,0.10681463778018951,1703,1794,105.0,9,0.016900126,0.00083382556,0.03474273,9
x,0,0.1780274361371994,0.10681463778018951,1135,1152,135.0,10,0.02090959,0.00023818375,0.009924323,10
x,0,0.1780274361371994,0.10681463778018951,2610,2586,165.0,11,0.013872578,0.00014800334,-0.006166806,11
x,1,0.2277451455593109,0.1780274361371994,2394,2416,-165.0,0,0.014418476,0.00014655717,0.0061065485,12
x,1,0.2277451455593109,0.1780274361371994,1385,1309,-135.0,1,0.019252757,0.0009039521,-0.03766467,13
x,1,0.2277451455593109,0.1780274361371994,1672,1561,-105.0,2,0.01756873,0.0011001368,-0.045839034,14
x,1,0.2277451455593109,0.1780274361371994,1226,1172,-75.0,3,0.020411693,0.00072156254,-0.030065106,15
x,1,0.2277451455593109,0.1780274361371994,829,767,-45.0,4,0.024997618,0.0012447675,-0.05186531,16
x,1,0.2277451455593109,0.1780274361371994,418,398,-15.0,5,0.034988254,0.0007853609,-0.03272337,17
x,1,0.2277451455593109,0.1780274361371994,430,395,15.0,6,0.034759637,0.0013593882,-0.056641176,18
x,1,0.2277451455593109,0.1780274361371994,803,903,45.0,7,0.02413662,0.0018782369,0.07825987,19
x,1,0.2277451455593109,0.1780274361371994,1147,1179,75.0,8,0.020731077,0.00044082853,0.018367855,20
x,1,0.2277451455593109,0.1780274361371994,1624,1607,105.0,9,0.017592227,0.00016859372,-0.007024738,21
x,1,0.2277451455593109,0.1780274361371994,1367,1305,135.0,10,0.019336294,0.0007435063,-0.030979428,22
x,1,0.2277451455593109,0.1780274361371994,2517,2530,165.0,11,0.014076049,8.253524e-05,0.0034389684,23
x,2,0.27837511897087097,0.2277451455593109,2418,2242,-165.0,0,0.014630333,0.0012101973,-0.05042489,24
x,2,0.27837511897087097,0.2277451455593109,1388,1384,-135.0,1,0.018993394,4.6237696e-05,-0.0019265707,25
x,2,0.27837511897087097,0.2277451455593109,1650,1517,-105.0,2,0.017741578,0.0013456529,-0.056068867,26
x,2,0.27837511897087097,0.2277451455593109,1181,1211,-75.0,3,0.020443654,0.00040187364,0.016744735,27
x,2,0.27837511897087097,0.2277451455593109,830,774,-45.0,4,0.02494167,0.0011186985,-0.046612438,28
x,2,0.27837511897087097,0.2277451455593109,403,430,-15.0,5,0.034615487,0.0010385998,0.043274987,29
x,2,0.27837511897087097,0.2277451455593109,408,425,15.0,6,0.034635082,0.0006539331,0.027247213,30
x,2,0.27837511897087097,0.2277451455593109,869,862,45.0,7,0.024035055,0.00012957773,-0.005399072,31
x,2,0.27837511897087097,0.2277451455593109,1157,1254,75.0,8,0.020336395,0.0012891514,0.05371464,32
x,2,0.27837511897087097,0.2277451455593109,1393,1466,105.0,9,0.018691339,0.0008181598,0.03408999,33
x,2,0.27837511897087097,0.2277451455593109,1441,1482,135.0,10,0.018493088,0.00044945316,0.018727215,34
x,2,0.27837511897087097,0.2277451455593109,2457,2551,165.0,11,0.014126398,0.0006014409,0.025060037,35
x,3,0.34051498770713806,0.27837511897087097,2257,2140,-165.0,0,0.015071189,0.0008526265,-0.035526104,36
x,3,0.34051498770713806,0.27837511897087097,1443,1371,-135.0,1,0.018840153,0.0008198564,-0.034160685,37
x,3,0.34051498770713806,0.27837511897087097,1492,1431,-105.0,2,0.01848915,0.00066869863,-0.027862443,38
x,3,0.34051498770713806,0.27837511897087097,1353,1269,-75.0,3,0.019511292,0.0010265403,-0.042772513,39
x,3,0.34051498770713806,0.27837511897087097,824,824,-45.0,4,0.024633233,0.0,0.0,40
x,3,0.34051498770713806,0.27837511897087097,442,406,-15.0,5,0.034284938,0.0013603043,-0.056679346,41
x,3,0.34051498770713806,0.27837511897087097,452,441,15.0,6,0.033459198,0.0003947032,-0.016445966,42
x,3,0.34051498770713806,0.27837511897087097,831,863,45.0,7,0.024288747,0.00060529343,0.02522056,43
x,3,0.34051498770713806,0.27837511897087097,1339,1358,75.0,8,0.019254858,0.00022573666,0.009405694,44
x,3,0.34051498770713806,0.27837511897087097,1323,1359,105.0,9,0.01930638,0.00043010365,0.017920986,45
x,3,0.34051498770713806,0.27837511897087097,1463,1504,135.0,10,0.018355545,0.0004427879,0.018449495,46
x,3,0.34051498770713806,0.27837511897087097,2276,2384,165.0,11,0.014641954,0.0007426211,0.030942544,47
x,4,0.6005192399024963,0.34051498770713806,2067,2046,-165.0,0,0.015592313,0.00016360253,-0.006816772,48
x,4,0.6005192399024963,0.34051498770713806,1410,1369,-135.0,1,0.018965812,0.0004727426,-0.019697608,49
x,4,0.6005192399024963,0.34051498770713806,1455,1365,-105.0,2,0.018813986,0.0010226402,-0.042610005,50
x,4,0.6005192399024963,0.34051498770713806,1359,1252,-75.0,3,0.019540943,0.0013131257,-0.05471357,51
x,4,0.6005192399024963,0.34051498770713806,855,876,-45.0,4,0.024032252,0.00038873323,0.016197218,52
x,4,0.6005192399024963,0.34051498770713806,425,387,-15.0,5,0.035024554,0.0014995362,-0.062480677,53
x,4,0.6005192399024963,0.34051498770713806,424,417,15.0,6,0.03448063,0.00026670517,-0.011112716,54
x,4,0.6005192399024963,0.34051498770713806,829,896,45.0,7,0.024044776,0.0012445579,0.05185658,55
x,4,0.6005192399024963,0.34051498770713806,1262,1336,75.0,8,0.01960497,0.0009126873,0.038028635,56
x,4,0.6005192399024963,0.34051498770713806,1326,1416,105.0,9,0.019078704,0.0010517306,0.043822106,57
x,4,0.6005192399024963,0.34051498770713806,1476,1434,135.0,10,0.018534157,0.0004624723,-0.019269679,58
x,4,0.6005192399024963,0.34051498770713806,2158,2212,165.0,11,0.015125167,0.00039595127,0.01649797,59
z,0,0.256461101770401,0.1212601587176323,2718,2722,-165.0,0,0.0135581475,2.3560826e-05,0.0009817011,0
z,0,0.256461101770401,0.1212601587176323,1734,1722,-135.0,1,0.017010162,0.00011125946,-0.004635811,1
z,0,0.256461101770401,0.1212601587176323,1920,1810,-105.0,2,0.016360957,0.0009449597,-0.03937332,2
z,0,0.256461101770401,0.1212601587176323,1375,1383,-75.0,3,0.019041432,9.294481e-05,0.0038727003,3
z,0,0.256461101770401,0.1212601587176323,1340,1249,-45.0,4,0.01963158,0.0011262603,-0.04692751,4
z,0,0.256461101770401,0.1212601587176323,1080,1109,-15.0,5,0.021370228,0.00042450384,0.01768766,5
z,0,0.256461101770401,0.1212601587176323,1060,1030,15.0,6,0.021869915,0.0004599434,-0.019164309,6
z,0,0.256461101770401,0.1212601587176323,1342,1452,45.0,7,0.018892352,0.0012615245,0.052563522,7
z,0,0.256461101770401,0.1212601587176323,1376,1433,75.0,8,0.018861,0.0006502083,0.027092014,8
z,0,0.256461101770401,0.1212601587176323,1945,2021,105.0,9,0.01587382,0.000614031,0.025584625,9
z,0,0.256461101770401,0.1212601587176323,1652,1669,135.0,10,0.017352235,0.00016402478,0.006834366,10
z,0,0.256461101770401,0.1212601587176323,2900,2930,165.0,11,0.013096507,0.00016488536,0.0068702237,11
z,1,0.33235433101654055,0.256461101770401,2785,2733,-165.0,0,0.013460921,0.00030196112,-0.0125817135,12
z,1,0.33235433101654055,0.256461101770401,1755,1654,-135.0,1,0.017113801,0.00094934436,-0.039556015,13
z,1,0.33235433101654055,0.256461101770401,2054,1901,-105.0,2,0.015879862,0.0012395795,-0.051649146,14
z,1,0.33235433101654055,0.256461101770401,1519,1483,-75.0,3,0.018248996,0.00038425653,-0.016010689,15
z,1,0.33235433101654055,0.256461101770401,1361,1254,-45.0,4,0.019526083,0.0013111172,-0.05462988,16
z,1,0.33235433101654055,0.256461101770401,717,699,-15.0,5,0.026570871,0.00040732272,-0.01697178,17
z,1,0.33235433101654055,0.256461101770401,728,754,15.0,6,0.02596909,0.00056215306,0.023423044,18
z,1,0.33235433101654055,0.256461101770401,1274,1364,45.0,7,0.019449642,0.0010931938,0.04554974,19
z,1,0.33235433101654055,0.256461101770401,1499,1577,75.0,8,0.018020125,0.0008125268,0.03385528,20
z,1,0.33235433101654055,0.256461101770401,2073,2115,105.0,9,0.01545104,0.00032134535,0.013389389,21
z,1,0.33235433101654055,0.256461101770401,1711,1752,135.0,10,0.016991021,0.00037936808,0.015807003,22
z,1,0.33235433101654055,0.256461101770401,2942,2858,165.0,11,0.013128188,0.00046406704,-0.019336127,23
z,2,0.3989480912685395,0.33235433101654055,3117,3051,-165.0,0,0.0127316145,0.0003428696,-0.014286233,24
z,2,0.3989480912685395,0.33235433101654055,1940,1817,-135.0,1,0.01629912,0.001049043,-0.043710127,25
z,2,0.3989480912685395,0.33235433101654055,2255,2206,-105.0,2,0.014970531,0.00035195998,-0.014664999,26
z,2,0.3989480912685395,0.33235433101654055,1593,1504,-75.0,3,0.017955996,0.0009208274,-0.038367808,27
z,2,0.3989480912685395,0.33235433101654055,1183,1083,-45.0,4,0.020970795,0.0014140655,-0.058919393,28
z,2,0.3989480912685395,0.33235433101654055,595,570,-15.0,5,0.02928591,0.0006876121,-0.028650504,29
z,2,0.3989480912685395,0.33235433101654055,580,585,15.0,6,0.029297456,0.00013752242,0.005730101,30
z,2,0.3989480912685395,0.33235433101654055,1274,1255,45.0,7,0.019884,0.00024073222,-0.010030509,31
z,2,0.3989480912685395,0.33235433101654055,1584,1739,75.0,8,0.017313745,0.00149462,0.06227583,32
z,2,0.3989480912685395,0.33235433101654055,2233,2317,105.0,9,0.014820483,0.000591558,0.02464825,33
z,2,0.3989480912685395,0.33235433101654055,1892,1800,135.0,10,0.016448589,0.0007984644,-0.03326935,34
z,2,0.3989480912685395,0.33235433101654055,3194,3352,165.0,11,0.012353396,0.00077341124,0.032225467,35
z,3,0.47198367714881895,0.3989480912685395,2782,2761,-165.0,0,0.013431422,0.00012139585,-0.0050581605,36
z,3,0.47198367714881895,0.3989480912685395,1549,1574,-135.0,1,0.01789325,0.00025650594,0.010687748,37
z,3,0.47198367714881895,0.3989480912685395,1932,1812,-105.0,2,0.01632804,0.0010270104,-0.0427921,38
z,3,0.47198367714881895,0.3989480912685395,1480,1473,-75.0,3,0.018402046,7.595634e-05,-0.0031648474,39
