axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index
x,0,0.1780274361371994,0.10681463778018951,3119,3162,-165.0,0,0.01261733,0.0002193659,0.009140246,0
x,0,0.1780274361371994,0.10681463778018951,1575,1579,-135.0,1,0.017806089,4.063757e-05,0.0016932321,1
x,0,0.1780274361371994,0.10681463778018951,2304,2288,-105.0,2,0.014756874,0.00011164712,-0.0046519632,2
x,0,0.1780274361371994,0.10681463778018951,1257,1285,-75.0,3,0.019831942,0.00035294896,0.0147062065,3
x,0,0.1780274361371994,0.10681463778018951,1238,1112,-45.0,4,0.020575503,0.0017180353,-0.071584806,4
x,0,0.1780274361371994,0.10681463778018951,619,585,-15.0,5,0.02879903,0.0009048609,-0.037702538,5
x,0,0.1780274361371994,0.10681463778018951,578,551,15.0,6,0.029746203,0.0007663007,-0.031929195,6
x,0,0.1780274361371994,0.10681463778018951,1179,1210,45.0,7,0.020456284,0.0004157909,0.01732462,7
x,0,0.1780274361371994,0.10681463778018951,1261,1404,75.0,8,0.019321198,0.0017193657,0.07164024,8
x,0,0.1780274361371994,0.10681463778018951,2182,2383,105.0,9,0.014775014,0.0014108624,0.058785934,9
x,0,0.1780274361371994,0.10681463778018951,1485,1533,135.0,10,0.018198788,0.0005096258,0.021234408,10
x,0,0.1780274361371994,0.10681463778018951,3398,3440,165.0,11,0.012092632,0.00019681112,0.008200463,11
x,1,0.2277451455593109,0.1780274361371994,3158,3101,-165.0,0,0.012639079,0.0002918094,-0.012158725,12
x,1,0.2277451455593109,0.1780274361371994,1783,1697,-135.0,1,0.016942358,0.00079186045,-0.032994185,13
x,1,0.2277451455593109,0.1780274361371994,2211,2045,-105.0,2,0.015307685,0.0012497867,-0.052074444,14
x,1,0.2277451455593109,0.1780274361371994,1617,1516,-75.0,3,0.017849134,0.0010329764,-0.043040685,15
x,1,0.2277451455593109,0.1780274361371994,1047,965,-45.0,4,0.022260869,0.0013059161,-0.05441317,16
x,1,0.2277451455593109,0.1780274361371994,504,485,-15.0,5,0.03178769,0.00061558315,-0.025649298,17
