axis,axis_min,axis_max,axis_bin,counts_pos,counts_neg,value,stat,sys_0,phi,phi_bin,global_index,mc_mean,mc_std
x,0.10681463778018953,0.1780274361371994,0,2659,2716,-0.014158411999999999,0.01363852,0.0003398019,-165.0,0,0,-0.0066651986053125,0.006576589704110103
x,0.10681463778018953,0.1780274361371994,0,1357,1328,0.014420221,0.019296685,0.0003460853,-135.0,1,1,0.0024511273209374997,0.01106984626783893
x,0.10681463778018953,0.1780274361371994,0,2123,2050,0.023355687000000003,0.01547595,0.0005605365,-105.0,2,2,0.032920120972656244,0.009792458159248335
x,0.10681463778018953,0.1780274361371994,0,1338,1326,0.006014025,0.019374255,0.00014433659,-75.0,3,3,0.010199228990546875,0.009436102146511943
x,0.10681463778018953,0.1780274361371994,0,1173,1292,-0.06445375,0.020099606000000002,0.00154689,-45.0,4,4,-0.0755901987578125,0.010547926208649019
x,0.10681463778018953,0.1780274361371994,0,555,585,-0.035134565,0.029599157999999997,0.0008432296,-15.0,5,5,-0.04117409995546875,0.020925900105263108
x,0.10681463778018953,0.1780274361371994,0,564,571,-0.0082341805,0.029681602,0.00019762033,15.0,6,6,0.0039112054968749995,0.014549013438430076
x,0.10681463778018953,0.1780274361371994,0,1273,1272,0.00052460254,0.01982239,1.2590461e-05,45.0,7,7,-0.004539662587578126,0.011818219377896767
x,0.10681463778018953,0.1780274361371994,0,1400,1365,0.01690017,0.01901474,0.00040560410000000004,75.0,8,8,0.010090947176484375,0.009920366125728403
x,0.10681463778018953,0.1780274361371994,0,2235,2084,0.046677965999999994,0.015199691000000001,0.0011202712,105.0,9,9,0.0403228646015625,0.006832266208939869
x,0.10681463778018953,0.1780274361371994,0,1384,1362,0.010696466000000002,0.019082043,0.0002567152,135.0,10,10,0.011771847032421873,0.00974958255181771
x,0.10681463778018953,0.1780274361371994,0,2801,2684,0.028479176000000002,0.013496946000000001,0.0006835002,165.0,11,11,0.02926962375390625,0.006352771865059481
x,0.1780274361371994,0.2277451455593109,1,2689,2811,-0.029615244,0.013478083,0.00071076583,-165.0,0,12,-0.014522440882812501,0.007242934237855511
x,0.1780274361371994,0.2277451455593109,1,1475,1512,-0.016538065,0.018294603,0.00039691355999999997,-135.0,1,13,-0.02661865403671875,0.008131641843902533
x,0.1780274361371994,0.2277451455593109,1,1959,2020,-0.020467937,0.015849736,0.0004912305,-105.0,2,14,-0.031298866046875,0.007738825864931378
x,0.1780274361371994,0.2277451455593109,1,1557,1649,-0.038312674,0.017648153,0.00091950415,-75.0,3,15,-0.01834670831953125,0.008190106637541055
x,0.1780274361371994,0.2277451455593109,1,1045,1127,-0.05040484,0.021429779,0.0012097161999999999,-45.0,4,16,-0.0500095159375,0.00786155709310952
x,0.1780274361371994,0.2277451455593109,1,508,513,-0.0065382635,0.03129521,0.00015691832,-15.0,5,17,-0.00651118237109375,0.012226727121405273
x,0.1780274361371994,0.2277451455593109,1,491,505,-0.018766657,0.031680632,0.0004503997599999999,15.0,6,18,-0.014564475225781252,0.015401910555265005
x,0.1780274361371994,0.2277451455593109,1,1140,1039,0.06188456,0.021381501,0.0014852295000000002,45.0,7,19,0.0650376728359375,0.0077712554195491215
x,0.1780274361371994,0.2277451455593109,1,1548,1503,0.019691939,0.018100671000000002,0.00047260654000000005,75.0,8,20,0.03495580786328125,0.01122182403465805
x,0.1780274361371994,0.2277451455593109,1,1947,1960,-0.0044424045,0.015998306,0.00010661771000000001,105.0,9,21,-0.007012837891796876,0.011397519311320586
x,0.1780274361371994,0.2277451455593109,1,1573,1464,0.04791813,0.018125016,0.0011500351,135.0,10,22,0.0410553194140625,0.009146095645540548
x,0.1780274361371994,0.2277451455593109,1,2801,2729,0.017383032,0.01344534,0.00041719276,165.0,11,23,0.0222269199671875,0.007625917005313438
x,0.2277451455593109,0.27837511897087097,2,2683,2594,0.022517547000000002,0.013762468,0.0005404211000000001,-165.0,0,24,0.02194927574375,0.006642507226491234
x,0.2277451455593109,0.27837511897087097,2,1536,1583,-0.020118734,0.017902117,0.00048284962999999996,-135.0,1,25,-0.025895418859374998,0.007887960762269658
x,0.2277451455593109,0.27837511897087097,2,1765,1846,-0.029948544,0.016633797,0.0007187650999999999,-105.0,2,26,-0.0284616386015625,0.007408156157353048
x,0.2277451455593109,0.27837511897087097,2,1529,1585,-0.024009747,0.017914945,0.00057623396,-75.0,3,27,-0.036125217445312496,0.008566582963198231
x,0.2277451455593109,0.27837511897087097,2,1050,1099,-0.030442325,0.021561574,0.0007306158,-45.0,4,28,-0.01048010356796875,0.011604164339216136
x,0.2277451455593109,0.27837511897087097,2,512,473,0.05286236,0.031818099999999995,0.0012686966000000001,-15.0,5,29,0.056467554539062506,0.017844540112689336
x,0.2277451455593109,0.27837511897087097,2,488,481,0.009644782,0.032123134,0.00023147477000000003,15.0,6,30,0.0013619142375000002,0.015479962152205687
x,0.2277451455593109,0.27837511897087097,2,1126,1038,0.054292966,0.021464972000000002,0.0013030312,45.0,7,31,0.0414402823046875,0.010665197172522784
x,0.2277451455593109,0.27837511897087097,2,1681,1543,0.057148155,0.017582966000000002,0.0013715557,75.0,8,32,0.0399707722421875,0.009038247423551214
x,0.2277451455593109,0.27837511897087097,2,1787,1835,-0.017693386999999998,0.016613372,0.00042464129999999996,105.0,9,33,-0.006308001068203124,0.008485356644519408
x,0.2277451455593109,0.27837511897087097,2,1661,1549,0.046583395,0.017630951000000002,0.0011180015,135.0,10,34,0.02672524737890625,0.009717140196951714
x,0.2277451455593109,0.27837511897087097,2,2659,2668,-0.0022556826,0.013701167,5.4136383999999995e-05,165.0,11,35,-0.008707356636953125,0.006118735082368723
x,0.27837511897087097,0.3405149877071381,3,2446,2577,-0.034819800000000005,0.014101164,0.0008356752000000001,-165.0,0,36,-0.0406097056953125,0.006387387145012545
x,0.27837511897087097,0.3405149877071381,3,1563,1577,-0.005952735400000001,0.017845448,0.00014286565,-135.0,1,37,-0.010956353280859376,0.006242519041157904
x,0.27837511897087097,0.3405149877071381,3,1563,1630,-0.028015222000000003,0.01769009,0.0006723653599999999,-105.0,2,38,-0.03448711334375,0.008591096298132228
x,0.27837511897087097,0.3405149877071381,3,1517,1709,-0.07946119,0.017550617,0.0019070685,-75.0,3,39,-0.0636600779140625,0.007980582656410823
x,0.27837511897087097,0.3405149877071381,3,1010,1052,-0.027194358,0.0220138,0.0006526646299999999,-45.0,4,40,-0.02132198519179688,0.015249210707951303
x,0.27837511897087097,0.3405149877071381,3,502,521,-0.02479683,0.031255655,0.0005951239,-15.0,5,41,-0.02270145665546875,0.01444819719516068
x,0.27837511897087097,0.3405149877071381,3,508,419,0.12818241,0.032573365,0.0030763778,15.0,6,42,0.13266130375,0.01525500551305949
x,0.27837511897087097,0.3405149877071381,3,1152,1022,0.07983659,0.021378722000000003,0.0019160782999999998,45.0,7,43,0.07597779842187499,0.007266134204293963
x,0.27837511897087097,0.3405149877071381,3,1585,1611,-0.0108613735,0.017687686,0.00026067297,75.0,8,44,0.005366162462343751,0.006647300799773406
x,0.27837511897087097,0.3405149877071381,3,1561,1608,-0.019801304,0.01776044,0.0004752313,105.0,9,45,-0.017197038075546876,0.00688823813303794
x,0.27837511897087097,0.3405149877071381,3,1582,1579,0.0012671119000000001,0.017786374,3.0410685e-05,135.0,10,46,0.0045617561728125,0.006478489572740386
x,0.27837511897087097,0.3405149877071381,3,2607,2535,0.018694704,0.013943058000000001,0.00044867292,165.0,11,47,0.019658363389843753,0.008286314824416871
x,0.3405149877071381,0.6005192399024963,4,2429,2432,-0.00082397455,0.014342902,1.9775389e-05,-165.0,0,48,-0.000641706489140625,0.005025387232226945
x,0.3405149877071381,0.6005192399024963,4,1512,1646,-0.05665143,0.017766256,0.0013596342999999999,-135.0,1,49,-0.05929380904687501,0.008492346844310345
x,0.3405149877071381,0.6005192399024963,4,1429,1499,-0.031918697,0.018471116,0.0007660487299999999,-105.0,2,50,-0.032369294390625,0.006439757179683196
x,0.3405149877071381,0.6005192399024963,4,1496,1590,-0.040667746,0.017986331,0.00097602594,-75.0,3,51,-0.044784474210937494,0.006537628799823597
x,0.3405149877071381,0.6005192399024963,4,996,1066,-0.04532393,0.021999314,0.0010877743,-45.0,4,52,-0.0523165717734375,0.007438583759093142
x,0.3405149877071381,0.6005192399024963,4,489,508,-0.025443487,0.031660065,0.0006106437,-15.0,5,53,-0.02193498417109375,0.00949471318451026
x,0.3405149877071381,0.6005192399024963,4,506,510,-0.005256352,0.031372357000000003,0.00012615243999999998,15.0,6,54,0.0013149866492187497,0.011147498813569214
x,0.3405149877071381,0.6005192399024963,4,1071,1039,0.020248165,0.021765554,0.00048595597,45.0,7,55,0.015168220285937499,0.005929095275987976
x,0.3405149877071381,0.6005192399024963,4,1542,1533,0.0039076493,0.018033255,9.378359000000001e-05,75.0,8,56,-0.01155805620078125,0.005499528026062336
x,0.3405149877071381,0.6005192399024963,4,1560,1415,0.06507276,0.018295111,0.0015617462,105.0,9,57,0.06551367121874999,0.005782423589542188
x,0.3405149877071381,0.6005192399024963,4,1619,1632,-0.005338811,0.017538212,0.00012813146,135.0,10,58,-0.005867867047343749,0.00484548611073955
x,0.3405149877071381,0.6005192399024963,4,2382,2469,-0.023944521,0.014353567,0.0005746685,165.0,11,59,-0.0142865510246875,0.0058501674592309665
z,0.1212601587176323,0.256461101770401,0,2844,2750,0.022434872,0.013366861,0.0005384369,-165.0,0,0,0.020986635875,0.004927889782921366
z,0.1212601587176323,0.256461101770401,0,1801,1872,-0.025808075,0.016494717,0.00061939383,-135.0,1,1,-0.0295813095234375,0.006205132647916315
z,0.1212601587176323,0.256461101770401,0,2124,2218,-0.028903885,0.015169581000000001,0.0006936932300000001,-105.0,2,2,-0.021787660109375002,0.004999719831698135
z,0.1212601587176323,0.256461101770401,0,1568,1605,-0.015568608999999999,0.01775057,0.00037364662000000006,-75.0,3,3,-0.010661036028593751,0.008515406550194303
