axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index,mc_mean,mc_std
x,2,0.27837511897087097,0.2277451455593109,1792,1840,165.0,11,0.0165905,0.00042347209999999997,0.017644672,35,0.01850723514109375,0.008466852532761722
x,3,0.3405149877071381,0.27837511897087097,1745,1740,-165.0,0,0.016939392,4.5972345e-05,-0.0019155144,36,-0.009568036775488281,0.005732621321463791
x,3,0.3405149877071381,0.27837511897087097,1151,1116,-135.0,1,0.020998195,0.0004947046,-0.02061269,37,-0.017506856552148436,0.010287918284353959
x,3,0.3405149877071381,0.27837511897087097,1191,1128,-105.0,2,0.020752182,0.0008705008999999999,-0.03627087,38,-0.02325039646015625,0.008204187829332642
x,3,0.3405149877071381,0.27837511897087097,1269,1138,-75.0,3,0.02032883,0.0017439122,-0.07266301,39,-0.06293844921289062,0.005916641206570142
x,3,0.3405149877071381,0.27837511897087097,813,793,-45.0,4,0.024949807999999997,0.00039903763999999997,-0.016626569,40,-0.016221263818964844,0.0093969552095943
x,3,0.3405149877071381,0.27837511897087097,384,369,-15.0,5,0.036429137,0.0006383013,-0.026595887000000002,41,-0.00732292811171875,0.013608930115753573
x,3,0.3405149877071381,0.27837511897087097,372,388,15.0,6,0.03625948,0.0006745836599999999,0.028107652,42,0.04906049040820312,0.014650246109063786
x,3,0.3405149877071381,0.27837511897087097,762,803,45.0,7,0.02526254,0.00083945796,0.034977414,43,0.0313621310546875,0.009730049866338316
x,3,0.3405149877071381,0.27837511897087097,1112,1213,75.0,8,0.020704122,0.0013919635000000001,0.05799848,44,0.05667141796289063,0.006956390104909947
x,3,0.3405149877071381,0.27837511897087097,1174,1216,105.0,9,0.020449443,0.0005630938700000001,0.023462245,45,0.029037464190429685,0.006063696942346627
x,3,0.3405149877071381,0.27837511897087097,1104,1091,135.0,10,0.021343672999999997,0.00018977467,-0.007907278,46,0.009722209894746094,0.013731527724928043
x,3,0.3405149877071381,0.27837511897087097,1646,1769,165.0,11,0.017092356,0.0011541011,0.048087545,47,0.03461846562695313,0.006633664123622362
x,4,0.6005192399024963,0.3405149877071381,1784,1894,-165.0,0,0.016475843,0.0009583196000000001,0.039929982,48,0.03557506786132812,0.003808721024697743
x,4,0.6005192399024963,0.3405149877071381,1228,1135,-135.0,1,0.020543184,0.0012610975,-0.052545725999999994,49,-0.043727546435546875,0.00949277182040116
x,4,0.6005192399024963,0.3405149877071381,1133,1034,-105.0,2,0.021441797000000002,0.0014638808,-0.06099503,50,-0.04979273606445313,0.007245174754498975
x,4,0.6005192399024963,0.3405149877071381,1191,1126,-75.0,3,0.020760228999999998,0.00089891115,-0.03745463,51,-0.033485749662109376,0.006413966443318164
x,4,0.6005192399024963,0.3405149877071381,868,815,-45.0,4,0.024354193,0.0010090696,-0.04204457,52,-0.04750505060742188,0.007588678880801813
x,4,0.6005192399024963,0.3405149877071381,389,373,-15.0,5,0.03621194,0.0006728131,-0.028033878999999998,53,-0.022353946614453127,0.010426060199621364
x,4,0.6005192399024963,0.3405149877071381,387,346,15.0,6,0.036832705,0.0017922941,-0.07467892,54,-0.07826731082617187,0.013721028977678603
x,4,0.6005192399024963,0.3405149877071381,758,801,45.0,7,0.025309425,0.0008837955,0.03682481,55,0.05224125460742188,0.010204458239404256
x,4,0.6005192399024963,0.3405149877071381,1118,1156,75.0,8,0.020965086,0.0005354544999999999,0.022310603,56,0.039271974138671874,0.012921119683044458
x,4,0.6005192399024963,0.3405149877071381,1059,1164,105.0,9,0.021167276000000002,0.001513489,0.06306204,57,0.073402718234375,0.0056442418151955425
x,4,0.6005192399024963,0.3405149877071381,1095,1055,135.0,10,0.021559902000000002,0.0005961436499999999,-0.02483932,58,-0.01355658595798828,0.0069875949245346465
x,4,0.6005192399024963,0.3405149877071381,1660,1714,165.0,11,0.017211879,0.00051283557,0.021368147999999997,59,0.029128842345312503,0.006990717021147975
z,0,0.256461101770401,0.1212601587176323,2422,2392,-165.0,0,0.014412255,0.00019968461,-0.008320191999999999,0,-0.009425209334316407,0.004914528596681153
z,0,0.256461101770401,0.1212601587176323,1521,1577,-135.0,1,0.017961094,0.0005792099400000001,0.024133747,1,0.011200033096171876,0.00575727177968916
z,0,0.256461101770401,0.1212601587176323,2035,1970,-105.0,2,0.015797805,0.00052004424,-0.021668509,2,-0.018943197611328125,0.005381017592761263
z,0,0.256461101770401,0.1212601587176323,1370,1331,-75.0,3,0.01923787,0.00046266795999999995,-0.019277831999999998,3,-0.017227996698632814,0.005476893922411381
z,0,0.256461101770401,0.1212601587176323,1342,1311,-45.0,4,0.019412369,0.00037441553999999997,-0.015600648,4,-0.007253366345234375,0.007020454451169977
z,0,0.256461101770401,0.1212601587176323,962,920,-15.0,5,0.023040788,0.0007150873399999999,-0.029795306,5,-0.030456287229492188,0.007064911768930457
z,0,0.256461101770401,0.1212601587176323,879,885,15.0,6,0.023809278,0.00010898885,0.004541202,6,-0.014333326777539061,0.008664819433394217
z,0,0.256461101770401,0.1212601587176323,1221,1463,45.0,7,0.01916192,0.002889098,0.120379075,7,0.10082118791210938,0.009318355129618346
z,0,0.256461101770401,0.1212601587176323,1328,1372,75.0,8,0.019240454,0.00052217767,0.021757402999999998,8,0.01651668612296875,0.0064360460505628264
z,0,0.256461101770401,0.1212601587176323,1801,1802,105.0,9,0.016659725,8.893346000000001e-06,0.00037055605000000004,9,0.008411742395468751,0.007453821671286928
z,0,0.256461101770401,0.1212601587176323,1437,1437,135.0,10,0.01865334,0.0,0.0,10,0.007802120639765626,0.0048421983244665
z,0,0.256461101770401,0.1212601587176323,2515,2519,165.0,11,0.014094288,2.5461042e-05,0.0010608768,11,0.0065000268578710935,0.005508012718762833
z,1,0.3323543310165405,0.256461101770401,2419,2406,-165.0,0,0.014396221,8.633273000000001e-05,-0.0035971971000000004,12,-0.005770609506992187,0.005727683733641289
z,1,0.3323543310165405,0.256461101770401,1443,1408,-135.0,1,0.018725915,0.00039336912000000003,-0.01639038,13,-0.00741662846765625,0.008300913006263975
z,1,0.3323543310165405,0.256461101770401,2014,1936,-105.0,2,0.015905615,0.0006327424,-0.026364267,14,-0.028245025508789063,0.005013837377623821
z,1,0.3323543310165405,0.256461101770401,1557,1406,-75.0,3,0.018328486,0.0016329569,-0.06803987,15,-0.0634313951328125,0.0057970288372885155
z,1,0.3323543310165405,0.256461101770401,1290,1256,-45.0,4,0.01981535,0.0004279075,-0.01782948,16,-0.032103996189257814,0.008866359688877301
z,1,0.3323543310165405,0.256461101770401,605,621,-15.0,5,0.028555438,0.00041817583,0.017423993,17,0.005999194994609375,0.01155568838384238
z,1,0.3323543310165405,0.256461101770401,601,613,15.0,6,0.02869808,0.00031673203999999996,0.013197168,18,0.00047057248238281234,0.011459828537355915
z,1,0.3323543310165405,0.256461101770401,1253,1308,45.0,7,0.019752253,0.00068814907,0.028672878,19,0.02705293615234375,0.005319205133523408
z,1,0.3323543310165405,0.256461101770401,1447,1441,75.0,8,0.018608002,6.657074999999999e-05,-0.0027737813,20,-0.0053240300724999995,0.00605823131802347
z,1,0.3323543310165405,0.256461101770401,1778,1936,105.0,9,0.016382393999999998,0.0013631531,0.056798045,21,0.04751222513671875,0.006117095724447841
z,1,0.3323543310165405,0.256461101770401,1358,1358,135.0,10,0.019188238,0.0,0.0,22,0.003519234913066406,0.006320007701760009
z,1,0.3323543310165405,0.256461101770401,2332,2436,165.0,11,0.014475968999999998,0.0006989185,0.029121604,23,0.024562757282226563,0.004913468559923406
z,2,0.3989480912685395,0.3323543310165405,2322,2344,-165.0,0,0.0146392565,0.00015108013999999998,0.006295006,24,-0.0028156652392382813,0.006772281653349434
z,2,0.3989480912685395,0.3323543310165405,1387,1275,-135.0,1,0.019351281,0.0013481537,-0.05617307,25,-0.05263741458203125,0.006730547247048926
z,2,0.3989480912685395,0.3323543310165405,1783,1765,-105.0,2,0.016787971999999998,0.00016256173000000001,-0.0067734052,26,-0.0028028134225976564,0.0070941242230746155
z,2,0.3989480912685395,0.3323543310165405,1424,1370,-75.0,3,0.018912205,0.0006192939,-0.025803912000000002,27,-0.037572167201171874,0.006925430851434862
z,2,0.3989480912685395,0.3323543310165405,1142,1005,-45.0,4,0.021503156000000002,0.0020446451,-0.085193545,28,-0.07964600199609376,0.007716981839983485
z,2,0.3989480912685395,0.3323543310165405,460,470,-15.0,5,0.03278791,0.0003445454,0.014356059,29,0.01635638681621094,0.011679069383735086
z,2,0.3989480912685395,0.3323543310165405,471,453,15.0,6,0.032886457,0.0006242089,-0.026008702999999998,30,-0.02394117344375,0.012320237643256396
z,2,0.3989480912685395,0.3323543310165405,1016,1056,45.0,7,0.021961441,0.0006185852999999999,0.02577439,31,0.027886556766601563,0.00681102335651393
z,2,0.3989480912685395,0.3323543310165405,1261,1390,75.0,8,0.01938102,0.0015592270999999999,0.064967796,32,0.06329234860546874,0.006914748231452058
z,2,0.3989480912685395,0.3323543310165405,1648,1709,105.0,9,0.017254265,0.0005822479,0.02426033,33,0.026631761583007812,0.008426581193087621
z,2,0.3989480912685395,0.3323543310165405,1308,1318,135.0,10,0.019514032,0.00012202103,0.0050842096,34,-0.0005138587588085937,0.008083344225843841
z,2,0.3989480912685395,0.3323543310165405,2244,2254,165.0,11,0.014910368,7.1237715e-05,0.0029682382000000003,35,0.0032925531376562503,0.005241417163152275
z,3,0.471983677148819,0.3989480912685395,2170,2155,-165.0,0,0.015205555,0.00011113083,-0.004630451,36,-0.010411232873339843,0.00586015635771874
z,3,0.471983677148819,0.3989480912685395,1246,1227,-135.0,1,0.020107824,0.00024618348,-0.0102576455,37,-0.020074822626386716,0.010776329918997452
z,3,0.471983677148819,0.3989480912685395,1520,1388,-105.0,2,0.018509888999999998,0.001454484,-0.0606035,38,-0.04533777062304688,0.009782906994889764
z,3,0.471983677148819,0.3989480912685395,1421,1294,-75.0,3,0.019154308000000002,0.0014988676,-0.06245282,39,-0.05922160154296875,0.007377035726316572
z,3,0.471983677148819,0.3989480912685395,888,860,-45.0,4,0.023912773999999998,0.00051327015,-0.021386256,40,-0.0035469406245898435,0.014102726410504004
z,3,0.471983677148819,0.3989480912685395,326,343,-15.0,5,0.038639978,0.0008142396000000001,0.03392665,41,0.039280773092382815,0.019117764215659805
z,3,0.471983677148819,0.3989480912685395,321,302,15.0,6,0.040030926,0.000977226,-0.040717747,42,-0.022367580871289063,0.017524702830915197
z,3,0.471983677148819,0.3989480912685395,795,828,45.0,7,0.024813078,0.0006515156,0.027146483,43,0.03291716589453125,0.008658106713585047
z,3,0.471983677148819,0.3989480912685395,1251,1338,75.0,8,0.019633442,0.0010767544,0.04486476599999999,44,0.048736990191406246,0.009781038958799237
z,3,0.471983677148819,0.3989480912685395,1396,1457,105.0,9,0.018714236000000002,0.0006851055,0.028546062999999997,45,0.040542012232421876,0.008064425793696005
z,3,0.471983677148819,0.3989480912685395,1241,1177,135.0,10,0.020323595,0.0008481118,-0.035337992,46,-0.01536825597876953,0.010358396889807034
z,3,0.471983677148819,0.3989480912685395,2058,2133,165.0,11,0.015442485,0.0005734202,0.023892509,47,0.027406050369140626,0.005633230095818309
z,4,0.8590466380119324,0.471983677148819,1878,1930,-165.0,0,0.0162024,0.0004375582,0.018231591000000002,48,0.016520917953378907,0.008241450340649456
z,4,0.8590466380119324,0.471983677148819,1194,1197,-135.0,1,0.020450766999999998,4.020417e-05,0.0016751738000000001,49,0.010303810077695314,0.010487033475359132
z,4,0.8590466380119324,0.471983677148819,1146,1134,-105.0,2,0.02094218,0.00016864591,-0.007026913,50,0.005764809410351563,0.016229138515958766
z,4,0.8590466380119324,0.471983677148819,1302,1275,-75.0,3,0.01969701,0.00033572120000000005,-0.013988383,51,0.0016681298801171874,0.012549599819302372
z,4,0.8590466380119324,0.471983677148819,802,770,-45.0,4,0.025212348,0.00065226917,-0.027177881,52,-0.016730701237929687,0.012822989863929761
z,4,0.8590466380119324,0.471983677148819,371,324,-15.0,5,0.037777234,0.002166918,-0.09028825,53,-0.06508037377734376,0.014729488147999601
z,4,0.8590466380119324,0.471983677148819,331,336,15.0,6,0.038718216,0.00024020032000000003,0.010008346,54,0.0211925706796875,0.014675394413534484
z,4,0.8590466380119324,0.471983677148819,739,754,45.0,7,0.02587802,0.00032192958,0.013413732,55,0.012250140230937501,0.01181403259062657
z,4,0.8590466380119324,0.471983677148819,1192,1237,75.0,8,0.020283988,0.0005936280999999999,0.024734502999999998,56,0.022443247608085935,0.017371392053752283
z,4,0.8590466380119324,0.471983677148819,1129,1152,105.0,9,0.020936206000000002,0.00032309630000000003,0.013462345,57,0.017035916203710935,0.009718984181581907
z,4,0.8590466380119324,0.471983677148819,1087,1122,135.0,10,0.021271834,0.00050769374,0.021153903999999998,58,0.026051843174941407,0.01122053095091592
z,4,0.8590466380119324,0.471983677148819,1723,1816,165.0,11,0.016799342,0.0008420382000000001,0.035084926,59,0.024896495105332032,0.011939997571880728
pt,0,0.24008217453956604,0.00048771032015793025,1993,2000,-165.0,0,0.015825197,5.6173067e-05,0.0023405445,0,-0.003363684983261719,0.007928737628088094
pt,0,0.24008217453956604,0.00048771032015793025,1412,1339,-135.0,1,0.019053817,0.0008502794699999999,-0.03542831,1,-0.0279675435546875,0.005933292444160369
pt,0,0.24008217453956604,0.00048771032015793025,1228,1161,-105.0,2,0.020445008,0.0008986447999999999,-0.037443534,2,-0.03006167229394531,0.009785773890029928
pt,0,0.24008217453956604,0.00048771032015793025,1294,1210,-75.0,3,0.019963965,0.0010749155,-0.04478815,3,-0.03385858982519531,0.007896936655143844
pt,0,0.24008217453956604,0.00048771032015793025,821,841,-45.0,4,0.024526095,0.00038559237,0.016066348,4,0.003872787612851562,0.010481091095133056
pt,0,0.24008217453956604,0.00048771032015793025,493,496,-15.0,5,0.03179789,9.719734000000001e-05,0.0040498893,5,0.02952914771503906,0.01251091066885079
pt,0,0.24008217453956604,0.00048771032015793025,472,481,15.0,6,0.032390602000000004,0.00030260705,0.012608626999999999,6,0.00586854254609375,0.012559026065831222
pt,0,0.24008217453956604,0.00048771032015793025,789,850,45.0,7,0.024670257999999997,0.0011925600999999999,0.049690004,7,0.060075524062499996,0.009531203929860954
pt,0,0.24008217453956604,0.00048771032015793025,1285,1266,75.0,8,0.01979809,0.00023865612000000002,-0.009944005,8,-0.012710027619140625,0.006814033700522054
pt,0,0.24008217453956604,0.00048771032015793025,1095,1148,105.0,9,0.021104212999999997,0.0007571397,0.031547487,9,0.04012614352148437,0.0074629030482159155
pt,0,0.24008217453956604,0.00048771032015793025,1289,1290,135.0,10,0.019691296,1.2424475e-05,0.0005176865,10,0.00476279922734375,0.008372140545034408
pt,0,0.24008217453956604,0.00048771032015793025,1952,2049,165.0,11,0.015801128,0.0007768418,0.03236841,11,0.02292323109414062,0.0066450246241975645
pt,1,0.33944475650787354,0.24008217453956604,1951,2038,-165.0,0,0.01582646,0.000698851,0.029118792999999997,12,0.022901487895507812,0.007344650365254872
pt,1,0.33944475650787354,0.24008217453956604,1134,1086,-135.0,1,0.021214972999999998,0.0006928157000000001,-0.02886732,13,-0.018240377298046874,0.008980120893732088
pt,1,0.33944475650787354,0.24008217453956604,1393,1257,-105.0,2,0.019380063,0.0016444566,-0.068519026,14,-0.059613681296875,0.007137520685589701
pt,1,0.33944475650787354,0.24008217453956604,1443,1296,-75.0,3,0.01905839,0.001719708,-0.0716545,15,-0.07960084684765625,0.007055242079882795
pt,1,0.33944475650787354,0.24008217453956604,837,795,-45.0,4,0.024739072,0.0008246289,-0.034359537,16,-0.04059432909863281,0.011820441908113419
pt,1,0.33944475650787354,0.24008217453956604,207,177,-15.0,5,0.050752677,0.0025033378,-0.10430574,17,-0.081866963125,0.019234306553625957
pt,1,0.33944475650787354,0.24008217453956604,191,188,15.0,6,0.05136368,0.00025363636000000003,-0.010568181000000001,18,-0.021754843198632814,0.02217708127573323
pt,1,0.33944475650787354,0.24008217453956604,790,815,45.0,7,0.02495563,0.0004991079,0.020796161,19,0.030282805021093748,0.009860151642905818
pt,1,0.33944475650787354,0.24008217453956604,1305,1426,75.0,8,0.019101962,0.0014196885999999999,0.05915369,20,0.0518550399375,0.007760451691419402
pt,1,0.33944475650787354,0.24008217453956604,1231,1311,105.0,9,0.019816572,0.0010084256,0.04201773,21,0.028583537705078127,0.008012656535999776
pt,1,0.33944475650787354,0.24008217453956604,1102,1108,135.0,10,0.021271642,8.699382e-05,0.0036247426,22,0.0030722980014843753,0.010619094233222147
pt,1,0.33944475650787354,0.24008217453956604,1888,2031,165.0,11,0.015954984,0.0011692038,0.048716825,23,0.044803924228515625,0.007755288535029626
pt,2,0.4329158365726472,0.33944475650787354,1708,1815,-165.0,0,0.016833961,0.0009731964999999999,0.040549856,24,0.021766008030000002,0.009790354831679955
pt,2,0.4329158365726472,0.33944475650787354,1011,976,-135.0,1,0.022427505,0.0005644164,-0.02351735,25,-0.025747800295703123,0.008146975610228199
pt,2,0.4329158365726472,0.33944475650787354,1405,1363,-105.0,2,0.019003248,0.00048619736,-0.020258224,26,-0.022822345665429688,0.008738847323310676
pt,2,0.4329158365726472,0.33944475650787354,1169,1216,-75.0,3,0.020469416,0.0006314499,0.026310412000000002,27,0.013937911957089844,0.011073658562769541
pt,2,0.4329158365726472,0.33944475650787354,868,810,-45.0,4,0.024386027999999997,0.0011075553,-0.04614814,28,-0.04246302476367188,0.009090633902318472
pt,2,0.4329158365726472,0.33944475650787354,316,342,-15.0,5,0.03892977,0.0012661258,0.05275524400000001,29,0.03923566551464844,0.017849842991907564
pt,2,0.4329158365726472,0.33944475650787354,310,329,15.0,6,0.039528206,0.0009527569999999999,0.03969821,30,0.03618678716367187,0.019564867380485785
pt,2,0.4329158365726472,0.33944475650787354,756,806,45.0,7,0.025279153,0.0010256954,0.042737305,31,0.029846304029101565,0.00986410677954724
pt,2,0.4329158365726472,0.33944475650787354,1112,1180,75.0,8,0.020871406000000002,0.0009506566999999999,0.039610695,32,0.04260943361132813,0.009680724356408472
pt,2,0.4329158365726472,0.33944475650787354,1329,1349,105.0,9,0.019322935,0.00023930338,0.009970974,33,0.006957379513339844,0.008368306157988436
pt,2,0.4329158365726472,0.33944475650787354,933,982,135.0,10,0.022838208999999998,0.0008198921,0.03416217,34,0.027856273666992185,0.010705154955860647
pt,2,0.4329158365726472,0.33944475650787354,1706,1773,165.0,11,0.016948419,0.0006170918400000001,0.02571216,35,0.024101468634765623,0.006259013157153487
pt,3,0.5492591261863708,0.4329158365726472,1732,1689,-165.0,0,0.017094733,0.0004027586,-0.016781608,36,-0.023076593635742187,0.006773570991830165
pt,3,0.5492591261863708,0.4329158365726472,937,990,-135.0,1,0.022764921,0.0008812996000000001,0.036720816,37,0.018084968021582028,0.009125934964223445
pt,3,0.5492591261863708,0.4329158365726472,1398,1318,-105.0,2,0.019173395,0.0009438210000000001,-0.039325874,38,-0.018074939696953125,0.012293552589619254
pt,3,0.5492591261863708,0.4329158365726472,1105,956,-75.0,3,0.021924437999999997,0.002316529,-0.09652203,39,-0.08347592749414062,0.007572005189255848
pt,3,0.5492591261863708,0.4329158365726472,837,757,-45.0,4,0.024990712999999998,0.0016081668,-0.06700695,40,-0.042410447483398436,0.013178142934484363
pt,3,0.5492591261863708,0.4329158365726472,415,395,-15.0,5,0.03511732,0.0007911783999999999,-0.032965764,41,-0.015186917318359375,0.012184552172309116
pt,3,0.5492591261863708,0.4329158365726472,381,360,15.0,6,0.03670961,0.00090809335,-0.037837222000000004,42,-0.016714509994921876,0.017691489323362553
pt,3,0.5492591261863708,0.4329158365726472,772,773,45.0,7,0.025441082,2.0739625999999998e-05,0.00086415105,43,-0.0020852275339453123,0.00884526828274391
pt,3,0.5492591261863708,0.4329158365726472,864,915,75.0,8,0.023691561,0.0009185941,0.038274754,44,0.050231847123046874,0.01060661715350958
pt,3,0.5492591261863708,0.4329158365726472,1256,1397,105.0,9,0.019365793,0.0017029868,0.07095778,45,0.07173725846289063,0.00643532736881208
pt,3,0.5492591261863708,0.4329158365726472,932,878,135.0,10,0.02348637,0.0009559708,-0.039832115,46,-0.018004453600234373,0.0179586052298879
pt,3,0.5492591261863708,0.4329158365726472,1583,1541,165.0,11,0.017888524,0.00043079205,-0.017949668999999998,47,-0.0025165517957421875,0.007215956065155134
pt,4,1.2464019060134888,0.5492591261863708,1556,1472,-165.0,0,0.01816034,0.0008888999,-0.037037496,48,-0.02642516507871094,0.009410424069446251
pt,4,1.2464019060134888,0.5492591261863708,876,812,-135.0,1,0.024308415,0.00121489,-0.050620418,49,-0.03976260344140625,0.010494296284520843
pt,4,1.2464019060134888,0.5492591261863708,1190,1254,-105.0,2,0.020215468,0.0008390893300000001,0.034962054,50,0.030907779136523438,0.009055529376968968
pt,4,1.2464019060134888,0.5492591261863708,808,760,-75.0,3,0.025232712,0.0009808997,-0.04087082,51,-0.0320674893578125,0.012622278361884367
pt,4,1.2464019060134888,0.5492591261863708,867,779,-45.0,4,0.024585322000000003,0.0017130982999999998,-0.071379095,52,-0.06678556260546875,0.007566149297751357
pt,4,1.2464019060134888,0.5492591261863708,383,400,-15.0,5,0.035722066000000004,0.0006956913,0.028987138,53,-0.017615890356835938,0.018610980732200626
pt,4,1.2464019060134888,0.5492591261863708,414,394,15.0,6,0.03516066,0.0007931367,-0.033047362999999996,54,-0.031635111894335946,0.013101786816045577
pt,4,1.2464019060134888,0.5492591261863708,773,789,45.0,7,0.025299905,0.00032822252,0.013675938,55,0.015362943355117186,0.012370203669315244
pt,4,1.2464019060134888,0.5492591261863708,683,713,75.0,8,0.026753368,0.0006885972000000001,0.02869155,56,0.021273115696562497,0.009669523820776113
pt,4,1.2464019060134888,0.5492591261863708,1175,1168,105.0,9,0.020659052,9.573157e-05,-0.0039888154999999995,57,0.010666636221093751,0.008401155536437258
pt,4,1.2464019060134888,0.5492591261863708,843,823,135.0,10,0.02449665,0.00038466655,-0.016027773000000002,58,-0.010468191497226564,0.00810001301654814
pt,4,1.2464019060134888,0.5492591261863708,1410,1426,165.0,11,0.018777361,0.00018077702000000002,0.0075323754,59,0.0025199990841406252,0.008473549064745435
q2,0,1.3370875120162964,1.0000007152557373,1794,1727,-165.0,0,0.016847163000000002,0.0006097308400000001,-0.025405452000000002,0,-0.018073263340351562,0.006537837335863153
