axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index
x,0,0.1780274361371994,0.10681463778018951,2192,2163,-165.0,0,0.015152656,0.0002133729,-0.008890538,0
x,0,0.1780274361371994,0.10681463778018951,1045,1100,-135.0,1,0.02157902,0.0008216083,0.034233678,1
x,0,0.1780274361371994,0.10681463778018951,1823,1697,-105.0,2,0.016835738,0.0011469838,-0.047790993,2
x,0,0.1780274361371994,0.10681463778018951,1051,1085,-75.0,3,0.02163223,0.00051004335,0.021251805,3
x,0,0.1780274361371994,0.10681463778018951,1160,1128,-45.0,4,0.020902405,0.00044814998,-0.018672915,4
x,0,0.1780274361371994,0.10681463778018951,509,525,-15.0,5,0.031091884,0.00049582554,0.020659396,5
x,0,0.1780274361371994,0.10681463778018951,524,500,15.0,6,0.031234697,0.00075100135,-0.031291723,6
x,0,0.1780274361371994,0.10681463778018951,1119,1169,45.0,7,0.02089715,0.0007002343,0.02917643,7
x,0,0.1780274361371994,0.10681463778018951,1289,1374,75.0,8,0.01936064,0.0010227681,0.042615335,8
x,0,0.1780274361371994,0.10681463778018951,1987,2134,105.0,9,0.015559858,0.0011429945,0.04762477,9
x,0,0.1780274361371994,0.10681463778018951,1203,1189,135.0,10,0.020445896,0.00018754102,-0.007814209,10
x,0,0.1780274361371994,0.10681463778018951,2306,2287,165.0,11,0.0147552015,0.0001325521,-0.005523004,11
x,1,0.2277451455593109,0.1780274361371994,2299,2214,-165.0,0,0.014880926,0.0006035079,-0.025146164,12
x,1,0.2277451455593109,0.1780274361371994,1153,1260,-135.0,1,0.020321647,0.001420875,0.05920312,13
x,1,0.2277451455593109,0.1780274361371994,1658,1536,-105.0,2,0.017671242,0.0012239238,-0.05099682,14
x,1,0.2277451455593109,0.1780274361371994,1284,1220,-75.0,3,0.01997238,0.0008189833,-0.034124304,15
x,1,0.2277451455593109,0.1780274361371994,1035,984,-45.0,4,0.022242557,0.0008094001,-0.033725005,16
x,1,0.2277451455593109,0.1780274361371994,495,452,-15.0,5,0.032435864,0.0014549494,-0.06062289,17
