axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index,sys_1,sys_10,sys_11,sys_12,sys_13,sys_2,sys_3,sys_4,sys_5,sys_6,sys_7,sys_8,sys_9,sys_total
x,1,0.15212603509426117,0.13496745675802233,8006,7772,-135.0,1,0.007959557,0.00047521852,-0.019800771,13,-0.0002472754567861557,-0.001501709222793579,-2.5004148483276367e-05,-0.005543450824916363,0.006112058646976948,-5.082227289676666e-05,0.0002464279532432556,-0.002894539386034012,-0.0031836368143558502,-0.000913664698600769,0.00039664842188358307,-0.005078103393316269,-0.0027396883815526962,0.011102538440240058
x,1,0.15212603509426117,0.13496745675802233,14331,14212,-105.0,2,0.0059189335,0.00013359086,-0.005566286,14,0.0005808654241263866,-0.0028866310603916645,-0.0018872348591685295,0.0010937713086605072,-0.002005455084145069,8.639553561806679e-05,0.0017919372767210007,-0.0015874342061579227,0.0032318662852048874,-0.0006405478343367577,0.0008697095327079296,0.0006346697919070721,-0.0025628809817135334,0.006463060885582205
x,1,0.15212603509426117,0.13496745675802233,7528,7524,-75.0,3,0.0081508495,8.515207e-06,-0.0003548003,15,0.0012428979389369488,0.0008780630305409431,0.011466891504824162,-0.0024942681193351746,-0.00048517240793444216,-8.987213368527591e-05,-0.0031352166552096605,-0.0019373459508642554,0.004765106365084648,-0.0063164327293634415,-0.0001652473583817482,0.004082803148776293,0.001133891404606402,0.0153114005020677
x,1,0.15212603509426117,0.13496745675802233,6438,6140,-45.0,4,0.008912033,0.00075916137,-0.031631723,16,0.001113656908273697,-0.0003351401537656784,-0.00022002682089805603,-0.0026097632944583893,9.858235716819763e-05,-0.0001798868179321289,0.0015251785516738892,0.00032075121998786926,-0.0054551176726818085,-0.0012062117457389832,-0.004327129572629929,-0.005360571667551994,-0.000624876469373703,0.009473460863732939
x,1,0.15212603509426117,0.13496745675802233,2463,2477,-15.0,5,0.014227658,9.0809335e-05,0.0037837224,17,0.001369269099086523,-0.004752227570861578,0.0003910025116056204,0.001460888423025608,-0.004689429420977831,-0.00025916704908013344,0.004258745349943638,0.0011763878865167499,0.008778219111263752,-0.0017639361321926117,0.004580301232635975,-0.00356448907405138,-0.0036939899437129498,0.01399368657135192
x,1,0.15212603509426117,0.13496745675802233,2474,2497,15.0,6,0.014183057,0.00014825641,0.0061773504,18,0.0016422728076577187,-0.004026325885206461,-0.00975846778601408,0.0043741874396800995,0.0030551105737686157,-0.0005324059166014194,-0.003479134291410446,0.003699997439980507,-0.00810285098850727,-0.0003424626775085926,-0.00154845230281353,0.002213909290730953,-0.002222646027803421,0.01570648947481021
x,1,0.15212603509426117,0.13496745675802233,6530,6645,45.0,7,0.008711545,0.00027968982,0.011653743,19,-0.00013266876339912415,0.003768692724406719,-0.0025991182774305344,0.002787139266729355,-0.0010959310457110405,-0.0003876006230711937,0.0038836905732750893,0.0001784311607480049,-0.006326372269541025,0.0016168616712093353,-0.004266731441020966,0.0013688048347830772,0.000425645150244236,0.010397471886382697
x,1,0.15212603509426117,0.13496745675802233,7457,7357,75.0,8,0.008215731,0.0002163003,-0.009012512,20,-0.0007883124053478241,-0.00021265912801027298,-0.004464724566787481,0.0014521265402436256,-0.00935287494212389,-0.0003773914650082588,-0.0029928069561719894,0.004747513681650162,0.005425635725259781,0.0030032452195882797,0.004326201044023037,-0.0014764019288122654,0.0016549290157854557,0.01427988599333812
x,1,0.15212603509426117,0.13496745675802233,14143,14850,105.0,9,0.005869798,0.00078136806,0.032557003,21,0.0009548850357532501,-0.000562671571969986,0.00330376997590065,-0.0003948882222175598,0.006250638514757156,0.0004430152475833893,0.001941736787557602,-0.0008744634687900543,0.0014722049236297607,0.0006645284593105316,-0.001909930258989334,-0.0006682686507701874,0.0027456283569335938,0.008387066651808226
x,1,0.15212603509426117,0.13496745675802233,7888,7911,135.0,10,0.00795581,4.6647423e-05,0.0019436426,22,0.001033324166201055,0.0018795724026858807,-0.004719993099570274,0.002184855518862605,0.0004146834835410118,0.0005969837075099349,0.0009591837879270315,0.0027089028153568506,0.00044540921226143837,0.00027418858371675014,0.001692768419161439,-0.0028762612491846085,0.0047498103231191635,0.008626217608790185
x,1,0.15212603509426117,0.13496745675802233,19350,19624,165.0,11,0.0050651627,0.00022527085,0.009386285,23,-0.0006593950092792511,0.0013858769088983536,0.0031632184982299805,-0.0004341639578342438,0.0004192078486084938,0.00019211787730455399,-0.0008560819551348686,0.0003275154158473015,0.003235730342566967,-0.003183026798069477,-0.0017314422875642776,-0.003626038320362568,-0.0012445398606359959,0.007204111989898495
x,2,0.16854384988546373,0.15212603509426117,20081,19895,-165.0,0,0.0050014043,0.00014908813,-0.006212005,24,0.0005669919773936272,0.00011746352538466454,0.0026759945321828127,0.0007483484223484993,-0.001576751470565796,0.00011828076094388962,-0.00015915744006633759,-0.0006907526403665543,-0.0014334078878164291,-0.0009909020736813545,-0.002465058583766222,-0.0008328207768499851,-0.003136992221698165,0.005541319795698379
x,2,0.16854384988546373,0.15212603509426117,8491,8480,-135.0,1,0.007676197,2.0768957e-05,-0.0008653732,25,0.0014994280645623803,-0.003215927630662918,0.0035646571777760983,0.0026736450381577015,0.005186289548873901,-2.7518835850059986e-06,0.0008672105614095926,-0.001607795711606741,-1.612922642379999e-05,0.0022384277544915676,0.0016129098366945982,0.0012679639039561152,-0.0012585400836542249,0.008572295748895224
x,2,0.16854384988546373,0.15212603509426117,13481,13545,-105.0,2,0.0060828477,7.588005e-05,0.0031616688,26,-0.000628344714641571,-0.002335855271667242,0.005299161188304424,0.00031432765536010265,-0.00021303724497556686,-0.0005354431923478842,9.91160050034523e-05,0.002434160327538848,-0.003868277184665203,0.0003631624858826399,-0.0006180936470627785,0.002399120246991515,-0.0008142609149217606,0.007886335447463996
x,2,0.16854384988546373,0.15212603509426117,8188,7843,-75.0,3,0.007894786,0.0006895851,-0.028732713,27,0.00022860243916511536,-0.0074266232550144196,-0.001026267185807228,-0.0005050152540206909,0.0019305087625980377,-0.0001758430153131485,0.0023247189819812775,0.0017104316502809525,0.0025903377681970596,-0.0058210380375385284,0.001104883849620819,0.0022736433893442154,0.0012332312762737274,0.010821661238747055
x,2,0.16854384988546373,0.15212603509426117,5954,5823,-45.0,4,0.009213715,0.00035642326,-0.014850969,28,-0.0007661208510398865,-0.002640306018292904,-0.005923203192651272,-0.002551392652094364,-0.001957233063876629,-0.001163954846560955,-0.003287205472588539,0.0005088178440928459,-0.003470637835562229,5.7758763432502747e-05,-0.0008520055562257767,0.003370181657373905,-0.00663579348474741,0.0115571934840609
x,2,0.16854384988546373,0.15212603509426117,2188,2259,-15.0,5,0.014992282,0.0005115883,0.02131618,29,-0.00023008137941360474,-0.0008477773517370224,0.0032836785539984703,0.000775972381234169,-0.0017173774540424347,0.000649740919470787,0.004397435113787651,-0.0006783176213502884,-0.003933591768145561,-0.011733491905033588,-0.006811076775193214,-0.0026194993406534195,0.0007236860692501068,0.0155643722155181
x,2,0.16854384988546373,0.15212603509426117,2225,2287,15.0,6,0.014884777,0.00044030338,0.018345974,30,-0.001690613105893135,0.005618896335363388,0.0008353423327207565,0.00030002929270267487,0.006018839776515961,-0.0011148229241371155,0.0062682777643203735,-0.0010430756956338882,0.001511620357632637,-0.004080420359969139,0.0034167245030403137,0.006074710749089718,-0.0016873124986886978,0.013543431080727433
x,2,0.16854384988546373,0.15212603509426117,6131,6002,45.0,7,0.009077623,0.0003406834,-0.01419514,31,-0.0006423639133572578,0.0012244200333952904,-0.005122239701449871,-0.0007893107831478119,-0.0019908826798200607,0.0005137315019965172,-0.00038963090628385544,-0.0007430193945765495,0.0007745968177914619,0.0015951916575431824,-0.000267544761300087,0.002020813524723053,-0.0016213366761803627,0.006605471037301123
x,2,0.16854384988546373,0.15212603509426117,7964,8069,75.0,8,0.007897252,0.00020984757,0.008743648,32,0.00032381806522607803,0.0012014694511890411,-0.0011206604540348053,-0.0031733885407447815,0.0037111006677150726,-0.00023016799241304398,-0.0020870082080364227,0.0031065447255969048,0.004359441809356213,0.0041032107546925545,0.0011518951505422592,-0.0003437511622905731,-0.001027942169457674,0.008890944512155217
x,2,0.16854384988546373,0.15212603509426117,13804,14072,105.0,9,0.0059889266,0.0003080589,0.012835788,33,-0.00041118357330560684,0.0013921605423092842,-0.003821861930191517,0.002064211294054985,-0.0033504199236631393,-6.343703716993332e-05,-0.0003389129415154457,0.0008608456701040268,0.002625533379614353,0.0013691596686840057,-0.0012674005702137947,0.002203124575316906,0.0003215726464986801,0.006956402069406118
x,2,0.16854384988546373,0.15212603509426117,8606,8500,135.0,10,0.0076455884,0.00019855774,-0.008273239,34,-0.00045018270611763,0.003720284439623356,-0.0031746551394462585,-0.006104754749685526,0.005581607110798359,0.00012668967247009277,-0.0019144928082823753,-0.0019279983825981617,-0.007010849192738533,0.0025063171051442623,-0.0020031072199344635,-0.0008379616774618626,-0.00171637162566185,0.01276858163529488
x,2,0.16854384988546373,0.15212603509426117,19616,19899,165.0,11,0.005030361,0.00022948475,0.009561865,35,-0.00024588219821453094,0.0026724478229880333,-0.0005047312006354332,0.0001962464302778244,-4.62215393781662e-06,-0.0006195865571498871,-0.0005936641246080399,-0.00046079978346824646,-0.0033486164174973965,0.003833046182990074,-0.0026631392538547516,0.0021667229011654854,0.0006007691845297813,0.006818928174507217
x,3,0.1850546360015869,0.16854384988546373,19917,19996,-165.0,0,0.005005429,6.342232e-05,0.0026425966,36,0.00011688540689647198,0.0010457998141646385,0.002928023226559162,8.113333024084568e-05,0.0019414902199059725,0.00031017675064504147,0.0038385363295674324,-0.0005306953098624945,-0.00033413968048989773,-0.0014757175231352448,-0.0006350092589855194,0.0012221835786476731,3.1068455427885056e-05,0.0057233015716586805
x,3,0.1850546360015869,0.16854384988546373,9169,9022,-135.0,1,0.007413895,0.00025893468,-0.010788945,37,0.0013327635824680328,0.003375682048499584,0.00053358543664217,-0.0015880987048149109,0.0002461550757288933,0.00040134135633707047,0.0013771355152130127,-0.00344646442681551,-0.0026771165430545807,-0.003951936960220337,-0.004340009763836861,-0.0009593898430466652,0.0008465470746159554,0.008557573239257694
x,3,0.1850546360015869,0.16854384988546373,13527,12898,-105.0,2,0.0061485553,0.00076271995,-0.031779997,38,-0.0008138678967952728,6.290152668952942e-05,-0.004718353971838951,-0.0020358972251415253,-0.002710435539484024,-0.00020759180188179016,-0.0011357851326465607,-0.0008063241839408875,0.003722492605447769,-0.00028876401484012604,-0.0034174900501966476,-0.002885708585381508,0.00014337897300720215,0.008388757158493434
x,3,0.1850546360015869,0.16854384988546373,8692,8427,-75.0,3,0.0076413136,0.0004960174,-0.02066739,39,-0.00029025226831436157,-0.0007444377988576889,-0.0013308394700288773,0.00020565837621688843,0.0006102230399847031,-0.0004815850406885147,-0.0034354068338871002,0.0008412059396505356,0.0006285775452852249,-0.003567129373550415,-0.002481803297996521,-0.0017778407782316208,-0.0023947823792696,0.006613650786087972
x,3,0.1850546360015869,0.16854384988546373,5597,5441,-45.0,4,0.009516505,0.00045285965,-0.018869152,40,0.00038191676139831543,-0.00195867195725441,0.0014473628252744675,-0.0014221183955669403,-0.0002820827066898346,0.0004163868725299835,-0.0033600497990846634,-0.002313189208507538,-0.0007863938808441162,0.002932511270046234,-0.0008406378328800201,-0.0005560349673032761,-0.00367041677236557,0.006978474589339311
x,3,0.1850546360015869,0.16854384988546373,2142,2207,-15.0,5,0.0151606845,0.0004789094,0.019954558,41,-0.001141456887125969,0.0002638529986143112,-0.0016096048057079315,0.004443857818841934,-0.0022652242332696915,-0.0002143029123544693,0.0017136186361312866,-0.016154877841472626,-0.00523662194609642,0.006349585950374603,-0.012669414281845093,-0.00116766057908535,-0.002582857385277748,0.023002023140065497
x,3,0.1850546360015869,0.16854384988546373,2200,2199,15.0,6,0.01507728,7.2840926e-06,-0.00030350385,42,0.00030502935987897217,0.0004208744503557682,0.005135498940944672,0.0005793130258098245,0.0006282147951424122,-6.902555469423532e-07,0.003377381479367614,0.0024896375834941864,-0.0005782069638371468,3.763532731682062e-05,0.0001977120991796255,-0.000303503853501752,0.0010750822257250547,0.006826531519995516
x,3,0.1850546360015869,0.16854384988546373,5600,5765,45.0,7,0.009378507,0.00046520453,0.019383522,43,-0.0003750324249267578,-0.0007656682282686234,-0.004728993400931358,3.958120942115784e-06,-0.0022132955491542816,-5.7600438594818115e-05,-0.0006895512342453003,-0.0020315591245889664,-0.0017677582800388336,0.0008845403790473938,-0.0033360030502080917,-7.168389856815338e-05,-0.0019656438380479813,0.007176363385257281
x,3,0.1850546360015869,0.16854384988546373,8234,8560,75.0,8,0.0077139535,0.0006220036,0.025916815,44,0.0010364316403865814,-0.002750994637608528,0.0012358464300632477,0.0008049644529819489,-0.0023490935564041138,0.002079905942082405,0.003277357667684555,0.0008647330105304718,-0.002572370693087578,0.0007271766662597656,0.00035085901618003845,0.002163996919989586,-0.0017175842076539993,0.006859481689795589
x,3,0.1850546360015869,0.16854384988546373,13033,13565,105.0,9,0.006129437,0.00064090267,0.026704278,45,3.168173134326935e-05,-0.001608479768037796,-0.0007311347872018814,-0.0009723249822854996,-0.003994610160589218,0.0005863085389137268,8.744746446609497e-05,-0.001721549779176712,0.004526713863015175,-0.0010541006922721863,-0.0004958603531122208,0.00018173083662986755,0.005517924204468727,0.008698786775391546
x,3,0.1850546360015869,0.16854384988546373,8859,9032,135.0,10,0.0074756076,0.00030984243,0.012910102,46,0.0007476592436432838,-0.0008026957511901855,-0.00032942555844783783,-0.0027309730648994446,0.0006383275613188744,0.00042869430035352707,-0.0011597415432333946,0.0016219643875956535,0.002653190866112709,0.0010395599529147148,-6.789807230234146e-05,0.0032329894602298737,0.0036044465377926826,0.006701196326290345
x,3,0.1850546360015869,0.16854384988546373,19469,19779,165.0,11,0.0050473926,0.00025308918,0.010545382,47,-0.00032032374292612076,0.003979234024882317,-0.0008231876417994499,-0.0018381038680672646,0.0008504418656229973,0.0003423178568482399,0.0011261506006121635,-0.0011332770809531212,-0.0007503321394324303,-0.000243503600358963,-0.0005144206807017326,0.0023110006004571915,-0.0011610537767410278,0.005564335544811934
x,4,0.20253169536590576,0.1850546360015869,20250,19577,-165.0,0,0.0050095725,0.00054146064,-0.02256086,48,-0.0006676185876131058,-0.0013916846364736557,-0.0008291639387607574,-0.000573236495256424,0.0008606966584920883,-2.7842819690704346e-05,-0.00037098489701747894,-0.0016178339719772339,-0.00020465999841690063,0.0003951936960220337,0.0020056068897247314,0.002333957701921463,-0.0028109215199947357,0.004946146505348566
x,4,0.20253169536590576,0.1850546360015869,9670,9314,-135.0,1,0.007255544,0.0006008855,-0.025036896,49,-0.0001944899559020996,0.001017160713672638,0.0029356777667999268,0.0009545311331748962,-0.0004683714359998703,0.0003880169242620468,-0.0013452358543872833,0.00038094818592071533,-0.002781914547085762,-0.0009002778679132462,-0.00019211135804653168,0.00246286578476429,0.0004495754837989807,0.005270746380253664
x,4,0.20253169536590576,0.1850546360015869,12762,12416,-105.0,2,0.0063010985,0.00044033607,-0.018347336,50,-0.0005586873739957809,0.0028743166476488113,-0.00022611208260059357,-0.000819062814116478,0.0026187971234321594,-0.00028748251497745514,0.0009758118540048599,0.0006098542362451553,-0.0006010271608829498,0.0004750862717628479,0.001645175740122795,-0.000704662874341011,0.001633932814002037,0.0049010737508171556
x,4,0.20253169536590576,0.1850546360015869,9045,8616,-75.0,3,0.0075207967,0.0007783437,-0.032430988,51,-0.00014878064393997192,0.0037945806980133057,-0.0016356203705072403,0.0015827566385269165,-0.002259567379951477,-0.001813940703868866,0.00023909658193588257,0.0007494427263736725,0.0048096198588609695,0.00018963590264320374,-9.433925151824951e-05,0.0005656518042087555,0.000178653746843338,0.0072211766427522335
x,4,0.20253169536590576,0.1850546360015869,5512,5217,-45.0,4,0.009647784,0.00088103296,-0.036709707,52,-0.00014369934797286987,0.006501920521259308,-0.003535974770784378,0.0013036876916885376,0.0008622333407402039,0.0008263029158115387,-0.0009104534983634949,0.0013785995543003082,0.0005818493664264679,0.0015281252562999725,0.00017944350838661194,-0.0002940371632575989,-0.0034134648740291595,0.00866591830375113
x,4,0.20253169536590576,0.1850546360015869,2206,2153,-15.0,5,0.015144304,0.00038959953,-0.016233314,53,0.0002512931823730469,0.0006545335054397583,0.005433385260403156,0.0011681653559207916,-0.007143763825297356,-0.0010155774652957916,-0.0009682970121502876,-0.002354375086724758,0.005058896727859974,-0.006239272654056549,0.004810640588402748,0.0015765316784381866,-0.0018246686086058617,0.013542576500884619
x,4,0.20253169536590576,0.1850546360015869,2149,2222,15.0,6,0.015121735,0.00053514494,0.022297706,54,0.0013190489262342453,-0.004598764702677727,-0.0042294468730688095,0.008287808857858181,0.002994932234287262,0.0004622992128133774,-0.007947511970996857,0.003356233239173889,-0.023153068497776985,0.007963431999087334,0.014464902691543102,0.000718219205737114,0.0014309920370578766,0.031691527702087476
x,4,0.20253169536590576,0.1850546360015869,5414,5619,45.0,7,0.009517427,0.0005953737,0.024807237,55,-0.0007464084774255753,-0.0014417767524719238,-0.009671160951256752,0.003161890432238579,-0.0010520853102207184,-0.0008675046265125275,0.0018233731389045715,0.0010907873511314392,0.0014430172741413116,0.0003646407276391983,-0.005611717700958252,-0.000402325764298439,0.0003803372383117676,0.012105860778988127
x,4,0.20253169536590576,0.1850546360015869,8566,8800,75.0,8,0.0075871698,0.00043176307,0.017990127,56,-0.0004376079887151718,0.0010314900428056717,-0.002228016033768654,-0.001363709568977356,0.0032557304948568344,-0.0005339700728654861,-0.0038331877440214157,0.0004935711622238159,0.004018181934952736,0.00021808966994285583,-0.0034796958789229393,-0.00034394674003124237,0.0028129201382398605,0.008380544684135984
x,4,0.20253169536590576,0.1850546360015869,12738,12878,105.0,9,0.0062478813,0.0001751242,0.0072968416,57,-0.0008557983674108982,0.0029483139514923096,9.761657565832138e-05,-0.00033354898914694786,0.0038275495171546936,0.0008087255991995335,0.000402884092181921,0.0022929906845092773,-0.0032222107984125614,0.0020558619871735573,0.00026602204889059067,0.0024341600947082043,-0.0015517794527113438,0.0072995313346144045
x,4,0.20253169536590576,0.1850546360015869,9434,9390,135.0,10,0.0072885635,7.4897995e-05,-0.0031207497,58,-0.000803434057161212,0.0004189049359411001,-0.00106080062687397,0.0025928057730197906,-5.8940378949046135e-05,-0.0006537800654768944,-0.003430456854403019,-0.0014456084463745356,-0.008987316861748695,0.007384325377643108,-0.00541042210534215,-0.00042541767470538616,0.0008847985882312059,0.013729322251393842
x,4,0.20253169536590576,0.1850546360015869,19499,19915,165.0,11,0.0050365324,0.00033819897,0.014091623,59,0.0003001773729920387,-0.001699807122349739,0.00016336794942617416,0.0015622293576598167,-0.0026948777958750725,0.0006333822384476662,-0.000795876607298851,-0.00035373400896787643,0.0008242642506957054,-0.00013319123536348343,-0.0003153374418616295,-0.0023811599239706993,0.0006769681349396706,0.004559998320257255
x,5,0.22168179452419284,0.20253169536590576,19959,19920,-165.0,0,0.0050075753,3.1336447e-05,-0.0013056853,60,6.246019620448351e-05,0.0013460754416882992,0.0005462062545120716,0.00017803057562559843,0.0025226622819900513,-0.0004079313948750496,-0.00043559703044593334,-0.000377718941308558,-0.0011289076646789908,-0.001773974858224392,0.0024049412459135056,-0.0024717231281101704,0.001937156543135643,0.0053921849297419
x,5,0.22168179452419284,0.20253169536590576,9927,9758,-135.0,1,0.0071269507,0.00027509374,-0.01146224,61,-0.00031494908034801483,-0.0028002550825476646,0.00015562865883111954,0.0015513347461819649,0.0002706581726670265,-0.0011813603341579437,0.0009776568040251732,0.0007820399478077888,0.000979018397629261,-0.0008431216701865196,-0.0038656555116176605,0.0006831362843513489,0.0036432724446058273,0.006615170565710337
x,5,0.22168179452419284,0.20253169536590576,12605,11891,-105.0,2,0.006384447,0.000933969,-0.038915373,62,8.149445056915283e-05,-0.002271566540002823,-0.0014666169881820679,0.00034479424357414246,0.0006696246564388275,0.00021710246801376343,-0.0023215413093566895,3.345683217048645e-05,-0.002274826169013977,0.0004298798739910126,0.00047519057989120483,0.0010657049715518951,-0.0007004141807556152,0.004531495606073305
x,5,0.22168179452419284,0.20253169536590576,9154,8719,-75.0,3,0.0074760444,0.0007798682,-0.032494508,63,0.00033972784876823425,0.0008747316896915436,0.00038161501288414,-0.0001561194658279419,-0.0032861456274986267,0.0004635751247406006,0.0013319626450538635,-2.5056302547454834e-05,0.007157402113080025,0.0012225806713104248,0.0030243881046772003,0.001066066324710846,-0.0032965652644634247,0.009365514027474285
x,5,0.22168179452419284,0.20253169536590576,5294,5164,-45.0,4,0.00977723,0.0003983127,-0.016596362,64,-0.0008224491029977798,-0.0035040732473134995,-0.0005767103284597397,0.0013693124055862427,0.0004330407828092575,-8.794665336608887e-05,0.0003381837159395218,-0.00017542950809001923,-0.005640110000967979,0.005651426501572132,-0.0035454295575618744,-0.0014690747484564781,-0.007047154009342194,0.011985118235099674
x,5,0.22168179452419284,0.20253169536590576,2172,2066,-15.0,5,0.015352434,0.0008014461,-0.033393588,65,0.00019753724336624146,-7.914751768112183e-05,-0.00293876975774765,-0.004881415516138077,0.008182724937796593,-0.001148127019405365,0.005731765180826187,-0.005330175161361694,0.0020437147468328476,0.0005752630531787872,0.00753224641084671,0.001960884779691696,0.00034478306770324707,0.015074990243614165
x,5,0.22168179452419284,0.20253169536590576,2291,2225,15.0,6,0.014877856,0.00046829486,-0.019512286,66,-0.0006537996232509613,-0.0003121122717857361,-0.0030222665518522263,-0.0009206291288137436,0.000477425754070282,0.003382498398423195,-0.0007526185363531113,0.0010569635778665543,-0.012443358078598976,0.008688698522746563,0.0030091628432273865,-0.0014702118933200836,-0.0016607549041509628,0.016375734845325434
x,5,0.22168179452419284,0.20253169536590576,5307,5271,45.0,7,0.009722853,0.00010905067,-0.004543778,67,-0.0012808823958039284,0.005534447729587555,-0.002460816875100136,0.003274062182754278,-0.0022758347913622856,0.0006039291620254517,-0.0013377191498875618,0.003694585058838129,-0.0001827743835747242,0.0012337181251496077,0.0015077916905283928,-0.0008025187999010086,0.004603167064487934,0.009782206605947528
