axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index,sys_1,sys_10,sys_11,sys_2,sys_3,sys_4,sys_5,sys_6,sys_7,sys_8,sys_9,sys_total
x,1,0.16647763550281525,0.1432223439216614,9407,9504,75.0,8,0.0072716433,0.00020544551,0.006848184,20,0.0013058972544968128,-0.0008248714730143547,-0.000267696101218462,-0.0008619795553386211,-0.0034238684456795454,-0.0009822244755923748,0.0008119125850498676,0.0032869670540094376,0.005891985725611448,0.0007179249078035355,0.0030733300372958183,0.008486914311962955
x,1,0.16647763550281525,0.1432223439216614,16566,17370,105.0,9,0.0054256567,0.0009489313,0.031631045,21,-0.003745095804333687,0.0012554079294204712,0.00044699758291244507,-0.0003290325403213501,-0.001051340252161026,0.0018488895148038864,0.0007304511964321136,0.0011573582887649536,-0.002285495400428772,0.000504547730088234,0.0006873011589050293,0.005315735823728239
x,1,0.16647763550281525,0.1432223439216614,9625,9560,135.0,10,0.007219625,0.00013570346,-0.004523449,22,0.0026834732852876186,0.00023906957358121872,-1.5587080270051956e-05,0.00030721351504325867,-0.004025345202535391,-5.4698437452316284e-05,-0.0011976384557783604,-4.1186343878507614e-05,0.00021313317120075226,0.00018140953034162521,0.003969141282141209,0.006389652105008479
x,1,0.16647763550281525,0.1432223439216614,23370,23492,165.0,11,0.004619415,0.00010427457,0.0034758192,23,0.0005035684444010258,-0.00043599470518529415,0.0009592745918780565,0.0004567371215671301,0.002339666709303856,0.0007905152160674334,-0.0007665348239243031,0.001600700430572033,0.0016065797535702586,0.0014809120912104845,-4.179636016488075e-05,0.003949329979422543
x,2,0.18857827484607698,0.16647763550281525,23579,23458,-165.0,0,0.004610814,0.0001030351,-0.0034345032,24,-0.0014304444193840027,-0.0004888558760285378,0.0008241236209869385,-3.792787902057171e-05,0.0037342978175729513,-0.0021530890371650457,-0.00039705121889710426,-0.0015007061883807182,0.0038328056689351797,-0.0006227244157344103,0.001046833349391818,0.006334852480751597
x,2,0.18857827484607698,0.16647763550281525,10518,10270,-135.0,1,0.0069348738,0.00047783548,-0.01592785,25,-0.0042742770165205,-0.0012715449556708336,0.0013657640665769577,0.0009385067969560623,-0.001369016245007515,0.0005994699895381927,-0.0011731600388884544,-0.004361758008599281,0.002235904335975647,-0.003285672515630722,0.0016834717243909836,0.007993508200911461
x,2,0.18857827484607698,0.16647763550281525,16344,15494,-105.0,2,0.0056008124,0.001069332,-0.0356444,26,-0.0008584111928939819,-0.00026248395442962646,2.139061689376831e-05,0.00075564906001091,-0.00032462552189826965,0.0007932372391223907,-0.0032070018351078033,-0.002050347626209259,-0.0017577670514583588,-0.0007883347570896149,-0.0037081390619277954,0.005836277569436965
x,2,0.18857827484607698,0.16647763550281525,11015,10547,-75.0,3,0.006807271,0.0008693531,-0.028978439,27,0.0031051579862833023,0.0007366836071014404,0.0010241586714982986,0.0003675278276205063,-0.0030630305409431458,-0.002874402329325676,-0.00080893374979496,-0.0029537100344896317,-0.003932593390345573,0.002195732668042183,0.00031469762325286865,0.007666640430305527
x,2,0.18857827484607698,0.16647763550281525,6854,6563,-45.0,4,0.008629589,0.00086871436,-0.028957145,28,-0.0010587126016616821,-0.0008125454187393188,0.0010833032429218292,-0.0016016364097595215,0.0018856711685657501,-0.004902264103293419,-0.0011158231645822525,0.0040947385132312775,-0.002513868734240532,-0.0011602137237787247,-0.00016260333359241486,0.007668888654708254
x,2,0.18857827484607698,0.16647763550281525,2610,2652,-15.0,5,0.013784783,0.00031969647,0.01065655,29,-0.008229561150074005,-0.004140271805226803,0.001472732052206993,-0.003929503262042999,-0.002020884770900011,-0.004900818690657616,0.006956808269023895,0.01165327150374651,0.000859549269080162,-0.004554441198706627,0.00899919681251049,0.020426519108861
x,2,0.18857827484607698,0.16647763550281525,2598,2643,15.0,6,0.013812249,0.00034390445,0.011463482,30,-0.004119487479329109,0.0017667394131422043,-0.001870919018983841,0.0009336099028587341,-0.008966423571109772,0.004144727718085051,-0.0030995961278676987,0.0005419664084911346,0.004883867222815752,0.0028908029198646545,0.0005639754235744476,0.012824477485653728
x,2,0.18857827484607698,0.16647763550281525,6582,7020,45.0,7,0.008566371,0.0012897656,0.042992186,31,-0.00876595824956894,-0.0035005509853363037,-0.0020719915628433228,-0.0002500079572200775,-0.004248078912496567,0.0009066164493560791,0.0005770325660705566,0.001494869589805603,-4.145503044128418e-05,-0.004082024097442627,-0.00015766918659210205,0.011470691460379202
x,2,0.18857827484607698,0.16647763550281525,10041,10644,75.0,8,0.006947732,0.0011676191,0.038920637,32,0.0001703798770904541,0.001937270164489746,0.00017196312546730042,0.00133606418967247,0.0014308840036392212,-0.000758051872253418,-0.00016938894987106323,0.0016515962779521942,0.0023832805454730988,0.0021346770226955414,-0.0005172155797481537,0.00463460920557016
x,2,0.18857827484607698,0.16647763550281525,15655,16493,105.0,9,0.005573909,0.0010440696,0.03480232,33,0.0011618025600910187,0.0023003965616226196,-5.1040202379226685e-05,-0.00033283233642578125,0.0015953034162521362,0.002606254070997238,-0.0006237104535102844,-0.0019431784749031067,0.001773778349161148,-0.0012427568435668945,0.0008373744785785675,0.005064526908309292
x,2,0.18857827484607698,0.16647763550281525,10256,10539,135.0,10,0.006933441,0.0005450884,0.018169614,34,0.002657013013958931,-0.001656845211982727,-0.0010122675448656082,0.0012743230909109116,0.0007455814629793167,0.002925179898738861,-0.0018260404467582703,0.0033731888979673386,0.005855497904121876,0.0010634232312440872,-0.0022427141666412354,0.008759356532012172
x,2,0.18857827484607698,0.16647763550281525,23185,23805,165.0,11,0.004612431,0.0005284765,0.017615883,35,-0.0012357737869024277,-0.001050977036356926,-0.000940077006816864,0.0008620545268058777,-0.005571717396378517,-0.00025491416454315186,-0.0014715176075696945,0.0009000301361083984,0.0011981036514043808,-0.0009559877216815948,-0.0020749662071466446,0.006708044149025459
x,3,0.21084151268005372,0.18857827484607698,23946,23467,-165.0,0,0.004592105,0.0004046481,-0.01348827,36,-0.0002891514450311661,0.00014044996351003647,-4.886835813522339e-05,-0.0001578172668814659,0.0007569994777441025,-0.0006822552531957626,-0.0004225829616189003,0.00045664142817258835,0.0019107665866613388,-0.0005240123718976974,-0.002423882484436035,0.0033700254543130074
x,3,0.21084151268005372,0.18857827484607698,11288,10880,-135.0,1,0.0067143748,0.0007371792,-0.02457264,37,-0.00025279074907302856,-0.001729276031255722,1.0618939995765686e-05,0.0008349530398845673,0.00444934144616127,0.0012532509863376617,0.0004259757697582245,-9.673833847045898e-05,0.003062216565012932,-0.00016065500676631927,-0.007290169596672058,0.009373323965814251
x,3,0.21084151268005372,0.18857827484607698,15404,14820,-105.0,2,0.0057501537,0.0007739276,-0.025797587,38,0.0010507814586162567,0.00029498152434825897,-0.0010162778198719025,-0.0001070760190486908,-0.0008094552904367447,0.0001421850174665451,-0.00041025131940841675,-0.0012614410370588303,0.001035274937748909,0.001059727743268013,0.003870660439133644,0.004674103663550372
x,3,0.21084151268005372,0.18857827484607698,11509,10897,-75.0,3,0.006676193,0.0010940231,-0.036467437,39,0.0018792040646076202,-2.039596438407898e-05,0.0003187693655490875,-0.0007681958377361298,-0.007876042276620865,-0.0023112110793590546,0.0011809170246124268,-4.298985004425049e-06,0.006094213575124741,-0.0007704421877861023,-0.002324029803276062,0.010776178337080455
x,3,0.21084151268005372,0.18857827484607698,6532,6158,-45.0,4,0.008870186,0.0011804549,-0.039348498,40,-0.002190258353948593,-0.0013813339173793793,-0.0004478283226490021,0.001711975783109665,0.0006964914500713348,-0.0021903179585933685,-0.0013910084962844849,0.0007321089506149292,0.0035366900265216827,0.0005111582577228546,0.000670943409204483,0.005550660479206162
x,3,0.21084151268005372,0.18857827484607698,2642,2513,-15.0,5,0.013920126,0.0010023062,-0.03341021,41,0.0031823888421058655,0.002908404916524887,0.0018753409385681152,-0.0003784075379371643,0.0015488620847463608,-0.0026749297976493835,-0.0029513463377952576,-0.0016821660101413727,0.00912339985370636,-0.0014452338218688965,-0.0016319304704666138,0.011459894738765861
x,3,0.21084151268005372,0.18857827484607698,2606,2611,15.0,6,0.013844881,3.8387392e-05,0.0012795797,42,0.0011771819554269314,-0.006976836360991001,-0.0005081730196252465,-0.0010227547027170658,0.009830426424741745,0.0026328747626394033,0.006302580237388611,0.00041701027657836676,0.0018269817810505629,-0.0016864858334884048,-0.0008397740311920643,0.014202792532098885
x,3,0.21084151268005372,0.18857827484607698,6340,6550,45.0,7,0.008805839,0.000652538,0.021751266,43,-0.0036726631224155426,0.0032878462225198746,-0.0014577768743038177,-0.0011944789439439774,-0.0005140658468008041,0.003128230571746826,0.003233460709452629,-0.0013336893171072006,0.00023336336016654968,0.0013514868915081024,-0.0011683329939842224,0.007306185282080293
x,3,0.21084151268005372,0.18857827484607698,10776,11236,75.0,8,0.0067375368,0.0008370237,0.02790079,44,-0.001065034419298172,-0.0014227572828531265,-0.0011284463107585907,-0.000832684338092804,-0.0033777374774217606,0.004795148968696594,0.00011691451072692871,-0.002453407272696495,-0.0013076607137918472,-0.001150079071521759,0.0005325190722942352,0.006991206348391192
x,3,0.21084151268005372,0.18857827484607698,14814,15067,105.0,9,0.005784618,0.00033912892,0.0113042975,45,-0.005480202846229076,-0.0017772931605577469,-0.001763070933520794,-0.00048631150275468826,-0.0029850066639482975,-0.0014708200469613075,0.0002332683652639389,0.0024243509396910667,0.0017319219186902046,0.0021767932921648026,-0.0013400064781308174,0.007942001016291719
x,3,0.21084151268005372,0.18857827484607698,11088,11204,135.0,10,0.006697535,0.00020842432,0.0069474773,46,0.0007880809716880322,6.053270772099495e-05,0.0002064448781311512,-0.0018795453943312168,-0.0009617968462407589,0.0011398694477975368,0.0011859051883220673,0.0040569426491856575,-0.0016068629920482635,-0.0019695530645549297,0.0003226497210562229,0.005554710370617032
x,3,0.21084151268005372,0.18857827484607698,23270,23839,165.0,11,0.0046067173,0.0004837799,0.016125998,47,-0.0006286781281232834,-0.0001850370317697525,-0.000552094541490078,0.0007734354585409164,0.003166208043694496,0.0006713103502988815,0.0007997602224349976,-0.0007321005687117577,0.004748344421386719,-0.0011185435578227043,-0.0011226963251829147,0.0061678169375468704
x,4,0.23413580656051636,0.21084151268005372,23717,23158,-165.0,0,0.004618217,0.00047765017,-0.015921673,48,0.00017135590314865112,-0.0002177506685256958,0.0006880210712552071,-0.0011359713971614838,-0.0006196079775691032,0.001351960003376007,-0.00010605528950691223,-9.279698133468628e-06,-0.0029426049441099167,-0.0005136076360940933,0.0017467737197875977,0.004004692376671136
x,4,0.23413580656051636,0.21084151268005372,11941,11568,-135.0,1,0.0065205684,0.0006354979,-0.021183264,49,0.0016920194029808044,-0.0012174807488918304,-3.798864781856537e-05,-0.00035017915070056915,0.005133034661412239,-0.002683538943529129,0.00065658800303936,-0.0016695056110620499,-0.0021431557834148407,0.0005155671387910843,-0.0029426291584968567,0.007399664387508097
x,4,0.23413580656051636,0.21084151268005372,14740,13939,-105.0,2,0.0059008673,0.0011186854,-0.03728951,50,0.0014740750193595886,0.0013271123170852661,0.00021411851048469543,0.0010652542114257812,0.002313360571861267,-0.0009473226964473724,0.0010294541716575623,-0.0007940344512462616,-0.0009360983967781067,0.0013076886534690857,0.0004797056317329407,0.0039837807269334355
x,4,0.23413580656051636,0.21084151268005372,11990,11324,-75.0,3,0.006544485,0.0011441866,-0.038139556,51,-0.0011879988014698029,-0.00042473897337913513,0.0011248663067817688,-0.0009608082473278046,-0.0039798542857170105,-0.0036610104143619537,0.0007822439074516296,2.238526940345764e-05,2.8759241104125977e-05,0.0004734322428703308,-0.002790350466966629,0.006453362377531889
x,4,0.23413580656051636,0.21084151268005372,6401,6192,-45.0,4,0.008908995,0.0006647472,-0.02215824,52,-0.0008235052227973938,-0.0007392633706331253,-0.000722760334610939,0.0010292008519172668,-0.00279831700026989,-0.0034410562366247177,0.00042472779750823975,0.005659241229295731,0.0015232246369123459,0.0017891563475131989,0.003812512382864952,0.00864532842226372
x,4,0.23413580656051636,0.21084151268005372,2627,2536,-15.0,5,0.013913252,0.0007059577,-0.023531925,53,0.0018160585314035416,-0.00013950280845165253,-0.0009342711418867111,-0.0003764219582080841,-0.016384301707148552,-0.0007925648242235184,-0.004433412104845047,0.0007624104619026184,-8.017569780349731e-05,-0.007893659174442291,-0.00321841798722744,0.019139396473263987
x,4,0.23413580656051636,0.21084151268005372,2617,2615,15.0,6,0.01382503,1.5310934e-05,-0.0005103645,54,-0.0035518622025847435,-0.0025770189240574837,-0.0028552706353366375,0.0007660315604880452,-0.007726305164396763,0.002047933405265212,0.0030017716344445944,0.007306174840778112,0.0018991043325513601,0.0030971448868513107,-0.0031465101055800915,0.013318265744064528
x,4,0.23413580656051636,0.21084151268005372,6151,6309,45.0,7,0.008957333,0.0005079003,0.01693001,55,-0.0027431705966591835,-0.002202911302447319,-0.0015039294958114624,-0.0010446831583976746,0.0013519292697310448,0.003511865623295307,0.0010961219668388367,0.006178215146064758,-0.0015478767454624176,0.0021737702190876007,-0.0039036720991134644,0.009572019842450128
x,4,0.23413580656051636,0.21084151268005372,10962,11680,75.0,8,0.0066397698,0.0012701326,0.042337753,56,0.00016441568732261658,0.0011185817420482635,-0.0003642439842224121,0.002355750650167465,0.00010200589895248413,0.003922976553440094,0.002329576760530472,0.0008330978453159332,-0.00161081925034523,-0.0008024796843528748,-0.003288630396127701,0.006521918794836422
x,4,0.23413580656051636,0.21084151268005372,14027,14750,105.0,9,0.0058915936,0.0010063109,0.0335437,57,0.0015112943947315216,0.0011187568306922913,-0.0010583139955997467,-0.00014160573482513428,0.001125328242778778,0.0030937474220991135,0.0004961080849170685,0.00012182816863059998,0.00021347776055335999,0.0009413212537765503,0.0038499943912029266,0.00561501786825955
x,4,0.23413580656051636,0.21084151268005372,11665,11917,135.0,10,0.006511267,0.0004280153,0.014267177,58,-0.0011198827996850014,-0.001615290530025959,-0.00014473497867584229,0.0006637731567025185,-0.0003440435975790024,-0.00019333884119987488,0.00020285975188016891,-0.0022286642342805862,-0.004987378604710102,-0.001266426406800747,-0.004802423529326916,0.007683081360839158
x,4,0.23413580656051636,0.21084151268005372,23133,23418,165.0,11,0.0046346933,0.00024521968,0.008173989,59,-0.0012798169627785683,-0.0005289623513817787,-0.00039055105298757553,0.001096160151064396,0.0023650131188333035,-0.0010510282590985298,-6.308406591415405e-05,-0.0003200965002179146,0.0006656656041741371,0.002243014518171549,0.0022107763215899467,0.004520837911392013
x,5,0.25929955840110785,0.23413580656051636,23314,22980,-165.0,0,0.00464748,0.0002889756,-0.00963252,60,-0.001813138835132122,0.0006988383829593658,0.0010333051905035973,-0.00038919784128665924,-0.0009833164513111115,-0.0007828297093510628,0.0012715943157672882,0.0014323974028229713,0.0004925038665533066,0.0008266763761639595,-0.0018822010606527328,0.0038356387786537753
x,5,0.25929955840110785,0.23413580656051636,12475,11956,-135.0,1,0.0063952073,0.0008508745,-0.028362485,61,-0.0023479051887989044,0.0005134567618370056,9.772181510925293e-05,0.0008397474884986877,-0.0015920251607894897,-0.0002627074718475342,0.0004721563309431076,5.548447370529175e-05,-0.002508716657757759,0.0009330194443464279,0.003930078819394112,0.00565068982997354
x,5,0.25929955840110785,0.23413580656051636,13982,13479,-105.0,2,0.0060327025,0.0007336536,-0.02445512,62,0.0021832603961229324,0.0006138291209936142,0.00036125071346759796,0.0023240577429533005,-0.00039712339639663696,-0.0034442823380231857,0.00038887374103069305,-0.001125786453485489,-0.001172991469502449,-0.0006525348871946335,-0.0022829193621873856,0.005579246897180755
x,5,0.25929955840110785,0.23413580656051636,12101,11384,-75.0,3,0.00651994,0.0012228354,-0.04076118,63,0.0019727610051631927,-0.00025158748030662537,0.0005458146333694458,0.0013000629842281342,-0.007223695516586304,-4.8119574785232544e-05,-0.0002658069133758545,0.0007681772112846375,9.157136082649231e-05,-0.0023999959230422974,0.0024949871003627777,0.008413163967817449
x,5,0.25929955840110785,0.23413580656051636,6430,6059,-45.0,4,0.00894117,0.001189832,-0.03966107,64,0.00023887678980827332,0.0003361031413078308,-0.0013191886246204376,-0.00468052551150322,0.003773421049118042,-0.003513988107442856,0.0002543702721595764,-0.0007978640496730804,0.0055051520466804504,-0.0010809525847434998,0.003719516098499298,0.009819148272548478
x,5,0.25929955840110785,0.23413580656051636,2719,2709,-15.0,5,0.0135730915,7.3790354e-05,-0.0024596786,65,-0.001959551125764847,-0.0010378898587077856,0.004671706818044186,0.004258292261511087,0.01005955133587122,0.006123075261712074,-0.0007619867101311684,0.008236526511609554,-0.001688382588326931,0.004059751518070698,0.0028176859486848116,0.016710898906774633
x,5,0.25929955840110785,0.23413580656051636,2612,2684,15.0,6,0.013738979,0.00054453267,0.01815109,66,-0.00591698195785284,0.0033345483243465424,-5.5499374866485596e-05,-0.0033440589904785156,-0.00578220933675766,-0.003222133032977581,0.002239122986793518,-0.0015796590596437454,0.0005734506994485855,0.0027930941432714462,-0.0020852461457252502,0.011005419183588643
x,5,0.25929955840110785,0.23413580656051636,6203,6328,45.0,7,0.008932409,0.00039954315,0.013318106,67,0.0010651461780071259,-0.000324285589158535,0.0003864588215947151,0.002278854139149189,0.00656264740973711,5.272030830383301e-05,0.0009209243580698967,0.00031418725848197937,-0.0026483843103051186,0.00030202511698007584,-0.0031894799321889877,0.008238816708634439
x,5,0.25929955840110785,0.23413580656051636,11182,12124,75.0,8,0.00654083,0.0016189095,0.053963654,68,0.0030985213816165924,-0.0018768012523651123,-4.213303327560425e-06,0.0007866770029067993,-0.00011320039629936218,-0.0008897446095943451,0.0020532310009002686,-0.0002521611750125885,0.004785023629665375,0.0008106604218482971,0.0014643259346485138,0.006672613479904218
x,5,0.25929955840110785,0.23413580656051636,13564,14206,105.0,9,0.005997981,0.0009259735,0.030865785,69,-0.0018386468291282654,-8.86283814907074e-05,-0.0008806101977825165,-0.0014677736908197403,-0.0005797315388917923,0.0030816756188869476,-0.002000585198402405,0.000554574653506279,-0.0016134604811668396,-0.000593286007642746,0.00028753839433193207,0.004847570513065646
x,5,0.25929955840110785,0.23413580656051636,12204,12503,135.0,10,0.0063611157,0.00048471964,0.016157322,70,0.000751914456486702,-0.0006852345541119576,-0.0008946191519498825,-0.0003340449184179306,0.0006142128258943558,0.0014781001955270767,0.001386844553053379,0.0026200246065855026,-0.0003407597541809082,0.0015842961147427559,-0.004156732000410557,0.005762055868180411
x,5,0.25929955840110785,0.23413580656051636,23058,23106,165.0,11,0.00465423,4.1646377e-05,0.0013882125,71,-0.0026745616924017668,-0.0019027696689590812,0.00048023322597146034,0.0006738192168995738,0.0021335978526622057,-0.0007923621451482177,-0.00166500813793391,0.003201392712071538,-0.00016944739036262035,-0.00030978501308709383,-0.002948196604847908,0.006202923206317658
x,6,0.2879805088043213,0.25929955840110785,22878,22765,-165.0,0,0.004680697,9.9161625e-05,-0.0033053877,72,-0.0016154295299202204,-0.000979589531198144,-0.00014888541772961617,0.0015452313236892223,-0.0012238062918186188,-0.0006104542408138514,-0.00021036132238805294,-0.0013489732518792152,-0.0012274670880287886,0.00041537871584296227,0.002161851618438959,0.004008275092514908
x,6,0.2879805088043213,0.25929955840110785,13199,12819,-135.0,1,0.0061984123,0.0005849909,-0.019499697,73,-0.001754164695739746,-0.0009047593921422958,-0.0007358025759458542,0.0007405094802379608,-0.001428503543138504,-0.001699097454547882,0.0009040962904691696,-0.0001605488359928131,0.0028939619660377502,-0.0010226741433143616,0.002172239124774933,0.0049895555615715095
x,6,0.2879805088043213,0.25929955840110785,13835,13001,-105.0,2,0.0060991165,0.0012447659,-0.041492198,74,0.0025520212948322296,0.000680774450302124,0.0006005726754665375,-0.0015626251697540283,6.906688213348389e-05,-0.002881743013858795,-0.000867694616317749,-0.0006699152290821075,-0.0030760131776332855,-0.0008735060691833496,0.0016694031655788422,0.005683433974783217
x,6,0.2879805088043213,0.25929955840110785,12106,11464,-75.0,3,0.0065092784,0.0010909752,-0.03636584,75,-0.0025248192250728607,-0.0011878050863742828,-0.00046738237142562866,9.092316031455994e-05,0.0011442601680755615,0.00029218941926956177,-0.0011387206614017487,0.000892888754606247,0.0008916929364204407,-0.0014927573502063751,-0.001977827399969101,0.004293738397949262
