axis,axis_min,axis_max,axis_bin,counts_pos,counts_neg,value,stat,sys_0,phi,phi_bin,global_index
x,0.10681463778018951,0.1780274361371994,0,12083,12085,-0.00011048606,0.006432498,2.6516655e-06,-165.0,0,0
x,0.10681463778018951,0.1780274361371994,0,5883,5821,0.0070725423,0.009243192,0.00016974102,-135.0,1,1
x,0.10681463778018951,0.1780274361371994,0,9528,9508,0.0014027249,0.007247892,3.3665397e-05,-105.0,2,2
x,0.10681463778018951,0.1780274361371994,0,5607,5667,-0.0071054474,0.009417812,0.00017053074,-75.0,3,3
x,0.10681463778018951,0.1780274361371994,0,5226,5588,-0.044693086,0.009606665,0.0010726341,-45.0,4,4
x,0.10681463778018951,0.1780274361371994,0,2493,2483,0.0026831059,0.014176149,6.439454e-05,-15.0,5,5
x,0.10681463778018951,0.1780274361371994,0,2520,2550,-0.00790008,0.01404373,0.00018960191,15.0,6,6
x,0.10681463778018951,0.1780274361371994,0,5727,5613,0.013421776,0.009389757,0.00032212262,45.0,7,7
x,0.10681463778018951,0.1780274361371994,0,6150,5849,0.033491887,0.009123968,0.0008038053,75.0,8,8
x,0.10681463778018951,0.1780274361371994,0,10074,9575,0.033906136,0.0071298433,0.0008137473,105.0,9,9
x,0.10681463778018951,0.1780274361371994,0,5968,5971,-0.00033548372,0.009152,8.051609e-06,135.0,10,10
x,0.10681463778018951,0.1780274361371994,0,12302,12123,0.0097844545,0.0063982606,0.0002348269,165.0,11,11
x,0.1780274361371994,0.2277451455593109,1,12011,12443,-0.023585876,0.0063929926,0.00056606106,-165.0,0,12
x,0.1780274361371994,0.2277451455593109,1,6480,6639,-0.016181342,0.008729568,0.00038835223,-135.0,1,13
x,0.1780274361371994,0.2277451455593109,1,8493,8998,-0.03854738,0.007555614,0.0009251372,-105.0,2,14
x,0.1780274361371994,0.2277451455593109,1,6622,7089,-0.04547429,0.008531314,0.0010913829,-75.0,3,15
x,0.1780274361371994,0.2277451455593109,1,4573,4910,-0.047446296,0.010257411,0.0011387111,-45.0,4,16
x,0.1780274361371994,0.2277451455593109,1,2113,2265,-0.04635387,0.015097152,0.0011124929,-15.0,5,17
x,0.1780274361371994,0.2277451455593109,1,2228,2151,0.023476534,0.015107508,0.0005634368,15.0,6,18
x,0.1780274361371994,0.2277451455593109,1,5192,4827,0.048639223,0.009978689,0.0011673414,45.0,7,19
x,0.1780274361371994,0.2277451455593109,1,6982,6714,0.026125178,0.008541907,0.00062700425,75.0,8,20
x,0.1780274361371994,0.2277451455593109,1,8957,8699,0.019509474,0.007524388,0.00046822737,105.0,9,21
x,0.1780274361371994,0.2277451455593109,1,6696,6559,0.013799362,0.008684979,0.00033118468,135.0,10,22
x,0.1780274361371994,0.2277451455593109,1,12469,12313,0.008404394,0.006352088,0.00020170545,165.0,11,23
x,0.2277451455593109,0.27837511897087097,2,12111,12382,-0.01477221,0.0063889814,0.00035453305,-165.0,0,24
x,0.2277451455593109,0.27837511897087097,2,6945,7237,-0.027489292,0.008393964,0.000659743,-135.0,1,25
x,0.2277451455593109,0.27837511897087097,2,7863,8337,-0.03906443,0.007850745,0.0009375463,-105.0,2,26
x,0.2277451455593109,0.27837511897087097,2,6848,7191,-0.032619413,0.008435304,0.0007828659,-75.0,3,27
x,0.2277451455593109,0.27837511897087097,2,4492,4775,-0.040772323,0.010379326,0.0009785357,-45.0,4,28
x,0.2277451455593109,0.27837511897087097,2,2205,2203,0.00060576835,0.015061878,1.453844e-05,-15.0,5,29
x,0.2277451455593109,0.27837511897087097,2,2280,2130,0.045412023,0.01504293,0.0010898885,15.0,6,30
x,0.2277451455593109,0.27837511897087097,2,4999,4827,0.023370601,0.010085397,0.00056089443,45.0,7,31
x,0.2277451455593109,0.27837511897087097,2,7464,7004,0.042449005,0.008306233,0.0010187761,75.0,8,32
x,0.2277451455593109,0.27837511897087097,2,8228,7889,0.028082365,0.00787384,0.0006739768,105.0,9,33
x,0.2277451455593109,0.27837511897087097,2,7258,7038,0.020545954,0.008361825,0.0004931029,135.0,10,34
x,0.2277451455593109,0.27837511897087097,2,12345,12391,-0.0024828275,0.0063581965,5.9587863e-05,165.0,11,35
x,0.27837511897087097,0.34051498770713806,3,11736,12017,-0.015794506,0.0064876378,0.00037906817,-165.0,0,36
x,0.27837511897087097,0.34051498770713806,3,7244,7501,-0.023270542,0.008233035,0.000558493,-135.0,1,37
x,0.27837511897087097,0.34051498770713806,3,7451,7734,-0.02488226,0.008112564,0.0005971743,-105.0,2,38
x,0.27837511897087097,0.34051498770713806,3,7046,7711,-0.0601647,0.008217004,0.0014439528,-75.0,3,39
x,0.27837511897087097,0.34051498770713806,3,4640,4782,-0.020121641,0.0103000775,0.0004829194,-45.0,4,40
x,0.27837511897087097,0.34051498770713806,3,2357,2309,0.013734559,0.014638166,0.0003296294,-15.0,5,41
x,0.27837511897087097,0.34051498770713806,3,2332,2247,0.024783717,0.0147734275,0.00059480924,15.0,6,42
x,0.27837511897087097,0.34051498770713806,3,5038,4777,0.035503272,0.01008744,0.00085207855,45.0,7,43
x,0.27837511897087097,0.34051498770713806,3,7705,7275,0.038324352,0.008164412,0.0009197845,75.0,8,44
x,0.27837511897087097,0.34051498770713806,3,7638,7408,0.020409152,0.008150777,0.0004898197,105.0,9,45
x,0.27837511897087097,0.34051498770713806,3,7670,7406,0.023379542,0.008142133,0.000561109,135.0,10,46
x,0.27837511897087097,0.34051498770713806,3,12077,11840,0.013229999,0.006465597,0.00031751997,165.0,11,47
x,0.34051498770713806,0.6005192399024963,4,11975,11697,0.015679348,0.0064987396,0.00037630435,-165.0,0,48
x,0.34051498770713806,0.6005192399024963,4,7532,7760,-0.019906217,0.008085033,0.0004777492,-135.0,1,49
x,0.34051498770713806,0.6005192399024963,4,7102,7522,-0.038344342,0.008263184,0.0009202642,-105.0,2,50
x,0.34051498770713806,0.6005192399024963,4,7057,7742,-0.06179828,0.008204515,0.0014831587,-75.0,3,51
x,0.34051498770713806,0.6005192399024963,4,4767,4994,-0.031049151,0.010116805,0.00074517966,-45.0,4,52
x,0.34051498770713806,0.6005192399024963,4,2336,2443,-0.029892683,0.01445897,0.0007174244,-15.0,5,53
x,0.34051498770713806,0.6005192399024963,4,2344,2365,-0.0059539992,0.014572294,0.00014289598,15.0,6,54
x,0.34051498770713806,0.6005192399024963,4,5225,4949,0.036218923,0.009907614,0.0008692542,45.0,7,55
x,0.34051498770713806,0.6005192399024963,4,7530,7277,0.022812434,0.008215867,0.0005474984,75.0,8,56
x,0.34051498770713806,0.6005192399024963,4,7682,7110,0.05162824,0.008211207,0.0012390778,105.0,9,57
x,0.34051498770713806,0.6005192399024963,4,7842,7784,0.0049556238,0.007999646,0.00011893497,135.0,10,58
x,0.34051498770713806,0.6005192399024963,4,11833,11794,0.0022038103,0.0065057096,5.2891446e-05,165.0,11,59
