axis,axis_min,axis_max,axis_bin,counts_pos,counts_neg,value,stat,sys_0,phi,phi_bin,global_index
x,0.10681463778018951,0.1780274361371994,0,12168,12317,-0.008124644,0.0063905115,0.00019499146,-165.0,0,0
x,0.10681463778018951,0.1780274361371994,0,5967,5921,0.005166152,0.009171488,0.00012398764,-135.0,1,1
x,0.10681463778018951,0.1780274361371994,0,9714,9719,-0.00034351708,0.007173483,8.24441e-06,-105.0,2,2
x,0.10681463778018951,0.1780274361371994,0,5711,5847,-0.015709935,0.009300473,0.00037703844,-75.0,3,3
x,0.10681463778018951,0.1780274361371994,0,5318,5607,-0.035317875,0.009561329,0.00084762904,-45.0,4,4
x,0.10681463778018951,0.1780274361371994,0,2473,2504,-0.008315957,0.014174285,0.00019958297,-15.0,5,5
x,0.10681463778018951,0.1780274361371994,0,2501,2535,-0.009013872,0.0140909245,0.00021633292,15.0,6,6
x,0.10681463778018951,0.1780274361371994,0,5646,5452,0.02333862,0.00948985,0.00056012685,45.0,7,7
x,0.10681463778018951,0.1780274361371994,0,6080,5829,0.028139515,0.009159892,0.0006753484,75.0,8,8
x,0.10681463778018951,0.1780274361371994,0,10276,9698,0.038635004,0.007070386,0.0009272401,105.0,9,9
x,0.10681463778018951,0.1780274361371994,0,6049,5999,0.0055408096,0.009110366,0.00013297943,135.0,10,10
x,0.10681463778018951,0.1780274361371994,0,12434,12190,0.013229682,0.0063721016,0.00031751237,165.0,11,11
x,0.1780274361371994,0.2277451455593109,1,12029,12411,-0.020867977,0.00639521,0.00050083146,-165.0,0,12
x,0.1780274361371994,0.2277451455593109,1,6526,6766,-0.024106773,0.008671188,0.00057856255,-135.0,1,13
x,0.1780274361371994,0.2277451455593109,1,8527,9079,-0.041859742,0.0075298934,0.0010046338,-105.0,2,14
x,0.1780274361371994,0.2277451455593109,1,6826,7194,-0.035044346,0.008440325,0.0008410643,-75.0,3,15
x,0.1780274361371994,0.2277451455593109,1,4642,4984,-0.047434945,0.010180941,0.0011384387,-45.0,4,16
x,0.1780274361371994,0.2277451455593109,1,2116,2248,-0.040383816,0.015125272,0.0009692116,-15.0,5,17
x,0.1780274361371994,0.2277451455593109,1,2235,2175,0.018164808,0.0150559805,0.0004359554,15.0,6,18
x,0.1780274361371994,0.2277451455593109,1,4989,4752,0.03248351,0.010126724,0.00077960425,45.0,7,19
x,0.1780274361371994,0.2277451455593109,1,7000,6748,0.024472548,0.008526094,0.00058734114,75.0,8,20
x,0.1780274361371994,0.2277451455593109,1,9106,8764,0.025551695,0.00747818,0.0006132407,105.0,9,21
x,0.1780274361371994,0.2277451455593109,1,6673,6583,0.009064591,0.008685121,0.00021755017,135.0,10,22
x,0.1780274361371994,0.2277451455593109,1,12376,12256,0.006504288,0.0063714893,0.0001561029,165.0,11,23
x,0.2277451455593109,0.27837511897087097,2,12076,12281,-0.011236945,0.0064070877,0.0002696867,-165.0,0,24
x,0.2277451455593109,0.27837511897087097,2,6962,7257,-0.02769945,0.008382987,0.0006647868,-135.0,1,25
x,0.2277451455593109,0.27837511897087097,2,7988,8455,-0.03791875,0.0077928626,0.00091005,-105.0,2,26
x,0.2277451455593109,0.27837511897087097,2,6948,7255,-0.02885868,0.008387432,0.00069260836,-75.0,3,27
x,0.2277451455593109,0.27837511897087097,2,4557,4778,-0.031607937,0.010344888,0.00075859047,-45.0,4,28
x,0.2277451455593109,0.27837511897087097,2,2237,2161,0.023071539,0.01507498,0.0005537169,-15.0,5,29
x,0.2277451455593109,0.27837511897087097,2,2262,2176,0.025871959,0.015005862,0.000620927,15.0,6,30
x,0.2277451455593109,0.27837511897087097,2,4836,4748,0.012258971,0.010213955,0.0002942153,45.0,7,31
x,0.2277451455593109,0.27837511897087097,2,7579,7121,0.04159741,0.008240722,0.0009983379,75.0,8,32
x,0.2277451455593109,0.27837511897087097,2,8356,7998,0.029226527,0.007816322,0.00070143666,105.0,9,33
x,0.2277451455593109,0.27837511897087097,2,7231,7041,0.017774072,0.008369297,0.00042657772,135.0,10,34
x,0.2277451455593109,0.27837511897087097,2,12410,12334,0.004100736,0.0063571343,9.841767e-05,165.0,11,35
x,0.27837511897087097,0.34051498770713806,3,11723,12081,-0.020079425,0.0064801862,0.0004819062,-165.0,0,36
x,0.27837511897087097,0.34051498770713806,3,7327,7516,-0.017000368,0.008206848,0.00040800884,-135.0,1,37
x,0.27837511897087097,0.34051498770713806,3,7500,7893,-0.034086894,0.008055378,0.00081808545,-105.0,2,38
x,0.27837511897087097,0.34051498770713806,3,7188,7862,-0.059791792,0.008136807,0.001435003,-75.0,3,39
x,0.27837511897087097,0.34051498770713806,3,4697,4809,-0.01573035,0.010255276,0.0003775284,-45.0,4,40
x,0.27837511897087097,0.34051498770713806,3,2289,2397,-0.03077086,0.014601355,0.0007385007,-15.0,5,41
x,0.27837511897087097,0.34051498770713806,3,2354,2248,0.030752288,0.0147340195,0.0007380549,15.0,6,42
x,0.27837511897087097,0.34051498770713806,3,5018,4746,0.037192836,0.010113128,0.0008926281,45.0,7,43
x,0.27837511897087097,0.34051498770713806,3,7724,7326,0.035307318,0.008146309,0.00084737566,75.0,8,44
x,0.27837511897087097,0.34051498770713806,3,7770,7511,0.022629041,0.008087474,0.000543097,105.0,9,45
x,0.27837511897087097,0.34051498770713806,3,7627,7423,0.018097218,0.008150056,0.00043433323,135.0,10,46
x,0.27837511897087097,0.34051498770713806,3,12149,11883,0.014777804,0.006449969,0.00035466728,165.0,11,47
x,0.34051498770713806,0.6005192399024963,4,11855,11698,0.008899623,0.006515679,0.00021359095,-165.0,0,48
x,0.34051498770713806,0.6005192399024963,4,7498,7848,-0.030450262,0.008068652,0.0007308063,-135.0,1,49
x,0.34051498770713806,0.6005192399024963,4,7099,7540,-0.040220305,0.008258339,0.0009652873,-105.0,2,50
