,axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index
0,x,0,0.14328244030475618,0.10672914981842041,21740,21762,-165.0,0,0.0047945217,2.0255962e-05,0.00067519874,0
1,x,0,0.14328244030475618,0.10672914981842041,8627,8379,-135.0,1,0.007666843,0.0005841023,-0.019470077,1
2,x,0,0.14328244030475618,0.10672914981842041,18011,17405,-105.0,2,0.0053123524,0.0006853502,-0.022845007,2
3,x,0,0.14328244030475618,0.10672914981842041,7834,7802,-75.0,3,0.007997155,8.197166e-05,-0.0027323887,3
4,x,0,0.14328244030475618,0.10672914981842041,8939,8365,-45.0,4,0.0075945216,0.0013286322,-0.04428774,4
5,x,0,0.14328244030475618,0.10672914981842041,4220,4179,-15.0,5,0.010911312,0.00019552202,-0.006517401,5
6,x,0,0.14328244030475618,0.10672914981842041,4390,4361,15.0,6,0.0106897345,0.00013273324,-0.0044244416,6
7,x,0,0.14328244030475618,0.10672914981842041,8737,8980,45.0,7,0.0075115934,0.0005493581,0.018311936,7
8,x,0,0.14328244030475618,0.10672914981842041,7798,7954,75.0,8,0.007966988,0.00039666906,0.013222302,8
9,x,0,0.14328244030475618,0.10672914981842041,17280,18065,105.0,9,0.005316735,0.00088957197,0.0296524,9
10,x,0,0.14328244030475618,0.10672914981842041,8652,8707,135.0,10,0.00758986,0.0001269046,0.0042301537,10
11,x,0,0.14328244030475618,0.10672914981842041,21760,21913,165.0,11,0.004785075,0.00014031943,0.0046773143,11
0,x,1,0.16649549603462221,0.14328244030475618,23938,23364,-165.0,0,0.004597304,0.0004860398,-0.016201327,12
1,x,1,0.16649549603462221,0.14328244030475618,10074,9740,-135.0,1,0.00710238,0.0006751709,-0.022505697,13
2,x,1,0.16649549603462221,0.14328244030475618,17358,17024,-105.0,2,0.005392596,0.0003890942,-0.012969807,14
3,x,1,0.16649549603462221,0.14328244030475618,10370,9972,-75.0,3,0.007008982,0.0007836621,-0.02612207,15
4,x,1,0.16649549603462221,0.14328244030475618,7954,7537,-45.0,4,0.008029335,0.0010781918,-0.035939727,16
