,axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index
0,x,0,0.14328244030475618,0.10672914981842041,21445,21371,-165.0,0,0.0048327665,6.922533e-05,-0.0023075112,0
1,x,0,0.14328244030475618,0.10672914981842041,8144,7944,-135.0,1,0.007882956,0.00049792894,-0.016597632,1
2,x,0,0.14328244030475618,0.10672914981842041,17642,17218,-105.0,2,0.0053552412,0.00048716704,-0.016238902,2
3,x,0,0.14328244030475618,0.10672914981842041,7090,7166,-75.0,3,0.008375103,0.00021352826,0.0071176086,3
4,x,0,0.14328244030475618,0.10672914981842041,8485,7945,-45.0,4,0.007794041,0.0013164235,-0.043880787,4
5,x,0,0.14328244030475618,0.10672914981842041,4209,4153,-15.0,5,0.010935221,0.00026823612,-0.008941204,5
6,x,0,0.14328244030475618,0.10672914981842041,4404,4376,15.0,6,0.010672074,0.00012773294,-0.0042577647,6
7,x,0,0.14328244030475618,0.10672914981842041,8281,8504,45.0,7,0.0077173994,0.00053213636,0.017737878,7
8,x,0,0.14328244030475618,0.10672914981842041,7119,7171,75.0,8,0.0083652465,0.00014575066,0.0048583555,8
9,x,0,0.14328244030475618,0.10672914981842041,16950,17626,105.0,9,0.0053760665,0.00078308943,0.026102982,9
10,x,0,0.14328244030475618,0.10672914981842041,8197,8213,135.0,10,0.007806302,3.9052677e-05,0.0013017559,10
11,x,0,0.14328244030475618,0.10672914981842041,21199,21586,165.0,11,0.004834177,0.0003622921,0.012076404,11
0,x,1,0.16649549603462221,0.14328244030475618,21793,21465,-165.0,0,0.0048077796,0.00030370144,-0.010123381,12
1,x,1,0.16649549603462221,0.14328244030475618,8958,8772,-135.0,1,0.007509362,0.000420188,-0.014006267,13
2,x,1,0.16649549603462221,0.14328244030475618,16140,15852,-105.0,2,0.005590465,0.00036057076,-0.012019026,14
3,x,1,0.16649549603462221,0.14328244030475618,8848,8564,-75.0,3,0.0075765704,0.0006532947,-0.02177649,15
4,x,1,0.16649549603462221,0.14328244030475618,7223,6803,-45.0,4,0.008436955,0.0011993747,-0.039979156,16
5,x,1,0.16649549603462221,0.14328244030475618,2754,2789,-15.0,5,0.013431117,0.000252908,0.008430267,17
6,x,1,0.16649549603462221,0.14328244030475618,2782,2863,15.0,6,0.01330725,0.0005747255,0.019157518,18
7,x,1,0.16649549603462221,0.14328244030475618,7188,7234,45.0,7,0.008326899,0.0001277532,0.00425844,19
8,x,1,0.16649549603462221,0.14328244030475618,8511,8562,75.0,8,0.0076531745,0.00011964643,0.0039882143,20
9,x,1,0.16649549603462221,0.14328244030475618,15737,16306,105.0,9,0.0055848476,0.00071124383,0.023708127,21
10,x,1,0.16649549603462221,0.14328244030475618,8885,8873,135.0,10,0.007504172,2.7066159e-05,-0.0009022053,22
11,x,1,0.16649549603462221,0.14328244030475618,21567,21728,165.0,11,0.0048059113,0.00014894555,0.004964852,23
0,x,2,0.18854448497295384,0.16649549603462221,22130,22194,-165.0,0,0.004749848,5.783363e-05,0.0019277877,24
1,x,2,0.18854448497295384,0.16649549603462221,9886,9718,-135.0,1,0.007141661,0.0003432448,-0.011441494,25
2,x,2,0.18854448497295384,0.16649549603462221,15615,14705,-105.0,2,0.005738342,0.0012021305,-0.040071018,26
3,x,2,0.18854448497295384,0.16649549603462221,10147,9702,-75.0,3,0.007094733,0.00089796784,-0.029932262,27
4,x,2,0.18854448497295384,0.16649549603462221,6545,6294,-45.0,4,0.008822394,0.00078303635,-0.026101213,28
5,x,2,0.18854448497295384,0.16649549603462221,2572,2565,-15.0,5,0.013952258,5.457929e-05,-0.0018193097,29
6,x,2,0.18854448497295384,0.16649549603462221,2544,2574,15.0,6,0.013977727,0.00023477961,0.007825987,30
7,x,2,0.18854448497295384,0.16649549603462221,6379,6725,45.0,7,0.008730277,0.0010575762,0.035252538,31
8,x,2,0.18854448497295384,0.16649549603462221,9302,9918,75.0,8,0.007206516,0.0012837094,0.042790316,32
9,x,2,0.18854448497295384,0.16649549603462221,15051,15815,105.0,9,0.0056888247,0.000991408,0.033046935,33
10,x,2,0.18854448497295384,0.16649549603462221,9628,9912,135.0,10,0.0071524684,0.00058214774,0.019404925,34
11,x,2,0.18854448497295384,0.16649549603462221,21954,22490,165.0,11,0.004742825,0.0004830489,0.01610163,35
0,x,3,0.21073120534420015,0.18854448497295384,23001,22554,-165.0,0,0.0046848394,0.0003930166,-0.013100554,36
1,x,3,0.21073120534420015,0.18854448497295384,10673,10384,-135.0,1,0.0068901526,0.000549719,-0.018323967,37
2,x,3,0.21073120534420015,0.18854448497295384,14929,14385,-105.0,2,0.0058388743,0.0007432985,-0.024776617,38
3,x,3,0.21073120534420015,0.18854448497295384,10824,10235,-75.0,3,0.006886176,0.0011202552,-0.03734184,39
4,x,3,0.21073120534420015,0.18854448497295384,6279,5903,-45.0,4,0.009052564,0.0012362567,-0.041208558,40
5,x,3,0.21073120534420015,0.18854448497295384,2540,2418,-15.0,5,0.014194243,0.0009855819,-0.03285273,41
6,x,3,0.21073120534420015,0.18854448497295384,2488,2542,15.0,6,0.014098451,0.00042999675,0.014333226,42
7,x,3,0.21073120534420015,0.18854448497295384,6155,6306,45.0,7,0.008957085,0.00048535946,0.016178649,43
8,x,3,0.21073120534420015,0.18854448497295384,10173,10618,75.0,8,0.006932421,0.00085728266,0.02857609,44
