,axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index
0,x,0,0.14328244030475618,0.10672914981842041,22486,22504,-165.0,0,0.0047145686,1.6024922e-05,0.0005341641,0
1,x,0,0.14328244030475618,0.10672914981842041,8648,8352,-135.0,1,0.007667577,0.0006974004,-0.023246681,1
2,x,0,0.14328244030475618,0.10672914981842041,18583,17967,-105.0,2,0.0052293334,0.00067504507,-0.022501502,2
3,x,0,0.14328244030475618,0.10672914981842041,7685,7655,-75.0,3,0.008073946,7.83313e-05,-0.0026110434,3
4,x,0,0.14328244030475618,0.10672914981842041,8868,8299,-45.0,4,0.007624777,0.0013275696,-0.04425232,4
5,x,0,0.14328244030475618,0.10672914981842041,4137,4101,-15.0,5,0.011017466,0.00017503307,-0.005834436,5
6,x,0,0.14328244030475618,0.10672914981842041,4327,4275,15.0,6,0.010781673,0.00024212705,-0.008070902,6
7,x,0,0.14328244030475618,0.10672914981842041,8655,8888,45.0,7,0.0075488323,0.0005319753,0.01773251,7
8,x,0,0.14328244030475618,0.10672914981842041,7678,7783,75.0,8,0.008041986,0.00027201392,0.009067131,8
9,x,0,0.14328244030475618,0.10672914981842041,17730,18453,105.0,9,0.0052552465,0.00080033747,0.026677916,9
10,x,0,0.14328244030475618,0.10672914981842041,8643,8659,135.0,10,0.0076024137,3.7039328e-05,0.0012346443,10
11,x,0,0.14328244030475618,0.10672914981842041,22415,22725,165.0,11,0.0047065313,0.0002750677,0.009168923,11
0,x,1,0.16649549603462221,0.14328244030475618,23130,22655,-165.0,0,0.00467301,0.00041553713,-0.0138512375,12
1,x,1,0.16649549603462221,0.14328244030475618,9648,9363,-135.0,1,0.0072512105,0.0006004534,-0.020015115,13
2,x,1,0.16649549603462221,0.14328244030475618,16913,16599,-105.0,2,0.0054621776,0.0003752915,-0.012509718,14
3,x,1,0.16649549603462221,0.14328244030475618,9633,9224,-75.0,3,0.007279164,0.0008687406,-0.02895802,15
4,x,1,0.16649549603462221,0.14328244030475618,7537,7132,-45.0,4,0.00825096,0.0011058442,-0.03686147,16
5,x,1,0.16649549603462221,0.14328244030475618,2827,2842,-15.0,5,0.013281407,0.00010598008,0.0035326693,17
6,x,1,0.16649549603462221,0.14328244030475618,2831,2938,15.0,6,0.013161838,0.00074288686,0.024762895,18
7,x,1,0.16649549603462221,0.14328244030475618,7475,7577,45.0,7,0.008150516,0.0002714222,0.009047407,19
8,x,1,0.16649549603462221,0.14328244030475618,9263,9411,75.0,8,0.007317404,0.0003174416,0.010581386,20
9,x,1,0.16649549603462221,0.14328244030475618,16421,17190,105.0,9,0.005452009,0.0009163984,0.030546615,21
10,x,1,0.16649549603462221,0.14328244030475618,9540,9541,135.0,10,0.007239348,2.099125e-06,6.997083e-05,22
11,x,1,0.16649549603462221,0.14328244030475618,22876,23040,165.0,11,0.004666734,0.00014306033,0.0047686775,23
0,x,2,0.18854448497295384,0.16649549603462221,23103,23124,-165.0,0,0.0046510613,1.819546e-05,0.0006065153,24
1,x,2,0.18854448497295384,0.16649549603462221,10424,10182,-135.0,1,0.0069654593,0.00047039322,-0.015679775,25
2,x,2,0.18854448497295384,0.16649549603462221,16134,15265,-105.0,2,0.0056395624,0.0011085196,-0.036950655,26
3,x,2,0.18854448497295384,0.16649549603462221,10807,10375,-75.0,3,0.0068683983,0.0008168762,-0.027229207,27
4,x,2,0.18854448497295384,0.16649549603462221,6846,6539,-45.0,4,0.00863947,0.00091866974,-0.030622326,28
5,x,2,0.18854448497295384,0.16649549603462221,2621,2619,-15.0,5,0.013814473,1.5287558e-05,-0.0005095853,29
6,x,2,0.18854448497295384,0.16649549603462221,2605,2645,15.0,6,0.013800597,0.00030516877,0.010172293,30
7,x,2,0.18854448497295384,0.16649549603462221,6551,6973,45.0,7,0.008591524,0.0012498179,0.041660596,31
8,x,2,0.18854448497295384,0.16649549603462221,9925,10556,75.0,8,0.006981628,0.001234007,0.041133568,32
9,x,2,0.18854448497295384,0.16649549603462221,15581,16418,105.0,9,0.0055868477,0.0010476796,0.034922652,33
10,x,2,0.18854448497295384,0.16649549603462221,10236,10528,135.0,10,0.0069385376,0.000563263,0.018775435,34
11,x,2,0.18854448497295384,0.16649549603462221,22853,23495,165.0,11,0.0046441928,0.00055480894,0.018493632,35
0,x,3,0.21073120534420015,0.18854448497295384,23630,23204,-165.0,0,0.0046204827,0.00036432396,-0.0121441325,36
1,x,3,0.21073120534420015,0.18854448497295384,11162,10834,-135.0,1,0.006741275,0.0005972684,-0.019908948,37
2,x,3,0.21073120534420015,0.18854448497295384,15321,14734,-105.0,2,0.0057662562,0.00078227744,-0.026075915,38
3,x,3,0.21073120534420015,0.18854448497295384,11472,10746,-75.0,3,0.006702454,0.0013087933,-0.043626446,39
4,x,3,0.21073120534420015,0.18854448497295384,6428,6148,-45.0,4,0.008913264,0.00089177425,-0.029725809,40
5,x,3,0.21073120534420015,0.18854448497295384,2650,2493,-15.0,5,0.013932554,0.0012227074,-0.040756915,41
6,x,3,0.21073120534420015,0.18854448497295384,2580,2582,15.0,6,0.013918452,1.5518559e-05,0.0005172853,42
7,x,3,0.21073120534420015,0.18854448497295384,6310,6526,45.0,7,0.008824204,0.0006740056,0.022466853,43
8,x,3,0.21073120534420015,0.18854448497295384,10715,11175,75.0,8,0.0067562563,0.00084168866,0.02805629,44
9,x,3,0.21073120534420015,0.18854448497295384,14787,15061,105.0,9,0.0057877502,0.00036768403,0.012256134,45
