,axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index
0,x,0,0.14328244030475618,0.10672914981842041,21738,21813,-165.0,0,0.004791812,6.8976726e-05,0.0022992243,0
1,x,0,0.14328244030475618,0.10672914981842041,8872,8651,-135.0,1,0.0075532557,0.0005051533,-0.016838444,1
2,x,0,0.14328244030475618,0.10672914981842041,18148,17658,-105.0,2,0.005283839,0.0005481251,-0.018270837,2
3,x,0,0.14328244030475618,0.10672914981842041,7933,7856,-75.0,3,0.007958175,0.00019533296,-0.0065110987,3
4,x,0,0.14328244030475618,0.10672914981842041,9085,8505,-45.0,4,0.007532616,0.0013206922,-0.044023074,4
5,x,0,0.14328244030475618,0.10672914981842041,4108,4044,-15.0,5,0.011075009,0.00031445263,-0.010481754,5
6,x,0,0.14328244030475618,0.10672914981842041,4264,4201,15.0,6,0.010868386,0.00029809386,-0.009936462,6
7,x,0,0.14328244030475618,0.10672914981842041,8762,9123,45.0,7,0.007474769,0.00080845837,0.026948612,7
8,x,0,0.14328244030475618,0.10672914981842041,7846,7958,75.0,8,0.00795421,0.000283851,0.0094617,8
9,x,0,0.14328244030475618,0.10672914981842041,17482,18230,105.0,9,0.0052896026,0.0008389322,0.027964406,9
10,x,0,0.14328244030475618,0.10672914981842041,8908,8975,135.0,10,0.007477809,0.00015006308,0.005002103,10
11,x,0,0.14328244030475618,0.10672914981842041,21821,22015,165.0,11,0.004776139,0.00017725979,0.0059086597,11
0,x,1,0.16649549603462221,0.14328244030475618,23853,23277,-165.0,0,0.0046056765,0.0004895133,-0.016317109,12
1,x,1,0.16649549603462221,0.14328244030475618,10172,9935,-135.0,1,0.0070513547,0.00047210706,-0.015736902,13
2,x,1,0.16649549603462221,0.14328244030475618,17543,17039,-105.0,2,0.0053764144,0.00058374053,-0.019458018,14
3,x,1,0.16649549603462221,0.14328244030475618,10269,9922,-75.0,3,0.0070356904,0.0006883528,-0.022945093,15
4,x,1,0.16649549603462221,0.14328244030475618,8016,7644,-45.0,4,0.007987035,0.0009514601,-0.031715337,16
5,x,1,0.16649549603462221,0.14328244030475618,2997,3027,-15.0,5,0.0128839165,0.00019946914,0.0066489717,17
6,x,1,0.16649549603462221,0.14328244030475618,3045,3103,15.0,6,0.012752596,0.0003778623,0.01259541,18
7,x,1,0.16649549603462221,0.14328244030475618,7945,8037,45.0,7,0.007909911,0.00023056645,0.0076855486,19
8,x,1,0.16649549603462221,0.14328244030475618,9963,10106,75.0,8,0.0070585823,0.0002853972,0.00951324,20
9,x,1,0.16649549603462221,0.14328244030475618,16982,17827,105.0,9,0.005357054,0.00097230956,0.03241032,21
10,x,1,0.16649549603462221,0.14328244030475618,10145,10224,135.0,10,0.007006632,0.00015534482,0.005178161,22
11,x,1,0.16649549603462221,0.14328244030475618,23525,23747,165.0,11,0.004599276,0.00018809983,0.0062699947,23
0,x,2,0.18854448497295384,0.16649549603462221,23970,24125,-165.0,0,0.0045598024,0.00012908364,0.004302788,24
1,x,2,0.18854448497295384,0.16649549603462221,11134,10902,-135.0,1,0.0067358236,0.0004216913,-0.014056377,25
2,x,2,0.18854448497295384,0.16649549603462221,16784,15931,-105.0,2,0.005525394,0.001044339,-0.034811303,26
3,x,2,0.18854448497295384,0.16649549603462221,11651,11197,-75.0,3,0.006613373,0.0007958791,-0.026529305,27
4,x,2,0.18854448497295384,0.16649549603462221,7289,6981,-45.0,4,0.008367729,0.00086450233,-0.028816745,28
5,x,2,0.18854448497295384,0.16649549603462221,2821,2827,-15.0,5,0.013306145,4.254965e-05,0.0014183217,29
6,x,2,0.18854448497295384,0.16649549603462221,2793,2838,15.0,6,0.01332547,0.00032008582,0.010669528,30
7,x,2,0.18854448497295384,0.16649549603462221,7034,7441,45.0,7,0.008305858,0.0011261993,0.037539978,31
8,x,2,0.18854448497295384,0.16649549603462221,10793,11402,75.0,8,0.0067078113,0.0010990099,0.036633663,32
9,x,2,0.18854448497295384,0.16649549603462221,16215,17108,105.0,9,0.0054745674,0.0010733635,0.035778783,33
10,x,2,0.18854448497295384,0.16649549603462221,10947,11319,135.0,10,0.006699939,0.0006691757,0.022305857,34
11,x,2,0.18854448497295384,0.16649549603462221,23807,24371,165.0,11,0.0045553586,0.00046888867,0.015629623,35
0,x,3,0.21073120534420015,0.18854448497295384,24669,24256,-165.0,0,0.004520714,0.0003381105,-0.01127035,36
1,x,3,0.21073120534420015,0.18854448497295384,12048,11592,-135.0,1,0.006501779,0.00077260373,-0.025753459,37
2,x,3,0.21073120534420015,0.18854448497295384,16042,15450,-105.0,2,0.005633302,0.00075294095,-0.025098031,38
3,x,3,0.21073120534420015,0.18854448497295384,12295,11576,-75.0,3,0.0064671547,0.0012064177,-0.040213924,39
4,x,3,0.21073120534420015,0.18854448497295384,7031,6646,-45.0,4,0.008544716,0.0011274812,-0.037582707,40
5,x,3,0.21073120534420015,0.18854448497295384,2828,2673,-15.0,5,0.013473228,0.0011285725,-0.037619084,41
