,axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index
0,x,0,0.14328244030475618,0.10672914981842041,24469,24510,-165.0,0,0.004518505,3.352844e-05,0.0011176147,0
1,x,0,0.14328244030475618,0.10672914981842041,9658,9306,-135.0,1,0.0072594155,0.0007434506,-0.024781687,1
2,x,0,0.14328244030475618,0.10672914981842041,20136,19517,-105.0,2,0.0050207386,0.00062525045,-0.020841682,2
3,x,0,0.14328244030475618,0.10672914981842041,8784,8733,-75.0,3,0.0075555635,0.00011661377,-0.0038871258,3
4,x,0,0.14328244030475618,0.10672914981842041,9680,9087,-45.0,4,0.0072931605,0.0012656081,-0.04218694,4
5,x,0,0.14328244030475618,0.10672914981842041,4492,4472,-15.0,5,0.010562024,8.936503e-05,-0.0029788343,5
6,x,0,0.14328244030475618,0.10672914981842041,4671,4611,15.0,6,0.01037918,0.00025891018,-0.008630339,6
7,x,0,0.14328244030475618,0.10672914981842041,9388,9644,45.0,7,0.0072474917,0.0005387595,0.01795865,7
8,x,0,0.14328244030475618,0.10672914981842041,8758,8868,75.0,8,0.0075319605,0.0002499645,0.00833215,8
9,x,0,0.14328244030475618,0.10672914981842041,19206,20105,105.0,9,0.0050412756,0.00091597793,0.030532598,9
10,x,0,0.14328244030475618,0.10672914981842041,9635,9665,135.0,10,0.007198142,6.2259176e-05,0.002075306,10
11,x,0,0.14328244030475618,0.10672914981842041,24473,24853,165.0,11,0.004502348,0.0003085653,0.010285511,11
0,x,1,0.16649549603462221,0.14328244030475618,26561,25816,-165.0,0,0.0043686912,0.0005697116,-0.018990388,12
1,x,1,0.16649549603462221,0.14328244030475618,11093,10778,-135.0,1,0.006760602,0.0005768745,-0.01922915,13
2,x,1,0.16649549603462221,0.14328244030475618,19141,18633,-105.0,2,0.005144385,0.00053865433,-0.017955145,14
3,x,1,0.16649549603462221,0.14328244030475618,11354,10984,-75.0,3,0.006689161,0.00066343264,-0.022114422,15
4,x,1,0.16649549603462221,0.14328244030475618,8537,8126,-45.0,4,0.0077426173,0.0009879342,-0.03293114,16
5,x,1,0.16649549603462221,0.14328244030475618,3176,3209,-15.0,5,0.012514376,0.00020701054,0.0069003515,17
6,x,1,0.16649549603462221,0.14328244030475618,3226,3307,15.0,6,0.012370412,0.0004966058,0.016553527,18
7,x,1,0.16649549603462221,0.14328244030475618,8398,8486,45.0,7,0.0076957652,0.00020875974,0.0069586583,19
8,x,1,0.16649549603462221,0.14328244030475618,10975,11173,75.0,8,0.006718956,0.0003580718,0.011935727,20
9,x,1,0.16649549603462221,0.14328244030475618,18559,19391,105.0,9,0.0051310705,0.0008781141,0.02927047,21
10,x,1,0.16649549603462221,0.14328244030475618,10993,11074,135.0,10,0.006731675,0.0001470216,0.00490072,22
11,x,1,0.16649549603462221,0.14328244030475618,26160,26410,165.0,11,0.004361363,0.00019047652,0.0063492176,23
0,x,2,0.18854448497295384,0.16649549603462221,25795,25784,-165.0,0,0.0044031506,8.541992e-06,-0.00028473308,24
1,x,2,0.18854448497295384,0.16649549603462221,11649,11460,-135.0,1,0.0065778433,0.00032758203,-0.010919401,25
2,x,2,0.18854448497295384,0.16649549603462221,17756,16795,-105.0,2,0.0053761336,0.0011140436,-0.03713479,26
3,x,2,0.18854448497295384,0.16649549603462221,12391,11873,-75.0,3,0.006417152,0.0008550801,-0.028502671,27
4,x,2,0.18854448497295384,0.16649549603462221,7581,7303,-45.0,4,0.008194172,0.00074810843,-0.024936948,28
5,x,2,0.18854448497295384,0.16649549603462221,2918,2909,-15.0,5,0.013100159,6.186385e-05,-0.0020621284,29
6,x,2,0.18854448497295384,0.16649549603462221,2885,2937,15.0,6,0.013104878,0.00035774254,0.011924751,30
7,x,2,0.18854448497295384,0.16649549603462221,7257,7706,45.0,7,0.008168492,0.0012018965,0.040063217,31
8,x,2,0.18854448497295384,0.16649549603462221,11403,12082,75.0,8,0.0065205004,0.0011580269,0.038600896,32
9,x,2,0.18854448497295384,0.16649549603462221,17105,18066,105.0,9,0.0053286655,0.0010944051,0.03648017,33
10,x,2,0.18854448497295384,0.16649549603462221,11427,11828,135.0,10,0.006555815,0.000690665,0.023022167,34
11,x,2,0.18854448497295384,0.16649549603462221,25433,26323,165.0,11,0.0043944563,0.0006887613,0.02295871,35
0,x,3,0.21073120534420015,0.18854448497295384,25706,25221,-165.0,0,0.0044308887,0.00038144598,-0.012714867,36
1,x,3,0.21073120534420015,0.18854448497295384,12209,11831,-135.0,1,0.0064481786,0.0006297914,-0.020993048,37
2,x,3,0.21073120534420015,0.18854448497295384,16422,15775,-105.0,2,0.0055710357,0.0008048747,-0.026829157,38
3,x,3,0.21073120534420015,0.18854448497295384,12624,11913,-75.0,3,0.006379168,0.0011606133,-0.03868711,39
4,x,3,0.21073120534420015,0.18854448497295384,7080,6703,-45.0,4,0.008512132,0.0010955621,-0.036518738,40
5,x,3,0.21073120534420015,0.18854448497295384,2885,2776,-15.0,5,0.013286478,0.0007712102,-0.025707006,41
6,x,3,0.21073120534420015,0.18854448497295384,2805,2841,15.0,6,0.0133080315,0.00025538835,0.008512945,42
7,x,3,0.21073120534420015,0.18854448497295384,6919,7140,45.0,7,0.008431933,0.0006296182,0.020987272,43
8,x,3,0.21073120534420015,0.18854448497295384,11806,12359,75.0,8,0.006429894,0.00091659557,0.030553186,44
9,x,3,0.21073120534420015,0.18854448497295384,15829,16134,105.0,9,0.0055929506,0.00038220093,0.012740031,45
10,x,3,0.21073120534420015,0.18854448497295384,12042,12140,135.0,10,0.006430541,0.00016232047,0.0054106824,46
11,x,3,0.21073120534420015,0.18854448497295384,24957,25499,165.0,11,0.0044514234,0.000430255,0.014341833,47
0,x,4,0.23393914103507996,0.21073120534420015,24854,24284,-165.0,0,0.0045106504,0.00046461882,-0.015487295,48
1,x,4,0.23393914103507996,0.21073120534420015,12519,12143,-135.0,1,0.0063664285,0.0006106593,-0.02035531,49
2,x,4,0.23393914103507996,0.21073120534420015,15325,14564,-105.0,2,0.0057808706,0.0010197946,-0.033993155,50
3,x,4,0.23393914103507996,0.21073120534420015,12789,12041,-75.0,3,0.006341034,0.0012066027,-0.04022009,51
4,x,4,0.23393914103507996,0.21073120534420015,6828,6551,-45.0,4,0.008642158,0.00082926924,-0.027642308,52
5,x,4,0.23393914103507996,0.21073120534420015,2793,2756,-15.0,5,0.013423799,0.0002670708,-0.008902361,53
6,x,4,0.23393914103507996,0.21073120534420015,2781,2806,15.0,6,0.013378361,0.0001792259,0.005974197,54
7,x,4,0.23393914103507996,0.21073120534420015,6525,6776,45.0,7,0.008668021,0.00075583823,0.025194608,55
8,x,4,0.23393914103507996,0.21073120534420015,11712,12538,75.0,8,0.0064149695,0.0013642933,0.045476444,56
9,x,4,0.23393914103507996,0.21073120534420015,14689,15433,105.0,9,0.005758665,0.0009893012,0.03297671,57
10,x,4,0.23393914103507996,0.21073120534420015,12387,12570,135.0,10,0.006329698,0.00029369607,0.009789869,58
11,x,4,0.23393914103507996,0.21073120534420015,24263,24635,165.0,11,0.0045220153,0.0003047132,0.010157107,59
0,x,5,0.2590043723583222,0.23393914103507996,23990,23583,-165.0,0,0.004584494,0.00034266777,-0.01142226,60
