,axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index
0,x,0,0.14328244030475618,0.10672914981842041,21732,21657,-165.0,0,0.0048007495,6.923425e-05,-0.0023078085,0
1,x,0,0.14328244030475618,0.10672914981842041,8281,8022,-135.0,1,0.007830122,0.0006363142,-0.021210475,1
2,x,0,0.14328244030475618,0.10672914981842041,17848,17310,-105.0,2,0.005332087,0.0006129112,-0.020430373,2
3,x,0,0.14328244030475618,0.10672914981842041,7470,7427,-75.0,3,0.008193083,0.000115613635,-0.003853788,3
4,x,0,0.14328244030475618,0.10672914981842041,8635,8088,-45.0,4,0.0077255317,0.0013101245,-0.04367082,4
5,x,0,0.14328244030475618,0.10672914981842041,4032,3999,-15.0,5,0.011158573,0.00016458253,-0.005486084,5
6,x,0,0.14328244030475618,0.10672914981842041,4238,4140,15.0,6,0.010923878,0.00046851678,-0.015617226,6
7,x,0,0.14328244030475618,0.10672914981842041,8383,8639,45.0,7,0.0076631466,0.0006023776,0.020079253,7
8,x,0,0.14328244030475618,0.10672914981842041,7467,7511,75.0,8,0.008170897,0.00011766256,0.0039220853,8
9,x,0,0.14328244030475618,0.10672914981842041,17179,17905,105.0,9,0.0053367843,0.00082883285,0.027627762,9
10,x,0,0.14328244030475618,0.10672914981842041,8297,8310,135.0,10,0.0077598654,3.1353902e-05,0.0010451301,10
11,x,0,0.14328244030475618,0.10672914981842041,21594,21815,165.0,11,0.0047995453,0.0002039163,0.00679721,11
0,x,1,0.16649549603462221,0.14328244030475618,22523,22101,-165.0,0,0.0047334866,0.0003787768,-0.012625894,12
1,x,1,0.16649549603462221,0.14328244030475618,9203,9013,-135.0,1,0.0074085183,0.00041777265,-0.013925755,13
2,x,1,0.16649549603462221,0.14328244030475618,16390,16149,-105.0,2,0.0055434057,0.0002966554,-0.009888514,14
3,x,1,0.16649549603462221,0.14328244030475618,9377,9014,-75.0,3,0.0073713404,0.0007905707,-0.026352357,15
4,x,1,0.16649549603462221,0.14328244030475618,7392,7016,-45.0,4,0.008325961,0.0010452581,-0.03484194,16
5,x,1,0.16649549603462221,0.14328244030475618,2784,2764,-15.0,5,0.013425385,0.00014438861,-0.004812954,17
6,x,1,0.16649549603462221,0.14328244030475618,2786,2863,15.0,6,0.013302776,0.0005459571,0.018198572,18
7,x,1,0.16649549603462221,0.14328244030475618,7383,7410,45.0,7,0.008221869,7.310497e-05,0.0024368325,19
8,x,1,0.16649549603462221,0.14328244030475618,9049,9165,75.0,8,0.007409376,0.00025508922,0.008502974,20
9,x,1,0.16649549603462221,0.14328244030475618,16015,16759,105.0,9,0.0055212285,0.0009092491,0.030308304,21
10,x,1,0.16649549603462221,0.14328244030475618,9194,9172,135.0,10,0.007378909,4.7978592e-05,-0.0015992865,22
