,axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index
0,x,0,0.14328244030475618,0.10672914981842041,21095,21108,-165.0,0,0.0048677507,1.2337849e-05,0.00041126163,0
1,x,0,0.14328244030475618,0.10672914981842041,8524,8265,-135.0,1,0.0077160574,0.0006178946,-0.020596486,1
2,x,0,0.14328244030475618,0.10672914981842041,17667,17239,-105.0,2,0.0053517,0.0004911149,-0.016370498,2
3,x,0,0.14328244030475618,0.10672914981842041,7335,7353,-75.0,3,0.008251218,4.9085054e-05,0.0016361686,3
4,x,0,0.14328244030475618,0.10672914981842041,8540,7973,-45.0,4,0.007773743,0.001375297,-0.045843232,4
5,x,0,0.14328244030475618,0.10672914981842041,3727,3713,-15.0,5,0.011593436,7.53693e-05,-0.0025123102,5
6,x,0,0.14328244030475618,0.10672914981842041,3889,3869,15.0,6,0.011353311,0.000103257036,-0.0034419012,6
7,x,0,0.14328244030475618,0.10672914981842041,8273,8566,45.0,7,0.007704148,0.0006969326,0.023231087,7
8,x,0,0.14328244030475618,0.10672914981842041,7364,7494,75.0,8,0.00820333,0.00035044705,0.011681569,8
9,x,0,0.14328244030475618,0.10672914981842041,16907,17567,105.0,9,0.0053840894,0.0007668169,0.025560563,9
10,x,0,0.14328244030475618,0.10672914981842041,8543,8571,135.0,10,0.0076440442,6.553087e-05,0.0021843624,10
11,x,0,0.14328244030475618,0.10672914981842041,21085,21461,165.0,11,0.004847752,0.00035397167,0.011799056,11
0,x,1,0.16649549603462221,0.14328244030475618,21838,21317,-165.0,0,0.0048131347,0.00048355517,-0.016118506,12
1,x,1,0.16649549603462221,0.14328244030475618,9475,9287,-135.0,1,0.0072999783,0.00040134523,-0.013378175,13
2,x,1,0.16649549603462221,0.14328244030475618,16291,15912,-105.0,2,0.0055718343,0.00047139206,-0.01571307,14
3,x,1,0.16649549603462221,0.14328244030475618,9171,8888,-75.0,3,0.0074397456,0.00062767114,-0.020922372,15
4,x,1,0.16649549603462221,0.14328244030475618,7256,6819,-45.0,4,0.00842175,0.0012435763,-0.041452546,16
5,x,1,0.16649549603462221,0.14328244030475618,2655,2627,-15.0,5,0.013759097,0.00021232398,-0.007077466,17
6,x,1,0.16649549603462221,0.14328244030475618,2647,2749,15.0,6,0.013608983,0.00075712503,0.025237503,18
7,x,1,0.16649549603462221,0.14328244030475618,7264,7266,45.0,7,0.00829597,5.5132004e-06,0.00018377336,19
