,axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index
0,x,0,0.14328244030475618,0.10672914981842041,24208,24204,-165.0,0,0.0045448914,3.3093781e-06,-0.000110312605,0
1,x,0,0.14328244030475618,0.10672914981842041,9115,8822,-135.0,1,0.007464862,0.0006542704,-0.021809014,1
2,x,0,0.14328244030475618,0.10672914981842041,19340,18807,-105.0,2,0.005119107,0.0005596368,-0.01865456,2
3,x,0,0.14328244030475618,0.10672914981842041,8382,8378,-75.0,3,0.007724368,9.559284e-06,-0.00031864282,3
4,x,0,0.14328244030475618,0.10672914981842041,9269,8680,-45.0,4,0.0074569746,0.0013143604,-0.043812014,4
5,x,0,0.14328244030475618,0.10672914981842041,4267,4255,-15.0,5,0.010832494,5.6400004e-05,-0.0018800001,5
6,x,0,0.14328244030475618,0.10672914981842041,4503,4442,15.0,6,0.010572844,0.00027314227,-0.009104743,6
7,x,0,0.14328244030475618,0.10672914981842041,9081,9376,45.0,7,0.0073590293,0.00064017734,0.021339245,7
8,x,0,0.14328244030475618,0.10672914981842041,8235,8337,75.0,8,0.007767797,0.0002465271,0.00821757,8
9,x,0,0.14328244030475618,0.10672914981842041,18889,19681,105.0,9,0.005089931,0.0008224604,0.027415346,9
10,x,0,0.14328244030475618,0.10672914981842041,9145,9151,135.0,10,0.00739302,1.3135134e-05,0.00043783782,10
11,x,0,0.14328244030475618,0.10672914981842041,23645,23963,165.0,11,0.0045829252,0.00026753868,0.008917957,11
0,x,1,0.16649549603462221,0.14328244030475618,26027,25406,-165.0,0,0.004408823,0.00048360316,-0.016120106,12
1,x,1,0.16649549603462221,0.14328244030475618,10636,10344,-135.0,1,0.006902752,0.00055746397,-0.018582132,13
2,x,1,0.16649549603462221,0.14328244030475618,18382,17947,-105.0,2,0.005245873,0.00047959568,-0.015986523,14
3,x,1,0.16649549603462221,0.14328244030475618,10901,10533,-75.0,3,0.0068286406,0.00068767625,-0.022922542,15
4,x,1,0.16649549603462221,0.14328244030475618,8191,7789,-45.0,4,0.007906176,0.0010076013,-0.03358671,16
5,x,1,0.16649549603462221,0.14328244030475618,3071,3080,-15.0,5,0.012750473,5.8605205e-05,0.0019535068,17
6,x,1,0.16649549603462221,0.14328244030475618,3103,3179,15.0,6,0.012615207,0.0004845684,0.01615228,18
7,x,1,0.16649549603462221,0.14328244030475618,8185,8343,45.0,7,0.007777759,0.0003828919,0.012763064,19
8,x,1,0.16649549603462221,0.14328244030475618,10439,10560,75.0,8,0.0069006155,0.00023079489,0.007693163,20
9,x,1,0.16649549603462221,0.14328244030475618,18171,19026,105.0,9,0.005182525,0.0009206565,0.03068855,21
10,x,1,0.16649549603462221,0.14328244030475618,10456,10410,135.0,10,0.006922748,8.829946e-05,-0.0029433153,22
11,x,1,0.16649549603462221,0.14328244030475618,25322,25494,165.0,11,0.0044360384,0.00013557119,0.0045190398,23
0,x,2,0.18854448497295384,0.16649549603462221,25435,25509,-165.0,0,0.0044304994,5.8180583e-05,0.0019393528,24
1,x,2,0.18854448497295384,0.16649549603462221,11401,11218,-135.0,1,0.0066487184,0.0003240538,-0.010801794,25
2,x,2,0.18854448497295384,0.16649549603462221,17330,16392,-105.0,2,0.0054418133,0.0011141122,-0.037137076,26
3,x,2,0.18854448497295384,0.16649549603462221,12000,11568,-75.0,3,0.006511912,0.0007341764,-0.024472548,27
4,x,2,0.18854448497295384,0.16649549603462221,7350,7058,-45.0,4,0.008327969,0.00081174297,-0.0270581,28
5,x,2,0.18854448497295384,0.16649549603462221,2844,2823,-15.0,5,0.01328367,0.00014842446,-0.004947482,29
6,x,2,0.18854448497295384,0.16649549603462221,2818,2883,15.0,6,0.013242627,0.00045666922,0.015222308,30
7,x,2,0.18854448497295384,0.16649549603462221,7099,7566,45.0,7,0.008250231,0.0012754817,0.042516056,31
8,x,2,0.18854448497295384,0.16649549603462221,11016,11661,75.0,8,0.0066358084,0.0011392356,0.037974518,32
9,x,2,0.18854448497295384,0.16649549603462221,16945,17848,105.0,9,0.0053578825,0.0010395258,0.034650862,33
10,x,2,0.18854448497295384,0.16649549603462221,10993,11332,135.0,10,0.006691369,0.0006082017,0.020273391,34
11,x,2,0.18854448497295384,0.16649549603462221,24855,25672,165.0,11,0.004447716,0.0006476464,0.021588214,35
0,x,3,0.21073120534420015,0.18854448497295384,25628,25173,-165.0,0,0.0044364217,0.00035873894,-0.011957965,36
1,x,3,0.21073120534420015,0.18854448497295384,12185,11690,-135.0,1,0.006469368,0.0008304265,-0.027680885,37
2,x,3,0.21073120534420015,0.18854448497295384,16215,15643,-105.0,2,0.0056010047,0.00071914576,-0.023971526,38
