,axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index
0,x,0,0.14328244030475618,0.10672914981842041,20418,20384,-165.0,0,0.0049506132,3.33762e-05,-0.00111254,0
1,x,0,0.14328244030475618,0.10672914981842041,8344,8111,-135.0,1,0.007794234,0.0005671494,-0.01890498,1
2,x,0,0.14328244030475618,0.10672914981842041,17124,16713,-105.0,2,0.0054355934,0.00048650734,-0.016216911,2
3,x,0,0.14328244030475618,0.10672914981842041,7051,7064,-75.0,3,0.008417036,3.6889425e-05,0.0012296475,3
4,x,0,0.14328244030475618,0.10672914981842041,8275,7736,-45.0,4,0.007894991,0.0013483721,-0.044945735,4
5,x,0,0.14328244030475618,0.10672914981842041,3799,3791,-15.0,5,0.01147833,4.221703e-05,-0.0014072343,5
6,x,0,0.14328244030475618,0.10672914981842041,3984,3923,15.0,6,0.011245301,0.0003089993,-0.010299977,6
7,x,0,0.14328244030475618,0.10672914981842041,7949,8299,45.0,7,0.007841883,0.00086279487,0.02875983,7
8,x,0,0.14328244030475618,0.10672914981842041,7098,7165,75.0,8,0.008373095,0.00018814963,0.0062716543,8
9,x,0,0.14328244030475618,0.10672914981842041,16458,17033,105.0,9,0.005462882,0.0006876685,0.022922285,9
10,x,0,0.14328244030475618,0.10672914981842041,8399,8410,135.0,10,0.007713099,2.6211399e-05,0.00087371335,10
11,x,0,0.14328244030475618,0.10672914981842041,20576,20760,165.0,11,0.004918448,0.00017829075,0.005943025,11
0,x,1,0.16649549603462221,0.14328244030475618,21216,20806,-165.0,0,0.004877809,0.00039079282,-0.0130264275,12
1,x,1,0.16649549603462221,0.14328244030475618,9297,9110,-135.0,1,0.007370018,0.00040690968,-0.013563656,13
2,x,1,0.16649549603462221,0.14328244030475618,15947,15570,-105.0,2,0.0056321234,0.00047911075,-0.015970359,14
3,x,1,0.16649549603462221,0.14328244030475618,8864,8595,-75.0,3,0.0075665587,0.00061712385,-0.020570796,15
4,x,1,0.16649549603462221,0.14328244030475618,7112,6723,-45.0,4,0.008495798,0.0011261853,-0.037539512,16
5,x,1,0.16649549603462221,0.14328244030475618,2671,2663,-15.0,5,0.013692181,6.0072594e-05,-0.00200242,17
6,x,1,0.16649549603462221,0.14328244030475618,2678,2766,15.0,6,0.013550015,0.00064744655,0.021581553,18
7,x,1,0.16649549603462221,0.14328244030475618,7117,7135,45.0,7,0.008376478,5.058667e-05,0.0016862224,19
8,x,1,0.16649549603462221,0.14328244030475618,8597,8664,75.0,8,0.0076113413,0.0001554706,0.0051823533,20
9,x,1,0.16649549603462221,0.14328244030475618,15357,16081,105.0,9,0.005637248,0.000922408,0.030746935,21
10,x,1,0.16649549603462221,0.14328244030475618,9256,9191,135.0,10,0.007362619,0.00014113249,-0.0047044167,22
11,x,1,0.16649549603462221,0.14328244030475618,21038,21250,165.0,11,0.004862747,0.00020079741,0.0066932472,23
0,x,2,0.18854448497295384,0.16649549603462221,21666,21799,-165.0,0,0.004796523,0.00012256074,0.004085358,24
1,x,2,0.18854448497295384,0.16649549603462221,10152,9958,-135.0,1,0.0070511173,0.00038639284,-0.012879762,25
2,x,2,0.18854448497295384,0.16649549603462221,15409,14659,-105.0,2,0.0057637715,0.0009990706,-0.03330235,26
3,x,2,0.18854448497295384,0.16649549603462221,10160,9716,-75.0,3,0.0070899352,0.0008947329,-0.02982443,27
4,x,2,0.18854448497295384,0.16649549603462221,6520,6207,-45.0,4,0.008859368,0.0009850487,-0.03283496,28
5,x,2,0.18854448497295384,0.16649549603462221,2470,2452,-15.0,5,0.014253582,0.0001464773,-0.0048825764,29
6,x,2,0.18854448497295384,0.16649549603462221,2417,2482,15.0,6,0.01428493,0.0005314291,0.017714303,30
7,x,2,0.18854448497295384,0.16649549603462221,6298,6626,45.0,7,0.008791279,0.0010165209,0.03388403,31
8,x,2,0.18854448497295384,0.16649549603462221,9410,9983,75.0,8,0.0071752877,0.0011834475,0.039448254,32
9,x,2,0.18854448497295384,0.16649549603462221,14816,15689,105.0,9,0.005721333,0.0011462587,0.038208622,33
10,x,2,0.18854448497295384,0.16649549603462221,10065,10384,135.0,10,0.0069914903,0.00062482443,0.020827482,34
11,x,2,0.18854448497295384,0.16649549603462221,21528,22043,165.0,11,0.0047901287,0.00047342273,0.015780758,35
0,x,3,0.21073120534420015,0.18854448497295384,22415,22091,-165.0,0,0.0047399113,0.00029158546,-0.009719515,36
1,x,3,0.21073120534420015,0.18854448497295384,10945,10590,-135.0,1,0.0068127485,0.000660272,-0.022009067,37
2,x,3,0.21073120534420015,0.18854448497295384,14856,14301,-105.0,2,0.0058544795,0.0007624117,-0.025413724,38
3,x,3,0.21073120534420015,0.18854448497295384,10905,10268,-75.0,3,0.0068668597,0.001205026,-0.040167537,39
4,x,3,0.21073120534420015,0.18854448497295384,6207,5895,-45.0,4,0.009084771,0.0010326112,-0.034420375,40
5,x,3,0.21073120534420015,0.18854448497295384,2435,2330,-15.0,5,0.014480399,0.0008826038,-0.029420128,41
6,x,3,0.21073120534420015,0.18854448497295384,2397,2428,15.0,6,0.0143957855,0.0002573379,0.008577931,42
7,x,3,0.21073120534420015,0.18854448497295384,6121,6237,45.0,7,0.008994806,0.00037596657,0.012532219,43
8,x,3,0.21073120534420015,0.18854448497295384,10255,10663,75.0,8,0.006911823,0.000781231,0.026041033,44
9,x,3,0.21073120534420015,0.18854448497295384,14347,14553,105.0,9,0.0058820867,0.00028550177,0.009516725,45
10,x,3,0.21073120534420015,0.18854448497295384,10849,10888,135.0,10,0.006782643,7.186284e-05,0.0023954283,46
11,x,3,0.21073120534420015,0.18854448497295384,21856,22350,165.0,11,0.0047556628,0.0004475949,0.0149198305,47
0,x,4,0.23393914103507996,0.21073120534420015,22659,21993,-165.0,0,0.004731441,0.00059741037,-0.019913679,48
1,x,4,0.23393914103507996,0.21073120534420015,11569,11339,-135.0,1,0.006606438,0.00040214258,-0.013404753,49
2,x,4,0.23393914103507996,0.21073120534420015,14281,13546,-105.0,2,0.0059909625,0.0010579384,-0.035264615,50
3,x,4,0.23393914103507996,0.21073120534420015,11593,10847,-75.0,3,0.0066689947,0.0013315437,-0.04438479,51
4,x,4,0.23393914103507996,0.21073120534420015,6052,5895,-45.0,4,0.009147527,0.00052635674,-0.017545225,52
5,x,4,0.23393914103507996,0.21073120534420015,2419,2384,-15.0,5,0.014428565,0.00029187364,-0.009729122,53
