axis,axis_bin,axis_max,axis_min,err_0,err_1,err_2,par_0,par_1,par_2,sys_total,sys_1,sys_2,sys_9,sys_10,sys_6,sys_8,sys_7,sys_4,sys_3,sys_5,sys_11
q2,8,2.7452957153320305,2.331733942031861,0.002869011477566087,0.04835995154540718,0.04687723111792698,0.03561329750710836,0.00035731306921425564,-0.0034328472992992696,0.002730958658774377,0.00039376846956132305,0.0004942567251107061,0.0009318572203442649,4.069442468263018e-05,0.0004197214171582711,0.00043849427436813,0.0022942404915231793,0.00028302908782557035,0.0004791976204489637,0.0004963490157747358,2.6401962229256892e-05
q2,9,4.73682165145874,2.7452957153320305,0.0027571127954482072,0.046840364178957324,0.04860865309026544,0.03355017108856708,-0.0016326171408864046,0.02810846361310639,0.0031068258845150104,0.00012122833064359684,0.00048400749493245077,0.0012445583245284178,9.30168636535042e-05,0.0014671662820959913,0.0004996027306492234,0.0003480321571920769,0.001579672113497535,0.0016800548269096383,5.7843936538320984e-05,3.5066429878757854e-05
x,0,0.1432223439216614,0.1067291498184204,0.0027502412987443635,0.04829651743840648,0.04692731624059719,0.02280325338173828,-0.008255943074402356,-0.008028566146153899,0.004327677180743333,0.0011557670371046443,7.365577842048318e-05,0.002610228573512712,0.00046455661541376647,5.133255606981982e-05,0.000401096724401237,0.0008039764728604466,0.001239929038612312,0.0024754401591915824,0.0012640684186434221,0.0005342961313465726
x,1,0.16647763550281525,0.1432223439216614,0.0027870249398192575,0.049782522744192335,0.048839476194628716,0.021723022763659863,-0.011405041467140947,-0.004094106504471547,0.0036848270387011073,0.0008819532909397076,0.00011950432260570895,0.001901697944685591,0.0002615516135503551,0.0013742422281435296,0.0005752842913342923,0.0011510560429623118,0.00124710135461455,0.001968934503292677,0.0002282348913958364,0.0002692272853046379
x,2,0.18857827484607695,0.16647763550281525,0.0028430102907430984,0.04704360620722601,0.0485998525167505,0.03569893772230055,-0.020353333149604403,-0.0005975953075429501,0.003226505721325903,0.0001454225829783662,0.0002723383517159103,5.9695337737079857e-05,0.000517635683520902,0.0013890799607853138,0.00022687938482187503,0.0019622306358516653,0.0017895163361681676,0.00027294239748480026,0.00040467463701737705,0.0008783613934490175
x,3,0.2108415126800537,0.18857827484607695,0.002780489249578203,0.04966936410176953,0.04817189878801557,0.028660383644955857,-0.018810337510392103,-0.029941031371708365,0.003114725049764199,0.001857688934093632,0.0005094177301399223,0.00044514064838569595,0.00020538332246448562,0.0006150114473038558,0.00012799328815080863,0.0015592451927683992,0.001383567553698943,0.0003482824390918897,0.0007705486627259013,0.0005435926986698848
x,4,0.2341358065605164,0.2108415126800537,0.002817867760545738,0.04696578613786918,0.04870397435153376,0.03551610278620565,-0.009223137621099813,0.01522888885942455,0.002807994086781087,0.00038487125597930216,0.0004853842539663117,0.00019929322100813857,1.0496360825736073e-05,0.00035732071634667073,8.073030600214137e-06,0.00026744300243218555,0.0025739033233901434,0.0004550841505824993,0.00014087693588755307,0.000640377881528438
x,5,0.25929955840110785,0.2341358065605164,0.002827976800243658,0.04777293601564509,0.04704964694061311,0.03587118964557919,-0.0350685980089048,0.017406835814522473,0.002923897485774724,0.0002460928941164092,0.0003719182941523888,0.001442311135735834,0.0007822382562461122,0.0006216805779590828,0.0005525468393953042,0.00010246895608188866,0.001371091823528299,0.001701799331785929,0.00011766950108366148,0.0004074051694089448
x,6,0.2879805088043213,0.25929955840110785,0.0028206401484016297,0.04886591092851188,0.04821468493441539,0.0332684138522241,0.0074953135808014095,0.01178380934835318,0.0022532436308710727,0.0003318598600086306,7.313335762727108e-05,0.0002230998076431373,0.00018950441033401683,0.00013800794157641655,0.0002764380085706272,0.000695349125561448,0.0017341106767572445,0.0009617478108910268,0.0003685265570435997,0.00047859886594990575
x,7,0.3234374105930328,0.2879805088043213,0.002805731764460892,0.04818600267153022,0.047440567784243874,0.03597574759140535,-0.0494323942568844,0.007702466957286337,0.0028340900325095277,0.0009846198117773944,0.0007256164899472894,0.0012433094345366685,0.0006209564240859666,0.0005686127474857292,0.0006181575501279651,0.0009105951275621763,0.0007526647198586589,0.001547087342639454,0.0002953221065898626,0.00015114345795008005
x,8,0.37589795589447017,0.3234374105930328,0.002801744788145956,0.04818478609945456,0.0472883840349691,0.03263749786971167,0.03710557538066055,-0.01427066307365022,0.0019547038760883016,7.268272756581068e-05,0.00044936099025263965,0.0006413675385576328,0.00011562587157668003,0.0010780788877641431,0.00011555965077315183,0.0007399956417078954,0.0007015630547164489,0.0009842331768375664,5.4668785266345776e-05,4.291258515218277e-05
x,9,0.6019378304481506,0.37589795589447017,0.002728466455581319,0.04695960630984778,0.047367173974638146,0.03523670344792988,-0.009580289650178434,0.04013098542113735,0.002202304161382632,6.382926462287358e-05,0.000599107792110351,0.0010982461465420534,8.746623189331143e-05,0.0003142234190171775,0.0002163319510465958,0.0007841248040646245,0.0005052477829655469,0.0014670333875406519,0.00030042885410769965,0.00012343824510505086
z,0,0.23936451971530914,0.1212601587176323,0.002575227231015333,0.04790111102458797,0.04784550108365044,0.02220844290615323,-0.01555208036628322,0.006606105483191295,0.0020686654391085836,0.00021934104088677103,4.459543697851037e-05,0.001273680434024739,0.0003353953328802603,8.887969876169785e-05,0.0001211583237390422,4.011690676783419e-05,0.0013799384810213589,0.00015486418987713246,0.000538295154576221,0.0005023569127507732
z,1,0.29773297905921936,0.23936451971530914,0.0025747704533860888,0.046688582841277165,0.04826452003650364,0.03202114811772991,-0.025303661312752,0.02381689238206222,0.003929880224859799,0.0005032064090416816,0.0001717255250912597,0.00042221942893009776,0.00037759083335674876,0.001795032035203599,0.0004659530979111773,5.5203884750068544e-05,0.00232042545081455,0.0020775096533863953,0.0012587188809502735,0.00033662223984837897
z,2,0.3449517786502839,0.29773297905921936,0.002699381476794259,0.04934973038161807,0.04781956231771081,0.029940341212780882,0.007254230336890647,-0.035883135480862964,0.004784948768511518,0.0006348598211386447,0.0008876338701902312,0.00043251697764784894,0.0006014039593223337,4.0610021179832145e-05,0.00037598237779360236,9.16548140472706e-06,0.0045599368419334575,0.00040323250584487283,0.00019677443411091414,0.00013638041149660607
z,3,0.3882173001766205,0.3449517786502839,0.002632990787307465,0.04664433859093861,0.048210440741416366,0.032458197102108496,-0.0029543707814613292,0.020046298234506786,0.002415223339745923,0.0012221882877187437,0.0007418253774254396,0.000254089826730107,0.0003679531290644786,0.00039426979675981355,0.0002572570797240506,2.5854239659187095e-05,0.0011644720388698446,0.00047552264990008766,0.001249674854729356,0.0004724415863935419
z,4,0.4311322271823883,0.3882173001766205,0.002632925985885607,0.04795604621478815,0.049993777030024764,0.029278493890985694,-0.006505065744940246,-0.024958539375563762,0.0020882958131371323,8.222830937998013e-05,0.0008066718852247252,0.00011289484734627528,0.00022815258582495335,0.0014523396979026111,0.00017451865434508704,4.7026388193559254e-05,0.0008803382858640872,0.00037385465078369415,0.000607898101749587,0.0004609097409779446
z,5,0.4756686687469484,0.4311322271823883,0.00254152073521296,0.04799255309249934,0.047769376990757284,0.029123270630571328,-0.029375726757049882,0.012136843819612216,0.002793945974510323,0.00048159025125223826,0.0003145190825990449,3.4237920546732054e-05,0.00026520975741807506,0.0009360250058966374,0.00011587082202537541,1.1748912191619776e-05,0.0010234073437526171,0.002301730943562945,7.20410966953515e-05,0.00040441252578998776
z,6,0.5243523716926575,0.4756686687469484,0.0025873667332596047,0.048093151864517396,0.04603973606573116,0.028597947868280748,-0.022906846340197757,0.037252719217559495,0.0029924928542508582,0.0004175776725541258,0.0002990532642858229,0.000776256037473718,0.00011758142227578233,0.0011234981176594834,0.0004407674360962441,5.711508838607965e-05,0.00015938117522903278,0.0024575096797586696,0.0005807420244583437,0.00046152694194639965
z,7,0.5816773772239685,0.5243523716926575,0.002599563892999537,0.04966810907022484,0.048781012476514,0.030073942161350634,-0.012938043675984301,0.0047322198035831915,0.0038482523230479824,0.00043917036789683714,6.437567208043143e-05,0.0006445247555283001,0.00027234491126382904,0.001172897140128592,0.00018597509591804923,0.0032629750909078867,0.0006661191938619471,0.0012576494520886335,8.923949963807534e-05,0.00017834151758620506
z,8,0.6574639081954956,0.5816773772239685,0.0028068605017120126,0.04671425130580382,0.04658280807522151,0.03800131069609229,-0.02850010729811258,-0.0024424871104934275,0.002453728650150569,0.00031680378607344684,5.620939058645358e-05,0.001259242099841254,0.0006544535686153347,0.00044857553668567474,0.00048398854063048946,0.0002394273362219118,0.00021782426746958655,0.0015690009298637356,1.642330403685971e-05,0.0009492041884605201
z,9,0.8930836319923401,0.6574639081954956,0.0028235983215242045,0.04775966170478788,0.046164475042378195,0.037480602244500005,0.010699114389577963,-0.022146623441981844,0.010876398924976233,0.0006369785066448336,6.468069174744157e-05,0.0010327009253225244,0.00047184172080758785,0.00028792179618152003,0.00020873558462657094,0.010728932093558345,0.00034706247780750404,0.0010309655123318731,0.0003438037626997334,0.000242952471065698
