axis,axis_bin,axis_max,axis_min,counts_neg,counts_pos,phi,phi_bin,stat,sys_0,value,global_index,sys_1,sys_10,sys_11,sys_2,sys_3,sys_4,sys_5,sys_6,sys_7,sys_8,sys_9,sys_total,err_0,par_0
x,1,0.18161906302,0.150191903114,7251,6833,-75.0,3,0.00841968413442,0.00118874770124,-0.0396249257028,15,0.0109078269452,0.00586425513029,0.00667958706617,0.000913698226213,0.00834322348237,0.00705901905894,0.000458884984255,0.00291088223457,0.00151233002543,0.00108318403363,0.00296508148313,0.00531661688831,0.00415678229105,0.0262239728105
x,1,0.18161906302,0.150191903114,3888,3640,-45.0,4,0.0115143572912,0.00131950632203,-0.0439835451543,16,0.00334874913096,0.0146684385836,0.028168072924,0.00329641997814,0.00380348786712,0.0111224763095,0.00310565531254,0.00369034707546,0.00565679743886,0.00231678411365,0.00772017985582,0.0103645698846,0.00415678229105,0.0262239728105
x,1,0.18161906302,0.150191903114,1351,1369,-15.0,5,0.0191733762622,0.000265059294179,0.00883531011641,17,0.0116723552346,0.0146487709135,0.00380347529426,0.0118765709922,0.00407724361867,0.0153799839318,0.00198103673756,0.007279234007,0.0179434679449,0.0070841666311,0.00883531011641,0.010273937366,0.00415678229105,0.0262239728105
x,1,0.18161906302,0.150191903114,1352,1436,15.0,6,0.0189235210419,0.00120677403174,0.0402258001268,18,0.0177491419017,0.0149978734553,0.0324454195797,0.00563736632466,0.000697884708643,0.0286339186132,0.00546249374747,0.00649432837963,0.0120758190751,0.00488907843828,0.0127811841667,0.0154108837014,0.00415678229105,0.0262239728105
x,1,0.18161906302,0.150191903114,3899,3855,45.0,7,0.0113559802994,0.000227282667765,-0.00757608888671,19,0.00356432981789,0.0148973949254,0.00121581507847,0.00100653851405,0.00401778426021,0.00747432699427,0.000139390584081,0.0106660788879,0.00620861165226,0.00280173681676,0.00737413577735,0.00660615519772,0.00415678229105,0.0262239728105
x,1,0.18161906302,0.150191903114,6802,7168,75.0,8,0.0084554348141,0.00104935909621,0.0349786356091,20,0.00466945767403,0.0139439217746,0.00511191785336,0.00192246958613,0.00731600262225,0.0097483843565,0.000211022794247,0.0032889470458,0.0198842473328,0.00121333822608,0.00644546747208,0.0083859034033,0.00415678229105,0.0262239728105
x,1,0.18161906302,0.150191903114,10454,10898,105.0,9,0.006840900518,0.000832882651594,0.0277627557516,21,0.00947031751275,0.0114535503089,0.0108017660677,0.00115483999252,0.00786407291889,0.00725405290723,0.00168647989631,0.00732431560755,0.00376475974917,0.00207414478064,0.00419105216861,0.00674461318941,0.00415678229105,0.0262239728105
x,1,0.18161906302,0.150191903114,6675,6750,135.0,10,0.00863039679825,0.000223762021051,0.00745873432606,22,0.00360756507143,0.0138342184946,0.0125253917649,0.00366377830505,0.00789318326861,0.0112402113155,0.0075468365103,0.00373258069158,0.0111279431731,0.00119430758059,0.0016120551154,0.00796919402789,0.00415678229105,0.0262239728105
x,1,0.18161906302,0.150191903114,16261,16517,165.0,11,0.00552312890068,0.000312821764965,0.0104273920879,23,0.00126286130399,0.00586280785501,0.00356779247522,0.000535724684596,0.00274490006268,0.00693080481142,0.0010670684278,0.00264805555344,0.0064769629389,0.00283962115645,0.00264364946634,0.0037606318547,0.00415678229105,0.0262239728105
x,2,0.215409338474,0.18161906302,16799,16504,-165.0,0,0.00547933625057,0.000354795483872,-0.0118265161291,24,0.0031206747517,0.00558506883681,0.00448440015316,0.00191823858768,0.00162464007735,0.0030052838847,0.000501628965139,0.00353226624429,0.00502744223922,0.00097322743386,0.0019899001345,0.00315307867449,0.0038420260771,0.0348079286778
x,2,0.215409338474,0.18161906302,7838,7516,-135.0,1,0.00806712731719,0.00083998934133,-0.027999645099,25,0.00543464161456,0.00423889607191,0.0198888126761,0.00105446018279,0.00836866162717,0.0133353928104,0.00267183221877,0.00556589476764,0.0119267795235,0.00101056136191,0.00309821777046,0.00857823628705,0.0038420260771,0.0348079286778
x,2,0.215409338474,0.18161906302,9977,9607,-105.0,2,0.00714350072667,0.000756727880798,-0.0252242628485,26,0.00286039710045,0.00688411109149,0.00368707440794,0.0029261559248,0.00226200930774,0.00677719525993,0.00133528746665,0.00280763022602,0.00982830859721,0.00171351060271,0.00222724862397,0.00449939820034,0.0038420260771,0.0348079286778
x,2,0.215409338474,0.18161906302,7745,7353,-75.0,3,0.00813353247941,0.00103993469384,-0.0346644893289,27,0.00152967497706,0.00565342418849,0.00849216990173,0.00303040072322,0.00270641222596,0.004229452461,0.00229667127132,0.00253665819764,0.00311905890703,0.00068362429738,0.00459747761488,0.00391425098024,0.0038420260771,0.0348079286778
x,2,0.215409338474,0.18161906302,3607,3401,-45.0,4,0.011936259456,0.00117736880202,-0.0392456278205,28,0.00438262522221,0.0064682289958,0.0177943818271,0.00171688571572,0.00784206017852,0.00666575133801,0.00305054709315,0.00226870179176,0.0157409794629,0.00143443048,0.00650975853205,0.00813033971656,0.0038420260771,0.0348079286778
x,2,0.215409338474,0.18161906302,1271,1323,-15.0,5,0.0196272488683,0.000802920898423,0.0267640314996,29,0.00618764571846,0.030931070447,0.00883059576154,0.0130148418248,0.00415202230215,0.0237208977342,0.00968582928181,0.0439094118774,0.00813454203308,0.00286938250065,0.0144656300545,0.0185468196049,0.0038420260771,0.0348079286778
x,2,0.215409338474,0.18161906302,1256,1382,15.0,6,0.0194302219898,0.0019130888395,0.0637696310878,30,0.00386475771666,0.0288368612528,0.00590323656797,0.00293136388063,0.0065504796803,0.0163103789091,0.00735638663173,0.00737876072526,0.0119145028293,0.00445286557078,0.00712613761425,0.0112546546681,0.0038420260771,0.0348079286778
x,2,0.215409338474,0.18161906302,3373,3594,45.0,7,0.0119698103517,0.00127053272445,0.0423510931432,31,0.00385768339038,0.0141179617494,0.00951662659645,0.00724874809384,0.00345621630549,0.00727569684386,0.00475285574794,0.00245942920446,0.00568010285497,0.00192827358842,0.0030228048563,0.00642876269824,0.0038420260771,0.0348079286778
x,2,0.215409338474,0.18161906302,7252,7605,75.0,8,0.00820003729314,0.000951662601437,0.0317220874131,32,0.00345405749977,0.00478977710009,0.00688715279102,0.000757653266191,0.00567604973912,0.00803700089455,0.00127861462533,0.00163258612156,0.00933274626732,0.00111572630703,0.00862989574671,0.00537595422092,0.0038420260771,0.0348079286778
x,2,0.215409338474,0.18161906302,9406,9858,105.0,9,0.00720134424046,0.000939791265409,0.0313263759017,33,0.00452896766365,0.00171899423003,0.0165141634643,0.000615948811173,0.00146199576557,0.0048063583672,0.00111461430788,0.0077653862536,0.00883229263127,0.00176859647036,0.00490538962185,0.00638060702547,0.0038420260771,0.0348079286778
x,2,0.215409338474,0.18161906302,7441,7622,135.0,10,0.00814682524651,0.000481289665913,0.0160429887474,34,0.00316955428571,0.0117137050256,0.00882471352816,0.00113833043724,0.0122637711465,0.00817851908505,0.00153928156942,0.000553908757865,0.00288446433842,0.00117145851254,0.00395871140063,0.00627001216224,0.0038420260771,0.0348079286778
x,2,0.215409338474,0.18161906302,16212,16555,165.0,11,0.0055238166824,0.000419272953877,0.0139757655561,35,0.00381351821125,0.00401526689529,0.00121608469635,0.00213179178536,0.00335151981562,0.00598570890725,0.000219890847802,0.00287586636841,0.00404296722263,0.000423785299063,0.00258775986731,0.00309960645644,0.0038420260771,0.0348079286778
x,3,0.256316304207,0.215409338474,16483,16166,-165.0,0,0.00553386518732,0.000388891814509,-0.0129630602896,36,0.000550492666662,0.00307652726769,0.00423766672611,0.00219274591655,0.00266958400607,0.00506812427193,0.000188780017197,0.00394477695227,0.0015623588115,0.000974096357822,0.00113549176604,0.00267118344499,0.00455018988999,0.036909669101
x,3,0.256316304207,0.215409338474,8629,8209,-135.0,1,0.00770218204707,0.000999075360596,-0.0333025120199,37,0.00407978147268,0.00729474052787,0.0084497500211,0.00366077013314,0.00187539681792,0.00725508108735,0.00145518034697,0.000545669347048,0.00402907654643,0.00144267827272,0.00216274708509,0.0044367616069,0.00455018988999,0.036909669101
x,3,0.256316304207,0.215409338474,9427,8938,-105.0,2,0.007374455221,0.00106649147347,-0.0355497151613,38,0.00978871434927,0.0108997039497,0.00773879140615,0.00946632027626,0.00430306047201,0.00501295737922,0.000650446861982,0.00112723186612,0.0028450936079,0.00151162594557,0.00799499452114,0.00634929063456,0.00455018988999,0.036909669101
x,3,0.256316304207,0.215409338474,8018,7474,-75.0,3,0.00802543293685,0.00140647124499,-0.0468823760748,39,0.00322690978646,0.0115782171488,0.0108529813588,0.0032315403223,0.00566425919533,0.00866436585784,0.00103102251887,0.00344581529498,0.0023949034512,0.00148876011372,0.00153093412519,0.00579572804808,0.00455018988999,0.036909669101
x,3,0.256316304207,0.215409338474,3707,3623,-45.0,4,0.0116787720472,0.00045900218538,-0.0153000727296,40,0.00182910449803,0.0223658904433,0.00577622838318,0.00211688876152,0.00196897797287,0.00239005684853,0.00420500151813,0.00380184873939,0.00191296078265,0.00308296829462,0.00262675434351,0.00708998119059,0.00455018988999,0.036909669101
x,3,0.256316304207,0.215409338474,1417,1370,-15.0,5,0.018937446177,0.000675461022183,-0.0225153677166,41,0.029792714864,0.0340747907758,0.0156744793057,0.0106236692518,0.028330322355,0.0162950176746,0.00360441207886,0.00331938825548,0.0141790807247,0.00379962474108,0.00701200030744,0.0177107438968,0.00455018988999,0.036909669101
x,3,0.256316304207,0.215409338474,1401,1370,15.0,6,0.0189947374165,0.000448089325801,-0.0149363111705,42,0.0188385210931,0.0045418292284,0.00580612942576,0.0127600869164,0.0108210332692,0.00517419166863,0.0030673481524,0.0151187684387,0.0138227883726,0.00793571583927,0.00604296568781,0.0101835829874,0.00455018988999,0.036909669101
x,3,0.256316304207,0.215409338474,3465,3661,45.0,7,0.0118381557986,0.00110166531522,0.0367221795022,43,0.00559054873884,0.00613372027874,0.0160672236234,0.00658068992198,0.00332797318697,0.00901828706264,0.00379048287868,0.00115324929357,0.0021158233285,0.00348823517561,0.00925975106657,0.00695717883885,0.00455018988999,0.036909669101
x,3,0.256316304207,0.215409338474,7441,7820,75.0,8,0.00809039361775,0.000994708039798,0.0331569351256,44,0.00322271883488,0.00353537499905,0.000191170722246,0.00180779770017,0.00155121088028,0.00863969326019,0.00193576700985,0.00135779380798,0.0113089736551,0.00252199359238,0.00420325249434,0.00466146876846,0.00455018988999,0.036909669101
x,3,0.256316304207,0.215409338474,9061,9453,105.0,9,0.00734642893076,0.000848057388794,0.0282685793936,45,0.00305004045367,0.0105098877102,0.00577114149928,0.00169415213168,0.000637920573354,0.00618170388043,0.000580914318562,0.0035750977695,0.00415360555053,0.00106508098543,0.00403384491801,0.00449383507827,0.00455018988999,0.036909669101
x,3,0.256316304207,0.215409338474,8328,8486,135.0,10,0.00771134765819,0.000376379059162,0.0125459693372,46,0.00319526810199,0.0155523046851,0.00299795065075,0.000664850696921,0.00561989378184,0.00378634035587,0.00245734211057,0.00280695036054,0.0054447571747,0.00229673553258,0.00308803282678,0.00552122461761,0.00455018988999,0.036909669101
x,3,0.256316304207,0.215409338474,16085,16358,165.0,11,0.00555152213201,0.000337039702572,0.0112346569076,47,0.00204238202423,0.00872924551368,0.00276158191264,0.00140021927655,0.00316580478102,0.00339027680457,0.00147683825344,0.000717990100384,0.00133966840804,0.00106601975858,0.00288329366595,0.00323284381932,0.00455018988999,0.036909669101
x,4,0.316878080368,0.256316304207,16475,16247,-165.0,0,0.00552791403607,0.000279083673377,-0.00930278934538,48,0.00156056182459,0.00677894521505,0.00288424780592,0.00161782186478,0.000857224687934,0.00699537573382,0.000407963059843,0.00115567725152,0.00177599815652,0.00179559132084,0.00324336532503,0.00325826590248,0.00384331879651,0.0338203056964
x,4,0.316878080368,0.256316304207,9520,9107,-135.0,1,0.00732382852584,0.000888068694621,-0.0296022910625,49,0.00533556379378,0.000402253121138,0.00528581999242,0.00197110138834,0.00345568917692,0.00542787835002,0.00163921900094,0.0044275727123,0.000486716628075,0.00172798335552,0.00408618338406,0.00346493129529,0.00384331879651,0.0338203056964
x,4,0.316878080368,0.256316304207,9056,8674,-105.0,2,0.00750699080527,0.00086296669906,-0.0287655573338,50,0.00422870740294,0.00101761519909,0.00183662585914,0.000704256817698,0.00558612309396,0.00878095440567,0.000895101577044,0.00565742887557,0.000381903722882,0.000760477036238,0.00513444654644,0.00398947611567,0.00384331879651,0.0338203056964
x,4,0.316878080368,0.256316304207,8158,7639,-75.0,3,0.00794867053628,0.0013159281807,-0.0438642725348,51,0.00390880554914,0.00184164568782,0.00890123099089,0.00911415368319,0.00248938798904,0.011444222182,0.000151481479406,0.00659577175975,0.00712964311242,0.001718737185,0.00208901241422,0.00591477244645,0.00384331879651,0.0338203056964
x,4,0.316878080368,0.256316304207,3860,3706,-45.0,4,0.0114922858775,0.000815255683847,-0.0271751899272,52,0.00102053396404,0.012026399374,0.0164327677339,0.00574765540659,0.00830924138427,0.00755980797112,0.00133652240038,0.00256956927478,0.00131588615477,0.00186460465193,0.0123707149178,0.00786115572149,0.00384331879651,0.0338203056964
x,4,0.316878080368,0.256316304207,1648,1489,-15.0,5,0.0178133696318,0.00203012139536,-0.0676707178354,53,0.00188981741667,0.0156229734421,0.0118414759636,0.00269519537687,0.00409388542175,0.0203911699355,0.00225687026978,0.0147949382663,0.00820983201265,0.00291948020458,0.00860982388258,0.0100072077553,0.00384331879651,0.0338203056964
x,4,0.316878080368,0.256316304207,1518,1443,15.0,6,0.0183667503297,0.00101452390663,-0.0338174626231,54,0.0122209340334,0.00260698795319,0.00576679222286,0.00810132920742,0.00494389608502,0.0160582326353,0.000347953289747,0.0171162486076,0.00312964618206,0.00458140298724,0.018507739529,0.0100156185742,0.00384331879651,0.0338203056964
x,4,0.316878080368,0.256316304207,3752,3841,45.0,7,0.0114746680483,0.000469478836749,0.0156492944807,55,0.00468777213246,0.00850419234484,0.00114822760224,0.00706159323454,0.00229030195624,0.0146790081635,0.000247467309237,0.00236559938639,0.00713480543345,0.00125970132649,0.00156931392848,0.00596386428901,0.00384331879651,0.0338203056964
x,4,0.316878080368,0.256316304207,7795,8066,75.0,8,0.00793819408864,0.000684349797666,0.0228116605431,56,0.0026795938611,0.0034954380244,0.00425445102155,0.00245210342109,0.00158770941198,0.0039875973016,0.000468434765935,0.00263974070549,0.0023497287184,0.00306910276413,0.00521836802363,0.00304539094536,0.00384331879651,0.0338203056964
x,4,0.316878080368,0.256316304207,8612,9067,105.0,9,0.00751648191363,0.00103084440343,0.0343614816666,57,0.00296574831009,0.0150910280645,0.0128604210913,0.00300500914454,0.00447027012706,0.00953630357981,0.000510174781084,0.00219673663378,0.00263561308384,0.000893998891115,0.00383136793971,0.00676628100364,0.00384331879651,0.0338203056964
x,4,0.316878080368,0.256316304207,9136,9453,135.0,10,0.00733262347057,0.00068303453736,0.0227678176016,58,0.00681352987885,0.0125923696905,0.00407817773521,0.00533728301525,0.00500014796853,0.00730099901557,0.000177064910531,0.00228799879551,0.00224404409528,0.00202007777989,0.00269001722336,0.00540088792902,0.00384331879651,0.0338203056964
x,4,0.316878080368,0.256316304207,16386,16602,165.0,11,0.00550560979173,0.00026226308546,0.00874210335314,59,0.000906299799681,0.00932007469237,0.00550987198949,0.000844383612275,0.00370830995962,0.00533716659993,0.00066376850009,0.00401528459042,0.000734006054699,0.00141654815525,0.00460715126246,0.00409601503475,0.00384331879651,0.0338203056964
x,5,0.601675570011,0.316878080368,16283,16351,-165.0,0,0.0055355806835,8.34599341033e-05,0.00278199790046,60,0.00123873213306,0.00141713034827,0.000546898460016,0.0015916491393,0.00241798348725,0.000788856297731,0.000545354560018,0.00503664743155,0.0014955396764,0.00324236741289,0.00164111098275,0.0021203804415,0.00387804300844,0.0298641313035
x,5,0.601675570011,0.316878080368,10480,10021,-135.0,1,0.00698101148009,0.00089676171774,-0.0298920571804,61,0.000705607235432,0.00305093079805,0.00482462160289,0.00521184131503,0.00188875757158,0.00802681595087,0.00144802778959,0.00300191529095,0.00113910622895,0.00181664153934,0.0026575922966,0.00354744426165,0.00387804300844,0.0298641313035
x,5,0.601675570011,0.316878080368,8912,8566,-105.0,2,0.00756140332669,0.00079290982103,-0.0264303274453,62,0.00280532240868,0.0111341327429,0.00225884467363,0.00121315382421,0.00121950730681,0.00751411914825,0.000133095309138,0.0047924593091,0.00476947799325,0.00111901201308,0.00638338178396,0.00486565432105,0.00387804300844,0.0298641313035
x,5,0.601675570011,0.316878080368,8344,8004,-75.0,3,0.00781808141619,0.000833016703837,-0.0277672242373,63,0.00188564322889,0.0055668130517,0.00310244970024,0.00215620733798,0.00442676059902,0.0088223721832,0.00208172388375,0.00109146535397,0.00588998943567,0.00048696808517,0.00438090227544,0.00414222395649,0.00387804300844,0.0298641313035
x,5,0.601675570011,0.316878080368,4461,4311,-45.0,4,0.0106742531061,0.000684907718096,-0.0228302571923,64,0.00146171078086,0.0040151886642,0.00472702458501,0.0026117451489,0.000313911587,0.00972130522132,0.00144453160465,0.0049059651792,0.000321999192238,0.0022205170244,0.00348180532455,0.0039300036239,0.00387804300844,0.0298641313035
x,5,0.601675570011,0.316878080368,2068,1991,-15.0,5,0.0156910195947,0.000759820628446,-0.0253273546696,65,0.00282355584204,0.0343510694802,0.00869706831872,0.00395144894719,0.00312831811607,0.0121237896383,0.00274593569338,0.00853347592056,0.00348879396915,0.00313499942422,0.00766682997346,0.0115366611226,0.00387804300844,0.0298641313035
x,5,0.601675570011,0.316878080368,1981,1991,15.0,6,0.0158669296652,0.000100839388324,0.00336131290533,66,0.00931499619037,0.012057797052,0.009361397475,0.0164250452071,0.00440139090642,0.00906476937234,0.00269674672745,0.00801327638328,0.00160761759616,0.00207149866037,0.0194276608527,0.00977630797195,0.00387804300844,0.0298641313035
x,5,0.601675570011,0.316878080368,4338,4484,45.0,7,0.0106441359967,0.0006628651754,0.0220955070108,67,0.000396817922592,0.00708321109414,0.0037209559232,0.00343303568661,0.00177529454231,0.00889520719647,0.00100768357515,0.0017018429935,0.00195117108524,0.00299656018615,0.00766131840646,0.00441239645484,0.00387804300844,0.0298641313035
x,5,0.601675570011,0.316878080368,8008,8288,75.0,8,0.00783150456846,0.000688202795573,0.0229400936514,68,0.00538077391684,0.00257475860417,0.00182656571269,0.00265225768089,0.00262038782239,0.00473861955106,0.00156202167273,0.000422079116106,0.00921557098627,0.000558165833354,0.00360963493586,0.00383144549603,0.00387804300844,0.0298641313035
x,5,0.601675570011,0.316878080368,8500,8999,105.0,9,0.00755402492359,0.00114215945359,0.0380719825625,69,0.000967342406511,0.00345522910357,0.00284879654646,0.00284726545215,0.0021814852953,0.00782025046647,0.000878620892763,0.00584734231234,0.00070409104228,0.00200866162777,0.00432271510363,0.00357295204334,0.00387804300844,0.0298641313035
x,5,0.601675570011,0.316878080368,10142,10320,135.0,10,0.00699031399563,0.000348426634446,0.0116142211482,70,0.00371215399355,0.00601716339588,0.00523150432855,0.00192766543478,0.00112596340477,0.00512433657423,0.000497855246067,0.00183422397822,0.010120248422,0.000999447889626,0.00777762848884,0.00479687015714,0.00387804300844,0.0298641313035
x,5,0.601675570011,0.316878080368,15902,16141,165.0,11,0.00558614078909,0.00029874741449,0.00995824765414,71,0.00301311258227,0.00528071355075,0.00191945582628,0.00396324880421,0.00194849818945,0.0100497463718,0.000803137198091,0.00063534360379,0.00134572945535,0.00151162035763,0.00117944646627,0.00373816187915,0.00387804300844,0.0298641313035
z,0,0.451184600592,0.283898770809,16485,16472,-165.0,0,0.0055084079504,1.57992017193e-05,-0.000526640040334,0,0.00304082036018,0.00399887049571,0.01016128622,0.000644778541755,0.00248965341598,0.0215104445815,8.94582481124e-05,0.00513238739222,0.0,0.00118703651242,0.0016580184456,0.00723596408522,0.00393609713177,0.0172745728268
z,0,0.451184600592,0.283898770809,8639,8296,-135.0,1,0.00768154487014,0.000811238074675,-0.0270412694663,1,0.00204170867801,0.0130713935941,0.0040190871805,0.00196068361402,0.00204639695585,0.0120666483417,8.92747193575e-05,0.00355548039079,0.0,0.00287386029959,0.00220281817019,0.00555712666476,0.00393609713177,0.0172745728268
z,0,0.451184600592,0.283898770809,13131,12860,-105.0,2,0.00620220927522,0.000417624250986,-0.0139208091423,2,0.00355942547321,0.00452360697091,0.00329474546015,0.00114394165576,0.00580819603056,0.00547417160124,0.000982004217803,0.00323551800102,0.0,0.00200015306473,0.00223665032536,0.00328423382381,0.00393609713177,0.0172745728268
z,0,0.451184600592,0.283898770809,7919,7508,-75.0,3,0.00804608035833,0.00106708682142,-0.0355695597827,3,0.0027517862618,0.00752121955156,0.00884063914418,0.00184290483594,0.00142897665501,0.0140439942479,0.000873789191246,0.00145749375224,0.0,0.000556234270334,0.00269927829504,0.00544252785989,0.00393609713177,0.0172745728268
z,0,0.451184600592,0.283898770809,6174,5956,-45.0,4,0.00907704606652,0.000719838542864,-0.0239946190268,4,0.00114548578858,0.0035192463547,0.00547281466424,0.00203049369156,0.00405639410019,0.00204984284937,0.00355701334774,0.00743969716132,0.0,0.00136188976467,0.0033133495599,0.00352683159538,0.00393609713177,0.0172745728268
z,0,0.451184600592,0.283898770809,2884,2866,-15.0,5,0.0131874941289,0.000125384569401,-0.00417948560789,5,0.00319392187521,0.0116130150855,0.014697028324,0.00280165951699,0.00625667488202,0.0153684318066,0.00126095954329,0.0236291792244,0.0,0.00513525912538,0.00743879424408,0.0103516687325,0.00393609713177,0.0172745728268
z,0,0.451184600592,0.283898770809,2860,2860,15.0,6,0.0132221477106,0.0,0.0,6,0.000963980855886,0.0101120248437,0.0112667800859,0.00375524139963,0.00287233502604,0.00713665084913,0.00134950818028,0.0208340194076,0.0,0.00433478411287,0.0101455664262,0.00847057150407,0.00393609713177,0.0172745728268
z,0,0.451184600592,0.283898770809,6248,6204,45.0,7,0.00896139536053,0.00014153146185,-0.00471771555021,7,0.00997521169484,0.00873262993991,0.00343491649255,0.0059338719584,0.00226214900613,0.00653857877478,0.000730872154236,0.00338960485533,0.0,0.00133505370468,0.00279736565426,0.00493520271834,0.00393609713177,0.0172745728268
z,0,0.451184600592,0.283898770809,7682,7644,75.0,8,0.00807761587203,9.93102730718e-05,-0.00331034255214,8,0.00276672956534,0.0152191836387,0.00425669457763,0.0011016826611,0.000853915698826,0.00401750020683,0.00221543735825,0.00282369018532,0.0,0.00149158411659,0.00269649736583,0.00498212042068,0.00393609713177,0.0172745728268
