axis,axis_min,axis_max,axis_bin,counts_pos,counts_neg,value,stat,sys_0,phi,phi_bin,global_index
x,0.10681463778018951,0.1802220493555069,0,1687,1626,0.02458253,0.01736833,0.0005899807,-165.0,0,0
x,0.10681463778018951,0.1802220493555069,0,874,881,-0.005325239,0.023870157,0.00012780575,-135.0,1,1
x,0.10681463778018951,0.1802220493555069,0,1397,1312,0.04189171,0.019196147,0.001005401,-105.0,2,2
x,0.10681463778018951,0.1802220493555069,0,867,895,-0.021216331,0.023817671,0.00050919194,-75.0,3,3
x,0.10681463778018951,0.1802220493555069,0,817,828,-0.00892781,0.024654701,0.00021426743,-45.0,4,4
x,0.10681463778018951,0.1802220493555069,0,399,392,0.011815163,0.035553426,0.00028356392,-15.0,5,5
x,0.10681463778018951,0.1802220493555069,0,400,403,-0.0049879705,0.035288796,0.000119711294,15.0,6,6
x,0.10681463778018951,0.1802220493555069,0,868,783,0.06873691,0.024552632,0.0016496859,45.0,7,7
x,0.10681463778018951,0.1802220493555069,0,843,814,0.0233665,0.024559537,0.000560796,75.0,8,8
x,0.10681463778018951,0.1802220493555069,0,1360,1330,0.014889741,0.01927861,0.0003573538,105.0,9,9
x,0.10681463778018951,0.1802220493555069,0,883,839,0.034114398,0.024084108,0.0008187456,135.0,10,10
x,0.10681463778018951,0.1802220493555069,0,1709,1587,0.04941864,0.017397042,0.0011860473,165.0,11,11
x,0.1802220493555069,0.23013362586498262,1,1595,1673,-0.031866234,0.017483901,0.00076478964,-165.0,0,12
x,0.1802220493555069,0.23013362586498262,1,944,964,-0.0139949,0.022891186,0.0003358776,-135.0,1,13
x,0.1802220493555069,0.23013362586498262,1,1197,1297,-0.053533018,0.01999533,0.0012847924,-105.0,2,14
x,0.1802220493555069,0.23013362586498262,1,941,1029,-0.059639584,0.02249019,0.00143135,-75.0,3,15
x,0.1802220493555069,0.23013362586498262,1,685,782,-0.08827948,0.026006747,0.0021187074,-45.0,4,16
x,0.1802220493555069,0.23013362586498262,1,331,359,-0.054178517,0.038013436,0.0013002844,-15.0,5,17
x,0.1802220493555069,0.23013362586498262,1,369,346,0.042947706,0.037363373,0.001030745,15.0,6,18
x,0.1802220493555069,0.23013362586498262,1,734,707,0.025016006,0.026334925,0.00060038414,45.0,7,19
x,0.1802220493555069,0.23013362586498262,1,940,908,0.023118848,0.023255888,0.00055485236,75.0,8,20
x,0.1802220493555069,0.23013362586498262,1,1267,1208,0.031826947,0.020090573,0.00076384674,105.0,9,21
x,0.1802220493555069,0.23013362586498262,1,944,893,0.037066296,0.023315616,0.0008895911,135.0,10,22
x,0.1802220493555069,0.23013362586498262,1,1715,1705,0.0039038407,0.017099509,9.369218e-05,165.0,11,23
x,0.23013362586498262,0.28005699515342714,2,1705,1646,0.023506923,0.017270016,0.00056416617,-165.0,0,24
x,0.23013362586498262,0.28005699515342714,2,961,978,-0.011705481,0.02270813,0.00028093156,-135.0,1,25
x,0.23013362586498262,0.28005699515342714,2,1118,1158,-0.023464208,0.020955319,0.000563141,-105.0,2,26
x,0.23013362586498262,0.28005699515342714,2,979,1021,-0.028037382,0.022351889,0.0006728972,-75.0,3,27
x,0.23013362586498262,0.28005699515342714,2,670,751,-0.07610429,0.026450971,0.001826503,-45.0,4,28
x,0.23013362586498262,0.28005699515342714,2,355,337,0.034728386,0.037991364,0.00083348126,-15.0,5,29
x,0.23013362586498262,0.28005699515342714,2,370,342,0.052504465,0.037424892,0.0012601072,15.0,6,30
x,0.23013362586498262,0.28005699515342714,2,737,694,0.040118713,0.02641377,0.0009628491,45.0,7,31
x,0.23013362586498262,0.28005699515342714,2,1082,984,0.06333065,0.021956451,0.0015199357,75.0,8,32
x,0.23013362586498262,0.28005699515342714,2,1160,1131,0.01690017,0.020889373,0.0004056041,105.0,9,33
x,0.23013362586498262,0.28005699515342714,2,987,1025,-0.02521586,0.02228681,0.0006051807,135.0,10,34
x,0.23013362586498262,0.28005699515342714,2,1660,1623,0.015046968,0.017450802,0.00036112723,165.0,11,35
x,0.28005699515342714,0.34023777246475223,3,1629,1629,0.0,0.01751961,0.0,-165.0,0,36
x,0.28005699515342714,0.34023777246475223,3,1031,1049,-0.011553867,0.021924986,0.0002772928,-135.0,1,37
x,0.28005699515342714,0.34023777246475223,3,1100,1123,-0.01381359,0.021207469,0.00033152616,-105.0,2,38
x,0.28005699515342714,0.34023777246475223,3,980,1142,-0.10192667,0.021595316,0.00244624,-75.0,3,39
x,0.28005699515342714,0.34023777246475223,3,701,717,-0.015064751,0.02655294,0.00036155403,-45.0,4,40
x,0.28005699515342714,0.34023777246475223,3,361,372,-0.020035809,0.03692843,0.00048085942,-15.0,5,41
x,0.28005699515342714,0.34023777246475223,3,380,350,0.054867677,0.036955908,0.0013168242,15.0,6,42
