,axis,axis_min,axis_max,axis_bin,counts_pos,counts_neg,value,stat,sys_0,phi,phi_bin,global_index
0,x,0.10681463778018953,0.17718307673931125,0,2368,2443,-0.006048261954140625,0.020313819530936066,0.0004995228400000001,-165.0,0,0
1,x,0.10681463778018953,0.17718307673931125,0,1191,1223,0.0586991614484375,0.0277672922957154,0.00042475856,-135.0,1,1
2,x,0.10681463778018953,0.17718307673931125,0,1917,2014,-0.0056298624273046875,0.02142938058947067,0.0007906751700000001,-105.0,2,2
3,x,0.10681463778018953,0.17718307673931125,0,1186,1197,0.04951165819257813,0.03196484800570452,0.00014791018,-75.0,3,3
4,x,0.10681463778018953,0.17718307673931125,0,1147,1139,-0.07023255516679688,0.033671409842006665,0.00011213551600000001,-45.0,4,4
5,x,0.10681463778018953,0.17718307673931125,0,531,571,0.0956146134859375,0.049145814890792706,0.0011630753,-15.0,5,5
6,x,0.10681463778018953,0.17718307673931125,0,608,563,0.004109555373046876,0.0528669744574899,0.00123136,15.0,6,6
7,x,0.10681463778018953,0.17718307673931125,0,1236,1181,0.033778443372265626,0.03187758924207341,0.0007291476,45.0,7,7
8,x,0.10681463778018953,0.17718307673931125,0,1250,1251,0.015458337593359375,0.03149486586941054,1.2811964e-05,75.0,8,8
9,x,0.10681463778018953,0.17718307673931125,0,1991,1921,0.038534995038476565,0.022879089994515274,0.0005733616000000001,105.0,9,9
10,x,0.10681463778018953,0.17718307673931125,0,1290,1289,-0.009407893554804689,0.029202331103623105,1.2424475e-05,135.0,10,10
11,x,0.10681463778018953,0.17718307673931125,0,2441,2397,0.009690693522617188,0.02023513790812472,0.00029141793,165.0,11,11
12,x,0.17718307673931125,0.22535382211208346,1,2406,2525,-0.03312796149960937,0.020993143736292613,0.0007732882000000001,-165.0,0,12
13,x,0.17718307673931125,0.22535382211208346,1,1323,1413,0.016776585306640626,0.028256404119749775,0.001054037,-135.0,1,13
14,x,0.17718307673931125,0.22535382211208346,1,1753,1826,-0.059013394500000003,0.022007575502303412,0.0006535677,-105.0,2,14
15,x,0.17718307673931125,0.22535382211208346,1,1513,1519,-0.0827058259453125,0.029599169442043556,6.340909000000001e-05,-75.0,3,15
