,axis,axis_min,axis_max,axis_bin,counts_pos,counts_neg,value,stat,sys_0,phi,phi_bin,global_index
65,z,0.12744246423244476,0.2507466971874237,0,1088,1107,0.05639339984453125,0.033983327112149665,0.00027736297000000005,-15.0,5,5
66,z,0.12744246423244476,0.2507466971874237,0,1097,1001,0.03704849555101562,0.03485174085035856,0.0014662066,15.0,6,6
67,z,0.12744246423244476,0.2507466971874237,0,1537,1448,-0.040737143098007814,0.026141991876094946,0.00095537765,45.0,7,7
68,z,0.12744246423244476,0.2507466971874237,0,1499,1441,0.0614535023109375,0.024931695200932413,0.0006321354000000001,75.0,8,8
69,z,0.12744246423244476,0.2507466971874237,0,2083,2054,0.03758644440253907,0.02202697925316174,0.00022461661,105.0,9,9
70,z,0.12744246423244476,0.2507466971874237,0,1778,1696,0.0025460324083203117,0.025492726559885253,0.0007563337,135.0,10,10
71,z,0.12744246423244476,0.2507466971874237,0,3021,2894,0.0012004106330468752,0.020107492892386617,0.0006879841,165.0,11,11
72,z,0.2507466971874237,0.3173189461231232,1,2918,2933,-0.002225601594726562,0.020096717990831924,8.214678400000001e-05,-165.0,0,12
73,z,0.2507466971874237,0.3173189461231232,1,1737,1853,-0.03991151996289062,0.02490776383860425,0.0010353638000000001,-135.0,1,13
74,z,0.2507466971874237,0.3173189461231232,1,2147,2272,-0.03543451056171874,0.02222045827341576,0.0009063906599999999,-105.0,2,14
75,z,0.2507466971874237,0.3173189461231232,1,1601,1727,-0.02686735226953125,0.02713225738220573,0.001213156,-75.0,3,15
76,z,0.2507466971874237,0.3173189461231232,1,1414,1545,-0.059482636034374994,0.03165253451946196,0.0014185862,-45.0,4,16
77,z,0.2507466971874237,0.3173189461231232,1,821,794,0.0015469467652343743,0.04270526129361626,0.0005356988,-15.0,5,17
78,z,0.2507466971874237,0.3173189461231232,1,822,773,-0.016711977880859378,0.03509329603555793,0.0009843846,15.0,6,18
79,z,0.2507466971874237,0.3173189461231232,1,1542,1422,0.034962659274375,0.02767971185190967,0.0012972762,45.0,7,19
80,z,0.2507466971874237,0.3173189461231232,1,1727,1633,0.043925712160351564,0.02495693911787043,0.0008964333,75.0,8,20
81,z,0.2507466971874237,0.3173189461231232,1,2230,2175,0.023381520942070314,0.022559857796733293,0.00040007940000000004,105.0,9,21
82,z,0.2507466971874237,0.3173189461231232,1,1730,1651,-0.000832187908203125,0.025654642764914,0.0007487060499999999,135.0,10,22
83,z,0.2507466971874237,0.3173189461231232,1,2797,2803,0.02441576944015625,0.020665748682301626,3.433149e-05,165.0,11,23
84,z,0.3173189461231232,0.3753333985805512,2,3055,3049,0.0021485146786328125,0.01992986785384631,3.149678e-05,-165.0,0,24
85,z,0.3173189461231232,0.3753333985805512,2,1692,1837,-0.04623073423515625,0.026011280622868543,0.0013165754,-135.0,1,25
86,z,0.3173189461231232,0.3753333985805512,2,2276,2326,0.012799115412890624,0.02171806104432296,0.00034813912000000003,-105.0,2,26
87,z,0.3173189461231232,0.3753333985805512,2,1684,1718,-0.08540481977734374,0.026231774670839626,0.00032023885,-75.0,3,27
88,z,0.3173189461231232,0.3753333985805512,2,1313,1447,-0.013226418998164062,0.03235426361834674,0.0015556975,-45.0,4,28
89,z,0.3173189461231232,0.3753333985805512,2,649,658,-0.043262124006640625,0.04033364632215012,0.00022064613999999997,-15.0,5,29
90,z,0.3173189461231232,0.3753333985805512,2,657,637,0.041410715498046875,0.04001759041452109,0.00049525074,15.0,6,30
91,z,0.3173189461231232,0.3753333985805512,2,1375,1353,0.009054659802109375,0.02824493583518256,0.00025840904,45.0,7,31
92,z,0.3173189461231232,0.3753333985805512,2,1793,1715,0.06554827058109375,0.026052303066184536,0.00071246654,75.0,8,32
93,z,0.3173189461231232,0.3753333985805512,2,2359,2206,0.031635927310078124,0.021967722381978166,0.0010739402,105.0,9,33
94,z,0.3173189461231232,0.3753333985805512,2,1881,1650,-0.01635291967625,0.025929126412372428,0.0020962529999999997,135.0,10,34
95,z,0.3173189461231232,0.3753333985805512,2,3006,3020,-0.0013419055640234373,0.020130639518662573,7.4443764e-05,165.0,11,35
96,z,0.3753333985805512,0.444266676902771,3,3145,3067,-0.013295194257929688,0.020846037348507422,0.0004023394,-165.0,0,36
97,z,0.3753333985805512,0.444266676902771,3,1834,1835,0.0034122828859375004,0.02440460248840713,8.7333665e-06,-135.0,1,37
98,z,0.3753333985805512,0.444266676902771,3,2141,2201,-0.04652013320992187,0.022321799485916744,0.0004427829,-105.0,2,38
99,z,0.3753333985805512,0.444266676902771,3,1894,1989,-0.08140206479218749,0.02503338821300977,0.0007839450999999999,-75.0,3,39
100,z,0.3753333985805512,0.444266676902771,3,1229,1238,-0.016716184584375002,0.030372580055799084,0.00011689683999999999,-45.0,4,40
101,z,0.3753333985805512,0.444266676902771,3,529,532,0.02845703751796875,0.04794931423826685,9.0601476e-05,-15.0,5,41
102,z,0.3753333985805512,0.444266676902771,3,535,548,0.005476571900390624,0.048356194021962104,0.00038463104,15.0,6,42
103,z,0.3753333985805512,0.444266676902771,3,1324,1195,0.030502769410351564,0.025352425472811833,0.0016409334,45.0,7,43
104,z,0.3753333985805512,0.444266676902771,3,1916,1846,0.030832396641093752,0.02571229488825741,0.00059622293,75.0,8,44
105,z,0.3753333985805512,0.444266676902771,3,2175,2128,0.04798295683515626,0.02241006217848327,0.00034999019999999996,105.0,9,45
106,z,0.3753333985805512,0.444266676902771,3,1871,1833,0.02480192973578125,0.024027061545779167,0.00032873204,135.0,10,46
107,z,0.3753333985805512,0.444266676902771,3,3160,3148,0.027057996065625003,0.02270565909787815,6.0956358e-05,165.0,11,47
108,z,0.444266676902771,0.7958319783210754,4,3121,3083,0.009656544672460939,0.019204994187846765,0.00019626426,-165.0,0,48
109,z,0.444266676902771,0.7958319783210754,4,1898,1941,0.0091364279015625,0.02676495384861302,0.0003589052,-135.0,1,49
110,z,0.444266676902771,0.7958319783210754,4,1913,1945,-0.021200924296875,0.025422827955365917,0.00026577685000000003,-105.0,2,50
111,z,0.444266676902771,0.7958319783210754,4,1967,1956,-0.0393007927884375,0.02478366922616128,8.984704599999999e-05,-75.0,3,51
112,z,0.444266676902771,0.7958319783210754,4,1181,1280,-0.006851424545507813,0.03633721070577402,0.0012890002999999999,-45.0,4,52
113,z,0.444266676902771,0.7958319783210754,4,588,620,-0.007821198587890625,0.05051918728547995,0.0008488138599999999,-15.0,5,53
114,z,0.444266676902771,0.7958319783210754,4,537,600,0.057882742565234374,0.047793721181847146,0.0017754543,15.0,6,54
115,z,0.444266676902771,0.7958319783210754,4,1233,1191,0.026618760839257814,0.03244339624420233,0.00055519573,45.0,7,55
116,z,0.444266676902771,0.7958319783210754,4,1991,1932,-0.0013657507347265628,0.024350315220073623,0.0004819069,75.0,8,56
117,z,0.444266676902771,0.7958319783210754,4,1971,1858,0.024591275902226564,0.0249484925336965,0.0009456327499999999,105.0,9,57
118,z,0.444266676902771,0.7958319783210754,4,2018,1843,0.0024589200453124997,0.028147837680959072,0.0014523378,135.0,10,58
119,z,0.444266676902771,0.7958319783210754,4,3092,3237,0.012953672691406251,0.021737974420865412,0.000734112,165.0,11,59
120,pt,0.00048771032015793025,0.2314211696386337,0,2510,2473,0.0008349996587500004,0.022145417754612203,0.00023792511000000002,-165.0,0,0
121,pt,0.00048771032015793025,0.2314211696386337,0,1679,1749,-0.03168232979394531,0.02615375340928462,0.0006543146400000001,-135.0,1,1
122,pt,0.00048771032015793025,0.2314211696386337,0,1417,1468,-0.00010691776390624999,0.026524226485611424,0.0005664398,-105.0,2,2
123,pt,0.00048771032015793025,0.2314211696386337,0,1498,1584,-0.03133394301484375,0.030813041615971596,0.00089411886,-75.0,3,3
124,pt,0.00048771032015793025,0.2314211696386337,0,1010,1000,0.01434715583140625,0.03483941009659287,0.00015941654,-45.0,4,4
125,pt,0.00048771032015793025,0.2314211696386337,0,605,636,0.0290509877515625,0.0432830240198186,0.00080042257,-15.0,5,5
126,pt,0.00048771032015793025,0.2314211696386337,0,581,614,-0.0011432309511718748,0.041743622053610076,0.0008848618600000001,15.0,6,6
127,pt,0.00048771032015793025,0.2314211696386337,0,987,901,-0.008192825299492189,0.036565708361859024,0.0014595733,45.0,7,7
128,pt,0.00048771032015793025,0.2314211696386337,0,1562,1566,0.031931045858984375,0.029102032173650563,4.0975352e-05,75.0,8,8
129,pt,0.00048771032015793025,0.2314211696386337,0,1402,1324,0.02021830545488281,0.028066051395636813,0.00091684976,105.0,9,9
130,pt,0.00048771032015793025,0.2314211696386337,0,1747,1604,0.004487186215195312,0.027819804402619237,0.0013673857,135.0,10,10
131,pt,0.00048771032015793025,0.2314211696386337,0,2408,2523,0.022509244058710937,0.021404292095339093,0.0007472953299999999,165.0,11,11
132,pt,0.2314211696386337,0.3282289385795593,1,2598,2532,0.014553539388242187,0.022274977561081627,0.00041224557,-165.0,0,12
133,pt,0.2314211696386337,0.3282289385795593,1,1397,1503,0.005268603446093751,0.02676144002176526,0.0011712168,-135.0,1,13
134,pt,0.2314211696386337,0.3282289385795593,1,1590,1658,-0.03896820432199219,0.02464948939255633,0.00067084515,-105.0,2,14
135,pt,0.2314211696386337,0.3282289385795593,1,1709,1792,-0.044726861337890625,0.025539250947822088,0.0007596533,-75.0,3,15
136,pt,0.2314211696386337,0.3282289385795593,1,976,1059,0.01946973229765625,0.039873881668349515,0.0013069022999999999,-45.0,4,16
137,pt,0.2314211696386337,0.3282289385795593,1,224,248,-0.047128834151171875,0.08232725090656891,0.0016292909,-15.0,5,17
138,pt,0.2314211696386337,0.3282289385795593,1,227,208,0.024196783814453122,0.06839605696913238,0.0013995672,15.0,6,18
139,pt,0.2314211696386337,0.3282289385795593,1,1031,968,0.01614775282015625,0.036866067120511666,0.0010098508,45.0,7,19
140,pt,0.2314211696386337,0.3282289385795593,1,1775,1696,0.0335388165625,0.027249744892040257,0.0007292927499999999,75.0,8,20
141,pt,0.2314211696386337,0.3282289385795593,1,1674,1597,0.036541887996640626,0.02629992435572247,0.0007542922,105.0,9,21
142,pt,0.2314211696386337,0.3282289385795593,1,1518,1387,0.0061620373678125,0.028930599038881812,0.0014449559,135.0,10,22
143,pt,0.2314211696386337,0.3282289385795593,1,2497,2481,0.045352210712812493,0.02038593441168057,0.00010298988,165.0,11,23
144,pt,0.3282289385795593,0.418657124042511,2,2393,2433,0.0218897724546875,0.023872998287155937,0.00026558412,-165.0,0,24
145,pt,0.3282289385795593,0.418657124042511,2,1411,1410,-0.043066162702734376,0.03139780286883155,1.1358640000000001e-05,-135.0,1,25
146,pt,0.3282289385795593,0.418657124042511,2,1760,1817,-0.010404691755078126,0.02634441320078039,0.0005106053400000001,-105.0,2,26
147,pt,0.3282289385795593,0.418657124042511,2,1466,1559,-0.07195165450390625,0.02886684977347019,0.0009851151,-75.0,3,27
148,pt,0.3282289385795593,0.418657124042511,2,978,1081,-0.0772778207421875,0.031048406141563623,0.0016029142,-45.0,4,28
149,pt,0.3282289385795593,0.418657124042511,2,485,436,0.0010754810875000002,0.05053445055085655,0.0017047703,-15.0,5,29
150,pt,0.3282289385795593,0.418657124042511,2,464,452,-0.006636947125781249,0.043746703535830316,0.0004197736900000001,15.0,6,30
151,pt,0.3282289385795593,0.418657124042511,2,1085,1023,0.04852047656484375,0.030018320287745044,0.000942433,45.0,7,31
152,pt,0.3282289385795593,0.418657124042511,2,1560,1442,0.01422048672328125,0.026356679611722382,0.0012595074000000001,75.0,8,32
153,pt,0.3282289385795593,0.418657124042511,2,1861,1761,0.019253905684257812,0.024766691467971513,0.0008846693699999999,105.0,9,33
154,pt,0.3282289385795593,0.418657124042511,2,1386,1370,0.005931641234375,0.029085321302547585,0.00018602452,135.0,10,34
155,pt,0.3282289385795593,0.418657124042511,2,2389,2419,0.021206692489765627,0.022570921531546943,0.00019993378,165.0,11,35
156,pt,0.418657124042511,0.5319416642189025,3,2404,2396,-0.01853768982878906,0.020537286489258448,5.3404543000000004e-05,-165.0,0,36
157,pt,0.418657124042511,0.5319416642189025,3,1291,1407,0.004345840932460938,0.03101813525588492,0.0013776709,-135.0,1,37
158,pt,0.418657124042511,0.5319416642189025,3,1825,1879,-0.05503780325078125,0.02691644511982656,0.00046714550000000004,-105.0,2,38
159,pt,0.418657124042511,0.5319416642189025,3,1275,1271,-0.0445859518234375,0.028559587887177634,5.0342063e-05,-75.0,3,39
160,pt,0.418657124042511,0.5319416642189025,3,1016,1104,-0.02476849747640625,0.031170973601563543,0.0013300753,-45.0,4,40
161,pt,0.418657124042511,0.5319416642189025,3,582,594,-0.016925179298828124,0.04669849161907249,0.00032696655,-15.0,5,41
162,pt,0.418657124042511,0.5319416642189025,3,601,592,0.010695721987109377,0.044203423599591965,0.00024173051,15.0,6,42
163,pt,0.418657124042511,0.5319416642189025,3,1121,1078,0.04198210469453125,0.029735439775675023,0.0006265744,45.0,7,43
164,pt,0.418657124042511,0.5319416642189025,3,1381,1280,0.0612082250671875,0.025639875727893287,0.0012162026,75.0,8,44
165,pt,0.418657124042511,0.5319416642189025,3,1947,1878,0.030864438712851563,0.0226128155177979,0.0005780256,105.0,9,45
166,pt,0.418657124042511,0.5319416642189025,3,1378,1280,0.00015916761574218748,0.028589308147161034,0.0011814097,135.0,10,46
167,pt,0.418657124042511,0.5319416642189025,3,2507,2456,-0.016656410099765626,0.023454871862691015,0.0003292724,165.0,11,47
168,pt,0.5319416642189025,1.2094560861587524,4,2364,2325,-0.022602181449375,0.024041353851817954,0.00026651017999999995,-165.0,0,48
169,pt,0.5319416642189025,1.2094560861587524,4,1400,1414,-0.035499538535078125,0.028747863616509765,0.00015941654,-135.0,1,49
170,pt,0.5319416642189025,1.2094560861587524,4,1910,1937,0.0018403963098828123,0.025168192355388353,0.00022489045,-105.0,2,50
171,pt,0.5319416642189025,1.2094560861587524,4,1208,1196,-0.11383536885546874,0.03178603003663768,0.00015994703,-75.0,3,51
172,pt,0.5319416642189025,1.2094560861587524,4,1169,1281,-0.0338096392525,0.03514758681025094,0.0014648101999999998,-45.0,4,52
173,pt,0.5319416642189025,1.2094560861587524,4,702,697,-0.03736867439101563,0.04444743724695267,0.0001145201,-15.0,5,53
174,pt,0.5319416642189025,1.2094560861587524,4,685,702,0.07269060668789062,0.0421356076573003,0.00039273704,15.0,6,54
175,pt,0.5319416642189025,1.2094560861587524,4,1257,1201,0.016723926577851562,0.03058766009089682,0.0007300213300000001,45.0,7,55
176,pt,0.5319416642189025,1.2094560861587524,4,1164,1152,0.03241636298925781,0.029536297308054172,0.00016602447000000001,75.0,8,56
177,pt,0.5319416642189025,1.2094560861587524,4,1871,1821,0.048888650150625,0.020850675084909474,0.00043394807,105.0,9,57
178,pt,0.5319416642189025,1.2094560861587524,4,1480,1352,-0.005098697333593751,0.02831968840114218,0.0014482585999999998,135.0,10,58
179,pt,0.5319416642189025,1.2094560861587524,4,2285,2348,-0.002365582134453125,0.023768437657662053,0.00043572017,165.0,11,59
180,q2,1.0000007152557373,1.286751890182495,0,2527,2434,-0.011689067036835938,0.023504344657060493,0.00060068,-165.0,0,0
181,q2,1.0000007152557373,1.286751890182495,0,1220,1328,-0.0448452753875,0.03191505669420229,0.0013581688000000001,-135.0,1,1
182,q2,1.0000007152557373,1.286751890182495,0,1798,1869,0.009054082060507812,0.025524883716629334,0.0006204072,-105.0,2,2
183,q2,1.0000007152557373,1.286751890182495,0,1373,1321,-0.03160913064820313,0.030661541029265466,0.00061849353,-75.0,3,3
184,q2,1.0000007152557373,1.286751890182495,0,1084,1257,-0.009191216967695313,0.03506386253092178,0.0023679587,-45.0,4,4
185,q2,1.0000007152557373,1.286751890182495,0,587,557,-0.016739004352734375,0.04865114405056053,0.0008402812,-15.0,5,5
186,q2,1.0000007152557373,1.286751890182495,0,559,552,0.005668804446875001,0.04645039332530533,0.00020188934,15.0,6,6
187,q2,1.0000007152557373,1.286751890182495,0,1155,1056,0.01676868722167969,0.03239211813164117,0.0014347489,45.0,7,7
188,q2,1.0000007152557373,1.286751890182495,0,1378,1314,0.05001060857773437,0.027931869542907585,0.0007617883400000001,75.0,8,8
189,q2,1.0000007152557373,1.286751890182495,0,1965,1821,0.04387676650515625,0.022208207636255205,0.0012187406,105.0,9,9
190,q2,1.0000007152557373,1.286751890182495,0,1290,1209,0.06224628488269531,0.02980668093099639,0.0010385998,135.0,10,10
191,q2,1.0000007152557373,1.286751890182495,0,2490,2453,0.01928628958824219,0.02458714025378992,0.00023985043999999998,165.0,11,11
192,q2,1.286751890182495,1.5113645553588868,1,2458,2521,0.009538030741796875,0.02123215482065178,0.00040544115,-165.0,0,12
193,q2,1.286751890182495,1.5113645553588868,1,1370,1466,0.005040598907304687,0.027595903669010585,0.001084662,-135.0,1,13
194,q2,1.286751890182495,1.5113645553588868,1,1754,1751,-0.026931553844726563,0.026843471608581655,2.7426012999999997e-05,-105.0,2,14
195,q2,1.286751890182495,1.5113645553588868,1,1411,1420,-0.019022584779804688,0.030016311469798676,0.00010186666,-75.0,3,15
196,q2,1.286751890182495,1.5113645553588868,1,1003,1086,-0.009580303575039063,0.03523791629310982,0.0012731192,-45.0,4,16
197,q2,1.286751890182495,1.5113645553588868,1,529,510,-0.022515552948828125,0.050912764709758244,0.00058595935,-15.0,5,17
198,q2,1.286751890182495,1.5113645553588868,1,506,526,0.0434423777890625,0.045975669068768744,0.0006209830000000001,15.0,6,18
199,q2,1.286751890182495,1.5113645553588868,1,1131,1071,0.0644539914846875,0.033894163539579095,0.0008730987300000001,45.0,7,19
200,q2,1.286751890182495,1.5113645553588868,1,1532,1425,0.022782930120507812,0.02751662382045724,0.0011594763,75.0,8,20
201,q2,1.286751890182495,1.5113645553588868,1,1716,1645,0.032535137738125004,0.025991524506180627,0.00067689177,105.0,9,21
202,q2,1.286751890182495,1.5113645553588868,1,1476,1335,-0.03688729815886719,0.029511758739867253,0.0016072657,135.0,10,22
203,q2,1.286751890182495,1.5113645553588868,1,2423,2475,-0.01106685681078125,0.02412715806082774,0.00034018407999999995,165.0,11,23
204,q2,1.5113645553588868,1.797568678855896,2,2445,2464,-0.014097684859687501,0.02126946939899596,0.00012401950000000001,-165.0,0,24
205,q2,1.5113645553588868,1.797568678855896,2,1515,1484,-0.03305080820175781,0.026350496233695925,0.00033121856,-135.0,1,25
206,q2,1.5113645553588868,1.797568678855896,2,1670,1729,0.014592067612109374,0.026822297476480822,0.00055619905,-105.0,2,26
207,q2,1.5113645553588868,1.797568678855896,2,1428,1535,-0.053971385393242186,0.027570261332046254,0.0011571284,-75.0,3,27
208,q2,1.5113645553588868,1.797568678855896,2,1010,1072,0.007072066850312499,0.0355124599134307,0.0009542021400000001,-45.0,4,28
209,q2,1.5113645553588868,1.797568678855896,2,496,509,-0.03973418340078125,0.0536527274027767,0.00041448302,-15.0,5,29
210,q2,1.5113645553588868,1.797568678855896,2,506,493,0.04177001872226563,0.045467694189663406,0.00041697238,15.0,6,30
211,q2,1.5113645553588868,1.797568678855896,2,1080,1078,0.047057229562500004,0.0314840506087092,2.9696685999999998e-05,45.0,7,31
212,q2,1.5113645553588868,1.797568678855896,2,1469,1448,0.022526921136367187,0.027541793049692353,0.00023068123999999999,75.0,8,32
213,q2,1.5113645553588868,1.797568678855896,2,1708,1634,0.029199005234453124,0.02532361831022075,0.0007095038000000001,105.0,9,33
