,axis,axis_min,axis_max,axis_bin,counts_pos,counts_neg,value,stat,sys_0,phi,phi_bin,global_index
0,x,0.10681463778018953,0.17718307673931125,0,2407,2455,-0.00183640596046875,0.018415595826983395,0.00031634117,-165.0,0,0
1,x,0.10681463778018953,0.17718307673931125,0,1215,1219,-0.030192310933476563,0.02879859913706442,5.2658543e-05,-135.0,1,1
2,x,0.10681463778018953,0.17718307673931125,0,2019,1956,0.005876200718945313,0.02407342338360015,0.0005078469,-105.0,2,2
3,x,0.10681463778018953,0.17718307673931125,0,1303,1259,-0.047399786861328126,0.03130620616699299,0.0005503043599999999,-75.0,3,3
4,x,0.10681463778018953,0.17718307673931125,0,1151,1175,-0.032214483644921875,0.0323280452370907,0.00033062137999999996,-45.0,4,4
5,x,0.10681463778018953,0.17718307673931125,0,556,615,-0.03519040100546875,0.04492397768415133,0.0016144497,-15.0,5,5
6,x,0.10681463778018953,0.17718307673931125,0,543,536,0.0159815579671875,0.04268448255800002,0.00020787679,15.0,6,6
7,x,0.10681463778018953,0.17718307673931125,0,1222,1155,-0.01728858278796875,0.02980023131261517,0.0009031814999999999,45.0,7,7
8,x,0.10681463778018953,0.17718307673931125,0,1334,1208,0.03985514399917969,0.02525817292643634,0.0015882704,75.0,8,8
9,x,0.10681463778018953,0.17718307673931125,0,2072,1900,0.05247027476953124,0.021554202100873582,0.0013875499,105.0,9,9
10,x,0.10681463778018953,0.17718307673931125,0,1250,1247,0.0091962188890625,0.029420026733632944,3.8497463e-05,135.0,10,10
11,x,0.10681463778018953,0.17718307673931125,0,2575,2361,0.0008099674926953127,0.01827848849731894,0.0013892104999999998,165.0,11,11
12,x,0.17718307673931125,0.22535382211208346,1,2453,2580,-0.020778631526796872,0.019351710667001195,0.0008085487,-165.0,0,12
13,x,0.17718307673931125,0.22535382211208346,1,1454,1366,-0.03481520301679687,0.029060098726699735,0.0009999148,-135.0,1,13
14,x,0.17718307673931125,0.22535382211208346,1,1800,1855,-0.017386630685703126,0.024957003403927924,0.00048217503,-105.0,2,14
15,x,0.17718307673931125,0.22535382211208346,1,1454,1509,-0.047184992982421875,0.0284547496555225,0.0005947856,-75.0,3,15
16,x,0.17718307673931125,0.22535382211208346,1,1075,1066,-0.07933030455976563,0.03222971119771956,0.00013469618,-45.0,4,16
17,x,0.17718307673931125,0.22535382211208346,1,507,472,0.009111758630859374,0.04650214436915112,0.0011455519,-15.0,5,17
18,x,0.17718307673931125,0.22535382211208346,1,504,498,-0.06562220031640624,0.05222523773009421,0.00019187259999999998,15.0,6,18
19,x,0.17718307673931125,0.22535382211208346,1,1066,1015,-0.014652090764570313,0.02786576816940851,0.0007852854,45.0,7,19
20,x,0.17718307673931125,0.22535382211208346,1,1405,1342,0.028866855890625,0.026124234015891597,0.00073487137,75.0,8,20
21,x,0.17718307673931125,0.22535382211208346,1,1837,1756,0.015338927471953126,0.022593639674601634,0.0007223658599999999,105.0,9,21
22,x,0.17718307673931125,0.22535382211208346,1,1384,1335,-0.030659799775859375,0.02509659818811412,0.0005774525299999999,135.0,10,22
23,x,0.17718307673931125,0.22535382211208346,1,2508,2489,0.011147842528476563,0.017821855241859662,0.000121835445,165.0,11,23
24,x,0.22535382211208346,0.2737313747406006,2,2463,2413,-0.04251460060703126,0.01949440963651201,0.0003285759,-165.0,0,24
25,x,0.22535382211208346,0.2737313747406006,2,1472,1507,-0.005903401683320313,0.02594796682493561,0.00037646703999999996,-135.0,1,25
26,x,0.22535382211208346,0.2737313747406006,2,1652,1786,-0.0322290569109375,0.028478491731861344,0.0012489019999999999,-105.0,2,26
27,x,0.22535382211208346,0.2737313747406006,2,1437,1495,-0.06861299711640625,0.02490420817916067,0.0006338601999999999,-75.0,3,27
28,x,0.22535382211208346,0.2737313747406006,2,992,1075,0.026845883793085938,0.03240072957494935,0.0012866696,-45.0,4,28
29,x,0.22535382211208346,0.2737313747406006,2,503,520,-0.08061220545820312,0.051191417491227194,0.0005324793,-15.0,5,29
30,x,0.22535382211208346,0.2737313747406006,2,450,472,0.014375097409375003,0.04266493489607569,0.0007645769,15.0,6,30
31,x,0.22535382211208346,0.2737313747406006,2,1049,1011,0.022124609775546877,0.031638189181122975,0.00059107936,45.0,7,31
32,x,0.22535382211208346,0.2737313747406006,2,1565,1452,0.03476575258257812,0.028061086997568405,0.0012001419,75.0,8,32
33,x,0.22535382211208346,0.2737313747406006,2,1755,1650,0.032905426652148434,0.02415363970593265,0.0009881016000000001,105.0,9,33
34,x,0.22535382211208346,0.2737313747406006,2,1463,1496,0.04122568841113282,0.025026963561442697,0.0003573538,135.0,10,34
35,x,0.22535382211208346,0.2737313747406006,2,2668,2507,0.018517295274765627,0.016631632795952166,0.0009968848,165.0,11,35
36,x,0.2737313747406006,0.33397098183631896,3,2370,2432,-0.040250572922070314,0.021017038470639578,0.0004137128,-165.0,0,36
37,x,0.2737313747406006,0.33397098183631896,3,1499,1545,-0.007154428392734375,0.02561389881387235,0.00048421987,-135.0,1,37
38,x,0.2737313747406006,0.33397098183631896,3,1568,1727,-0.028056123981367188,0.028412028211347196,0.0015462195,-105.0,2,38
39,x,0.2737313747406006,0.33397098183631896,3,1481,1675,-0.07714438421875,0.02745915457939823,0.001969673,-75.0,3,39
40,x,0.2737313747406006,0.33397098183631896,3,1016,1079,-0.008018885995468749,0.03487343429230777,0.0009635758999999999,-45.0,4,40
41,x,0.2737313747406006,0.33397098183631896,3,508,536,-0.024247324977734373,0.04752037522138677,0.00085938344,-15.0,5,41
