,axis,axis_min,axis_max,axis_bin,counts_pos,counts_neg,value,stat,sys_0,phi,phi_bin,global_index
0,x,0.10681463778018953,0.17718307673931125,0,2406,2428,-0.004646457582773438,0.022830353114452924,0.00014582953,-165.0,0,0
1,x,0.10681463778018953,0.17718307673931125,0,1270,1252,-0.005275541436289062,0.032763676425527466,0.00022869508999999997,-135.0,1,1
2,x,0.10681463778018953,0.17718307673931125,0,1943,1985,-0.0097406684425,0.024452352657259785,0.00034261568,-105.0,2,2
3,x,0.10681463778018953,0.17718307673931125,0,1150,1289,-0.06563326145742188,0.028520520383118635,0.001826133,-75.0,3,3
4,x,0.10681463778018953,0.17718307673931125,0,1201,1201,-0.02858173841019531,0.028441934016254226,0.0,-45.0,4,4
5,x,0.10681463778018953,0.17718307673931125,0,564,554,-0.03631412166992187,0.047938228391597094,0.00028660757000000003,-15.0,5,5
6,x,0.10681463778018953,0.17718307673931125,0,591,583,-0.021753853591796875,0.04579348746900501,0.00021834903999999998,15.0,6,6
7,x,0.10681463778018953,0.17718307673931125,0,1197,1155,0.05523310577249999,0.0315204014430246,0.0005721915000000001,45.0,7,7
8,x,0.10681463778018953,0.17718307673931125,0,1299,1169,-0.016825498363398438,0.03319953208291661,0.0016878257999999998,75.0,8,8
9,x,0.10681463778018953,0.17718307673931125,0,1970,1962,0.029826881659765624,0.026187815761029933,6.519374e-05,105.0,9,9
10,x,0.10681463778018953,0.17718307673931125,0,1252,1271,0.034266860420468746,0.030086501350727973,0.00024130468999999997,135.0,10,10
11,x,0.10681463778018953,0.17718307673931125,0,2595,2507,0.029035390867304688,0.023064624510646694,0.0005526773999999999,165.0,11,11
12,x,0.17718307673931125,0.22535382211208346,1,2412,2391,0.005179065567460938,0.02100553218512599,0.00014009934999999999,-165.0,0,12
13,x,0.17718307673931125,0.22535382211208346,1,1374,1390,-0.06353025608085938,0.02781220168548562,0.00018548609,-135.0,1,13
14,x,0.17718307673931125,0.22535382211208346,1,1717,1890,-0.04969156013925781,0.025227684614394168,0.0015368426999999999,-105.0,2,14
15,x,0.17718307673931125,0.22535382211208346,1,1394,1486,0.005465211850234375,0.026093768529366342,0.0010235871,-75.0,3,15
16,x,0.17718307673931125,0.22535382211208346,1,1009,1055,-0.04220518225988281,0.03296266146418463,0.0007141303999999999,-45.0,4,16
17,x,0.17718307673931125,0.22535382211208346,1,484,503,-0.048144351712500005,0.04645491995575246,0.0006168305400000001,-15.0,5,17
18,x,0.17718307673931125,0.22535382211208346,1,475,510,-0.050483342080859375,0.047594567797423416,0.0011385739999999998,15.0,6,18
19,x,0.17718307673931125,0.22535382211208346,1,1100,1063,-0.010340533897773438,0.03594397469973701,0.0005481187,45.0,7,19
20,x,0.17718307673931125,0.22535382211208346,1,1509,1329,0.044158930100390625,0.031129219193997297,0.002032308,75.0,8,20
21,x,0.17718307673931125,0.22535382211208346,1,1789,1759,0.0622800615671875,0.02564719643936419,0.0002709362,105.0,9,21
22,x,0.17718307673931125,0.22535382211208346,1,1377,1354,0.03774637197214843,0.031026537707406012,0.00026985814,135.0,10,22
23,x,0.17718307673931125,0.22535382211208346,1,2452,2464,0.023511669806796878,0.022989296551149167,7.821658e-05,165.0,11,23
24,x,0.22535382211208346,0.2737313747406006,2,2367,2471,-0.004217569275703125,0.02224326686586969,0.00068880594,-165.0,0,24
